HGNC_Symbol,LFC,p
LRPAP1,-0.19,0.0064
WASF3,0.04,0.72579
CRK,-0.61,6e-5
MSH6,-0.22,0.06999
KLHL21,0.09,0.39731
GLRX,0.06,0.39124
EBP,-0.19,0.0277
SYNE2,-0.11,0.64378
SLC35F2,0.09,0.58205
CDKN1A,0.06,0.66232
EPHA3,-0.33,0.03871
ABL1,0.01,0.94464
TP53BP1,-0.07,0.45839
TCEA2,0.12,0.22591
STX1A,-0.03,0.74154
CISD1,-0.29,0
COL1A1,0.18,0.13669
KCTD5,0.18,0.02291
PTK2,0.19,0.12388
TERF2IP,-0.01,0.86122
DECR1,0.07,0.51578
SNX11,-0.1,0.46993
EBNA1BP2,-0.16,0.09938
BCL7B,-0.01,0.95565
FDFT1,-0.16,0.02874
DNAJB1,0.24,0.09285
NPC1,-0.28,0.12106
SNCA,0.16,0.01722
PSME2,-0.36,0.03026
PSIP1,-0.15,0.10786
COG2,-0.34,0.0648
RALA,-0.04,0.51513
RPA2,-0.3,0.01223
SCP2,-0.36,0.0063
NCK2,-0.08,0.48875999999999997
CDK6,0.13,0.6276
CDC42,-0.24,2.6e-4
ADO,-0.35,0.00233
JUN,0.32,0.01256
TMCO1,-0.41,2.2e-4
TSPAN4,0.04,0.77622
HSPA1A,0.28,0.00297
RAD51C,-0.67,1.4e-4
ITGAE,-0.34,0.00743
EGFR,0.18,0.25236
PRR7,0.01,0.82997
SLC25A4,-0.08,0.08816
FKBP4,-0.26,0.00779
EIF5,-0.08,0.0553
SYPL1,-0.14,0.21816
ACAT2,-0.6,3e-5
RAB4A,-0.31,2.5e-4
RNF167,0.02,0.77452
PSMD10,-0.19,0.04293
TESK1,0.08,0.573
BAMBI,-0.03,0.82071
CRKL,0.02,0.87349
UTP14A,0.2,0.20334
EAPP,-0.47,0.00126
PLSCR1,-0.22,0.18921
CIAPIN1,-0.26,0.01984
SMNDC1,-0.4,1.1e-4
ARHGEF12,0.28,0.06047
MPC2,-0.29,0
CDC25B,-0.01,0.95111
INPP1,-0.29,0.02282
CYCS,-0.2,4.5e-4
CALM3,0.05,0.44442
CAB39,-0.18,0.00818
IER3,0.04,0.81721
HSPD1,-0.14,0.03172
PIK3C2B,-0.25,0.19226
FIS1,-0.46,2e-5
DLD,-0.53,1.7e-4
MALT1,0.05,0.72053
TPD52L2,0.2,0.14618
ACD,0.13,0.43274
NUCB2,-0.37,0.00201
PMAIP1,0,0.97572
GTF2A2,-0.39,0.00417
ITFG1,-0.19,0.01483
KTN1,-0.12,0.14409
USP7,-0.17,0.04605
SNX6,-0.61,1.7e-4
DNTTIP2,-0.21,0.04146
PSMD9,-0.3,0.02422
MYCBP,0.12,0.32379
PIH1D1,-0.64,1e-4
LAGE3,-0.34,0.01313
CLSTN1,0,0.97156
ARID5B,-0.04,0.86298
PDLIM1,0.15,0.1536
GPC1,-0.3,0.03344
SCARB1,0.04,0.66366
MVP,-0.08,0.55044
NUP93,-0.12,0.39635
GADD45B,0.63,1e-5
ASAH1,-0.17,0.08306
SOX2,0.23,0.01074
PDGFA,-0.14,0.34513
ATP6V1D,-0.26,2.4e-4
VDAC1,0.04,0.25753
MKNK1,0.09,0.34383
LPGAT1,0.01,0.92831
LYRM1,-0.09,0.37909
NR3C1,-0.38,2e-5
COG7,0.22,0.20102
ACLY,0.07,0.41189
UGDH,0.03,0.73215
PCMT1,-0.09,0.01517
USP14,-0.13,0.12507
PNKP,-0.17,0.24223
MLLT11,-0.18,5.6e-4
PSRC1,0.1,0.39035
MAPK9,-0.19,0.01198
IGF2BP2,0.01,0.85437
NUP133,-0.37,0.00232
TXLNA,-0.01,0.95247
DCUN1D4,-0.29,0.00681
ECH1,-0.01,0.89642
NRAS,-0.14,0.09726
TBC1D31,0.05,0.46152
NPRL2,-0.08,0.60559
ITGB5,0.05,0.5314
STXBP1,0.06,0.5155
VAT1,-0.12,0.23888
DNAJB2,0.08,0.46691
KDM5B,-0.08,0.37324
ELOVL6,-0.25,0.06488
GATA2,0.08,0.22762
DFFB,-0.01,0.95369
POLR2K,-0.32,0.00244
PSMD2,-0.34,8.8e-4
GRN,0.12,0.2559
TRAM2,0.03,0.76326
TMEM50A,-0.13,0.15823
GLOD4,-0.1,0.2016
SCCPDH,-0.29,0.00136
CCNE2,-0.14,0.34026
YME1L1,0.03,0.75385
HSD17B11,-0.55,4e-5
TES,-0.02,0.76852
GNA11,0.21,0.04677
DUSP3,-0.18,0.08275
STX4,-0.06,0.78268
UBE2L6,0.11,0.38512
MAP7,-0.24,0.0739
TRIM2,-0.13,0.02576
AKAP8,-0.17,0.21868
BLVRA,-0.15,0.06725
XPNPEP1,-0.26,0.06563
RAB21,0.01,0.88927
HTATSF1,-0.15,0.08074
PLA2G4A,-0.14,0.31797
MBNL1,-0.1,0.44489
NOSIP,-0.2,0.13714
ATP2C1,-0.18,0.07243
PHKA1,0.07,0.345
GRB10,-0.1,0.48343
RBKS,0.07,0.67183
PHKB,-0.1,0.42272
ANO10,0,0.95393
CHIC2,0.04,0.70799
PHGDH,0.05,0.58315
TCEAL4,-0.24,0.00166
POP4,-0.52,2e-5
TIMP2,0.24,0.14052
ARHGEF2,-0.09,0.33178
CRYZ,-0.46,0.00518
EVL,0.04,0.69913
CIRBP,-0.11,0.14556
MTFR1,-0.09,0.49035
RPL39L,-0.26,0.00733
MAP3K4,-0.09,0.41745
CREG1,-0.15,0.1315
PAF1,-0.26,0.00887
CSNK2A2,0.24,0.02815
JADE2,0.22,0.15541
HMGCR,-0.28,1e-4
ZMYM2,-0.3,0.06477
RPN1,-0.06,0.38432
CANT1,0.03,0.77937
TRAPPC3,-0.26,0.00829
TOMM34,0.01,0.92831
KAT6B,0.49,0.01214
ITGB1BP1,0,0.98139
SLC27A3,-0.03,0.77218
MFSD10,-0.04,0.81079
HSPB1,0.4,0.01762
SLC25A46,-0.46,5e-5
NRIP1,-0.1,0.34492
CRTAP,0.03,0.84192
NNT,-0.19,0.15401
MAPKAPK3,0.04,0.83155
TIMM22,-0.24,0.03093
IPO13,-0.24,0.16493
GNB5,-0.34,0.03693
CD320,-0.01,0.89264
MTHFD2,0.18,0.11839
FAT1,-0.21,0.16471
AGL,-0.28,0.00328
EDEM1,-0.04,0.83756
MAT2A,0,0.97571
COG4,0.14,0.19529
MEF2C,0.03,0.41835
SIRT3,0.1,0.54109
CYTH1,-0.05,0.65813
MCOLN1,-0.08,0.44372
FOXO4,-0.12,0.27431
GTF2E2,0.12,0.43091
JMJD6,0.01,0.96461
EED,-0.39,0.00422
ST3GAL5,-0.53,4e-5
BLCAP,-0.18,0.03265
PWP1,-0.62,4e-5
NGRN,-0.07,0.27039
STUB1,-0.02,0.73045
ABHD6,-0.29,0.02236
FKBP14,0.12,0.32813
SLC25A13,-0.09,0.4963
TATDN2,-0.35,0.04843
PLA2G15,0.24,0.05704
PIP4K2B,-0.13,0.43652
DHX29,-0.36,0.00979
CSK,0.25,0.01728
PTPN12,-0.44,0.04901
WFS1,0.18,0.10303
RB1,-0.23,0.02952
PCK2,-0.02,0.9134
COPS7A,-0.08,0.36004
RAP1GAP,-0.05,0.59844
ST7,0,0.99739
VPS28,-0.21,0.03622
ETV1,-0.56,8e-5
RNH1,-0.08,0.38614
XPO7,-0.01,0.94812
NFATC4,0.25,0.07284
PNP,0.01,0.9432
RAB11FIP2,-0.23,0.09072
ILK,-0.53,0.00443
NCOA3,0.27,0.13534
ATF1,-0.02,0.91147
GNAI1,-0.3,7.1e-4
SNX13,-0.24,0.03194
TICAM1,0.16,0.11922
SPEN,0.19,0.32282
PSMG1,-0.73,5e-5
TSC22D3,0.12,0.13404
SDHB,-0.34,0.00201
TXNL4B,0.2,0.31098
NIPSNAP1,-0.02,0.8314
ADAT1,-0.22,0.25359
RPIA,0.01,0.95066
PCCB,-0.41,0.01616
SORBS3,0,0.99788
CHEK1,-0.11,0.47323
CCDC86,-0.01,0.9655
SQSTM1,-0.25,0.00375
BDH1,-0.1,0.59312
ATG3,-0.24,0.05634
HTRA1,-0.16,0.28322
FAH,-0.13,0.06894
ABCB6,-0.34,0.01651
LSM5,-0.79,0
NIT1,-0.32,0.0227
GAA,0.04,0.45392
STAT5B,-0.05,0.56056
EIF4G1,0.12,0.31829
SKIV2L,-0.07,0.31181
NCAPD2,0.21,0.21734
BECN1,-0.15,0.06939
ARHGAP1,0.27,0.11567
FSD1,0.15,0.28545
HSPA4,-0.03,0.67275
CEP57,-0.13,0.52263
PAFAH1B3,-0.04,0.66704
GNPDA1,0.21,0.04628
PARP1,-0.07,0.32014
GABPB1,0.05,0.7408
SNAP25,-0.11,0.01451
FOXJ3,-0.03,0.80028
VGLL4,0.05,0.73611
SLC11A2,-0.33,0.01805
RBM15B,0.06,0.56863
ELAVL1,-0.04,0.81375
STK10,0.16,0.02125
PTK2B,0.33,0.00129
NCK1,-0.21,0.23895
MAPK13,-0.09,0.44832
PPARD,-0.09,0.72316
GPATCH8,0.4,0.0341
MAST2,-0.15,0.31168
ZNF589,0.38,0.10546
TGFB3,0.07,0.44145
CCNB1,-0.65,0.00211
ATP11B,-0.03,0.86902
ATF5,0.18,0.08782
CGRRF1,-0.45,4.7e-4
DDIT4,0.56,0.0278
TNIP1,-0.24,0.16081
PSMB10,-0.02,0.83472
PRAF2,0.12,0.38326
SESN1,-0.1,0.37153
WIPF2,-0.13,0.40333
HACD3,-0.23,0.00358
TPM1,0.07,0.34608
MAPKAPK2,0,0.99407
TOPBP1,-0.15,0.34263
SPP1,-0.66,0.01032
MTF2,-0.08,0.59746
SMAD3,0.17,0.1888
SPAG7,-0.19,0.02086
SPTLC2,-0.32,0.0323
CASP7,0.06,0.53955
NUP85,-0.55,0
TMEM109,0.09,0.43143
RAE1,0.27,0.00459
SCRN1,-0.24,0.09062
PRKCQ,-0.25,0.28058
PLOD3,0.06,0.53291
NFIL3,0.08,0.61784
GNAI2,0.11,0.22473
ACAA1,0.04,0.69187
NOTCH1,0.16,0.01725
CEBPZ,-0.15,0.14464
PAFAH1B1,-0.16,0.00168
WDR7,-0.28,7.5e-4
IGF1R,0.2,0.07754
CDK7,-0.45,0.00955
VAV3,0.17,0.31359
CETN3,0.09,0.25755
HAT1,-0.3,0.0288
PAN2,0.05,0.55103
TSPAN3,-0.04,0.65906
DDX42,-0.28,0.13504
GOLT1B,-0.3,0.00292
PDIA5,-0.03,0.71962
SMARCD2,0.04,0.73471
TSEN2,-0.32,0.10924
EPN2,0.01,0.91773
ALDOA,-0.14,0.0067
SLC25A14,-0.24,0.00122
MAP4K4,-0.19,0.27592
TRAK2,-0.13,0.17595
OXA1L,-0.01,0.94973
CCDC85B,-0.02,0.77546
CXCR4,0.15,0.53664
RAB27A,0.17,0.13623
KDM3A,-0.15,0.37671
SMC3,0.05,0.76673
PAK4,0.11,0.15075
CCNH,-0.24,0.00617
TRIM13,-0.07,0.73767
HERPUD1,-0.18,0.08237
ELAC2,-0.15,0.27849
TRIB3,0.13,0.14563
PCM1,0.04,0.55126
DRAP1,0.02,0.8242
MOK,0.07,0.52276
AKT1,-0.11,0.1256
RPA3,-0.63,2e-5
EXOSC4,-0.1,0.29994
P4HA2,0.08,0.59021
PDHX,-0.16,0.1174
TBPL1,-0.4,0.0025
PPIE,-0.17,0.14151
SCAND1,0.14,0.11152
TOR1A,-0.66,2e-5
DMTF1,-0.42,0.00271
PIK3CA,-0.31,0.02503
KEAP1,-0.17,0.16815
PTPRF,-0.1,0.45737
PAK1,-0.2,0.00441
LAP3,-0.34,0.09065
SLC35B1,-0.32,0.00781
MIF,-0.31,0.00268
MLEC,-0.18,0.23055
CAPN1,-0.11,0.18576
CD58,-0.15,0.29583
MICALL1,-0.01,0.96144
UBR7,0.12,0.40061
EPB41L2,-0.04,0.80791
DDR1,0.36,0.00123
HSD17B10,-0.21,0.12963
TLK2,0.06,0.4188
TARBP1,0.07,0.61799
DNM1,0.17,0.2256
CCDC92,0.13,0.32729
ZFP36,0.07,0.35044
USP6NL,-0.29,0.11099
NR1H2,-0.05,0.56398
STK25,0.15,0.05588
NOL3,0.2,0.12445
SSBP2,-0.05,0.70631
NMT1,-0.07,0.57959
CAST,0.06,0.57622
PPP2R5A,-0.42,0.00633
ANXA7,-0.05,0.45466
PIK3C3,-0.07,0.66805
CASK,-0.36,0.03348
NSDHL,-0.11,0.28009
G3BP1,-0.2,0.00255
COL4A1,0.02,0.83184
ADGRG1,0.36,0.01684
IFNAR1,-0.02,0.90684
HEBP1,-0.06,0.68226
TUBB6,-0.02,0.84807
CTTN,-0.28,0.01699
APP,0.06,0.02837
GALE,-0.05,0.69902
ABCF1,0.03,0.87432
PSME1,-0.16,0.24375
SHB,-0.19,0.44282
TMED10,-0.24,0.02254
ADI1,0.09,0.54242
PAX8,0.09,0.35213
ZNF395,0.2,0.01489
RAB31,-0.01,0.94186
UBE3C,-0.11,0.42285
PEX11A,0.15,0.27735
IGF2R,0.23,0.01721
UFM1,0.05,0.32298
XBP1,0.2,0.18633
CCND3,-0.09,0.44815
CERK,-0.02,0.87355
MRPL12,-0.06,0.63674
IFRD2,-0.04,0.54312
RPA1,-0.01,0.9035
MAMLD1,0.14,0.2449
HMG20B,0.03,0.69091
PSMF1,-0.02,0.91315
ECD,-0.08,0.5157
BCL2,0.03,0.84903
EGR1,-0.32,0.00352
ABCC5,0.17,0.27004
KIF5C,-0.2,0.00574
RALB,0.01,0.93381
PGM1,-0.2,0.07031
RPS6,-0.29,0.02313
MRPS2,-0.05,0.63555
PAK6,-0.03,0.9049
PIK3R4,-0.32,0.02419
TBC1D9B,0.36,0.02273
APPBP2,-0.06,0.57376
COASY,-0.08,0.62767
ATF6,0.28,0.05137
SPRED2,0.11,0.48401
TFDP1,-0.29,0.01414
TCERG1,-0.02,0.8451
TJP1,0.02,0.82508
IDE,0.02,0.84643
GTPBP8,-0.07,0.67763
OXSR1,-0.29,0.06134
CTSD,-0.18,0.05551
CBLB,0.14,0.23225
MAPK1IP1L,-0.08,0.4027
HDAC2,-0.01,0.88736
CDK5R1,0.07,0.20428
BZW2,-0.22,0.01007
DNAJC15,-0.43,0.0018600000000000001
RPP38,-0.3,0.12654
SOX4,-0.41,0.11631
PPP2R5E,0.01,0.9178
C2CD5,-0.02,0.88107
GFPT1,-0.24,0.01809
FBXO11,-0.07,0.47533
INSIG1,-0.42,0
BNIP3L,-0.21,0.0095
CHP1,-0.31,0.00174
FBXO21,-0.19,0.08292
ME2,-0.68,0.0033
LBR,-0.17,0.30271
ADAM10,-0.04,0.57136
IGHMBP2,0.14,0.07142
RHEB,-0.33,1.1e-4
TIAM1,-0.26,0.0086
CNDP2,-0.03,0.71254
NFATC3,0.07,0.39414
CD44,0.28,0.00855
CLTC,-0.23,0.00111
FAM20B,0.21,0.22957
HSPA8,-0.02,0.52961
LIPA,-0.26,0.06842
RNMT,0.15,0.05709
ARNT2,-0.06,0.57439
CLIC4,-0.07,0.61132
FAS,-0.22,0.01116
SYNGR3,-0.03,0.82525
HIF1A,-0.04,0.66056
MTA1,0.02,0.91135
IQGAP1,0.01,0.95827
TCTA,-0.16,0.28792
NUSAP1,0.04,0.61667
HK1,0.17,0.02668
C5,-0.02,0.74751
PIGB,-0.34,0.05586
DYNLT3,-0.1,0.1753
TXNRD1,-0.36,7e-5
BRCA1,0.05,0.41969
PIK3R3,-0.37,0.01729
TRAP1,-0.08,0.33809
MBNL2,-0.15,0.08211
PKIG,-0.05,0.69141
STAT1,-0.12,0.32157
PFKL,0.1,0.18715
PPP2R3C,-0.4,0.00891
PGAM1,-0.09,0.02806
PIN1,-0.27,0.02533
PAICS,-0.08,0.56232
MAP2K5,0.08,0.2904
KAT6A,-0.05,0.63552
BIRC2,-0.19,0.04999
EFCAB14,0.12,0.08484
CHERP,0.1,0.42145
LGMN,0.04,0.62387
CSNK1E,0.11,0.33809
SNX7,-0.28,0.06804
AKR7A2,0.19,0.10982
CNOT4,0.03,0.84752
HEATR1,0.02,0.85641
ALDH7A1,-0.41,0.03067
INPP4B,-0.47,0.00233
ABHD4,0.09,0.04043
CHN1,0.02,0.5992
TLE1,0.24,0.13549
WDR61,-0.25,0.02338
USP22,-0.1,0.38671
FHL2,-0.18,0.23716
HERC6,-0.51,0.0045
RPS5,-0.46,5e-5
CASP2,0.18,0.04576
BHLHE40,-0.15,0.13887
CAMSAP2,0.02,0.75504
PPOX,-0.1,0.4588
PTPN1,-0.03,0.70185
EXT1,0.05,0.70568
ZNF274,0.09,0.5715
CNPY3,0.14,0.59437
CCP110,-0.14,0.22881
BLMH,-0.16,0.3822
VPS72,-0.15,0.31569
SMC1A,0.31,0.03914
POLB,-0.38,0.00513
YTHDF1,-0.01,0.94427
CCNA1,-0.14,0.48013
SOCS2,-0.15,0.1613
DDX10,-0.18,0.22392
NUDCD3,0.04,0.51484
GADD45A,-0.24,0.06327
PARP2,-0.2,0.27133
CSRP1,-0.01,0.94413
PRSS23,-0.03,0.71963
TIPARP,-0.12,0.37779
BID,-0.14,0.50949
CBR1,-0.1,0.38401
SENP6,0.03,0.76488
BPHL,-0.07,0.63163
TEX10,-0.15,0.25702
COPB2,-0.15,0.04094
DAXX,-0.35,0.02924
LYPLA1,-0.27,0.05359
CDKN1B,-0.15,0.18517
APBB2,0.11,0.31604
CASC3,0.03,0.81069
STMN1,-0.03,0.53459
SMC4,0.07,0.72949
NFE2L2,-0.17,0.29717
NPDC1,0.1,0.43506
ALDOC,-0.05,0.56407
MCUR1,0.31,0.04788
BAD,0.02,0.9168
FASTKD5,-0.31,0.07564
IL13RA1,-0.04,0.79654
SLC1A4,-0.03,0.83784
SMARCA4,0.01,0.94257
PRKAG2,-0.06,0.52116
FYN,0.28,0.0621
ATP1B1,-0.06,0.02885
FAIM,0.02,0.92607
HDAC6,0,0.95249
ZW10,-0.3,0.03583
ZNF131,0.08,0.56448
MCM3,-0.05,0.72951
RPS6KA1,0.03,0.72213
PSMD4,-0.1,0.23079
IARS2,-0.09,0.43591
DNMT1,-0.01,0.86135
CREB1,0.06,0.58935
ARPP19,-0.15,0.0042
SUPV3L1,0.05,0.75302
RHOA,-0.42,0.00267
HADH,0.07,0.66433
MYO10,0.06,0.73697
GFOD1,0.35,8.2e-4
DUSP22,0.18,0.24413
PPIC,0.21,0.41104
SACM1L,-0.12,0.14448
MRPS16,0,0.9994
SATB1,0.14,0.20477
PUF60,-0.2,0.07438
TRAPPC6A,-0.03,0.80676
STAMBP,-0.04,0.80166
UBE3B,0.63,0.00159
PECR,0.21,0.0031
DFFA,-0.02,0.93953
TIMM9,-0.1,0.5174
C2CD2L,0.13,0.34392
DUSP6,-0.45,0.00274
FOXO3,0.27,0.17974
MBTPS1,-0.47,0.00437
ERBB3,0.04,0.50355
SGCB,-0.17,0.09569
DAG1,0.06,0.44184
MEST,-0.02,0.92123
MYLK,-0.02,0.88916
DNM1L,-0.05,0.38231
POLR1C,0,0.97796
ANKRD10,0.67,0.00705
CDK4,-0.24,0.22425
ID2,-0.46,0.01349
TM9SF3,-0.09,0.02764
LYN,-0.06,0.60955
OXCT1,-0.43,5.2e-4
MRPL19,-0.2,0.01879
APOE,0.24,0.01747
PTPRK,-0.2,0.08857
TXNDC9,-0.41,0.00407
SLC35A1,-0.02,0.87253
CALU,0.08,0.53406
SPTAN1,0.19,0.0232
BNIP3,-0.21,0.00255
MTERF3,-0.67,1.3e-4
SUZ12,-0.12,0.39493
ADH5,-0.25,0.05481
ENOPH1,-0.37,5e-4
EML3,0.08,0.16974
ZNF451,0.28,0.12652
PRCP,-0.25,0.01506
PPP1R13B,0.01,0.92471
IGFBP3,0.35,0.02333
RBM34,-0.31,0.00245
POLG2,0,0.98369
PGRMC1,-0.2,0.01609
ARL4C,-0.19,0.14226
CHMP4A,0.08,0.53467
TRIB1,-0.39,0.00305
AKAP8L,0.21,0.00556
PCNA,-0.21,0.16241
RFC5,-0.05,0.71737
ZMIZ1,0.16,0.14641
CPNE3,0.06,0.71277
DERA,-0.13,0.53661
DCK,-0.56,1e-5
IKBKB,0.08,0.32774
SHC1,-0.05,0.6569
ISOC1,-0.09,0.4644
POLR2I,-0.19,0.17413
KDELR2,-0.13,0.13244
KIAA0100,-0.02,0.88939
CCNA2,0.07,0.34343
TBP,-0.2,0.0882
FBXL12,0.12,0.38243
CORO1A,-0.31,0.01658
PDS5A,0.29,0.01482
ARFIP2,-0.48,0.00321
CCND1,0.08,0.4487
MSRA,-0.18,0.10596
FBXO7,-0.41,0.00239
TGFBR2,0.01,0.96366
FOS,0.05,0.67044
KDM5A,0.21,0.0478
ERBB2,0.03,0.63752
VAPB,0.03,0.71525
CLPX,-0.12,0.1913
GMNN,-0.02,0.91674
ICMT,-0.01,0.93648
STAT3,-0.04,0.84652
MACF1,-0.05,0.6976
TP53BP2,0.2,0.07684
RFC2,-0.17,0.19788
DHRS7,-0.42,0.00158
PROS1,-0.18,0.26786
RSU1,0.31,0.00842
NUP88,-0.13,0.29861
ZNF318,-0.28,0.12031
ETFB,-0.27,8.4e-4
USP1,-0.32,0.05622
FEZ2,-0.06,0.30453
GAPDH,0,0.95179
CASP3,-0.13,0.25449
DNAJA3,-0.1,0.37348
RRP1B,0.23,0.04406
GDPD5,-0.08,0.58064
SCYL3,-0.25,0.09106
RBM6,0.03,0.86458
MYCBP2,0.05,0.53139
ETS1,-0.02,0.86506
DUSP11,-0.31,0.02968
ARID4B,-0.03,0.8206
RUVBL1,-0.11,0.51337
GPER1,0.14,0.03747
ACBD3,-0.17,0.1111
HYOU1,-0.02,0.91706
PCBD1,-0.06,0.52788
RFX5,-0.08,0.66229
CDK2,0.04,0.67215
PTPRC,0,0.96316
CD40,0.14,0.0162
TBXA2R,0.25,0.00145
PLSCR3,-0.09,0.5715
PTGS2,0,0.99342
SFN,0.27,0.11009
GHR,0.34,0.00126
ADRB2,0.04,0.57811
HLA-DRA,0.04,0.66487
PTPN6,0.07,0.38225
PRKCH,-0.15,0.15719
KCNK1,-0.36,0.00154
