HGNC_Symbol,LFC,p
KLHL21,0.68,0.18491
GLRX,-1.53,0.0414
EBP,0.35,0.18089
SYNE2,-0.2,0.47078
SLC35F2,NA,NA
CDKN1A,-1.13,4e-5
EPHA3,-0.57,0.0183
ABL1,0.04,0.86709
TP53BP1,-0.32,0.12177
TCEA2,0.1,0.55658
STX1A,0.84,0.00136
CISD1,0.07,0.84543
COL1A1,NA,NA
KCTD5,-0.21,0.34645
PTK2,-0.2,0.33628
TERF2IP,0.21,0.41044
DECR1,-2.13,0
SNX11,-0.55,0.03581
EBNA1BP2,0.15,0.59233
BCL7B,0.25,0.35754
FDFT1,-0.08,0.79283
DNAJB1,-0.12,0.57932
NPC1,-0.16,0.44619
SNCA,0.12,0.72262
PSME2,-0.15,0.59907
PSIP1,0.01,0.97844
COG2,-0.33,0.12669
RALA,-0.01,0.95155
RPA2,0.25,0.34145
SCP2,0.18,0.63863
NCK2,0.01,0.94412
CDK6,-0.06,0.79266
CDC42,-0.1,0.60508
ADO,0.25,0.35565
JUN,-0.1,0.71218
TMCO1,-0.72,0.0142
TSPAN4,-1.32,5.6e-4
HSPA1A,0.49,0.18371
RAD51C,-0.74,0.13537
ITGAE,-0.09,0.8026
EGFR,0.05,0.85485
PRR7,0.15,0.752
SLC25A4,0.47,0.04983
FKBP4,0.69,0.01184
EIF5,-0.21,0.31878
SYPL1,-1.16,0.00628
ACAT2,0.41,0.33303
RAB4A,0.08,0.74253
RNF167,-0.16,0.44485
PSMD10,0.32,0.15684
TESK1,0.43,0.05193
BAMBI,-5.19,0
CRKL,0.03,0.88467
UTP14A,-0.15,0.48451
EAPP,-0.45,0.20534
PLSCR1,0.02,0.97301
CIAPIN1,-0.33,0.10881
SMNDC1,-0.19,0.47819
ARHGEF12,-0.24,0.20949
MPC2,-0.04,0.91563
CDC25B,1.37,1.8e-4
INPP1,0.48,0.38844
CYCS,0.2,0.42178
CALM3,0.7,0.02725
CAB39,0.04,0.82374
IER3,NA,NA
HSPD1,-0.4,0.05616
PIK3C2B,0.79,0.00275
FIS1,0.17,0.44006
DLD,-0.19,0.41914
MALT1,-0.98,0.01487
TPD52L2,-0.34,0.13932
ACD,0.31,0.14046
NUCB2,-0.31,0.34979
PMAIP1,-1.05,0.00781
GTF2A2,-0.2,0.58921
ITFG1,0.14,0.4904
KTN1,-0.36,0.0739
USP7,0.37,0.1307
SNX6,-0.49,0.08972
DNTTIP2,-0.14,0.69327
PSMD9,0.26,0.22693
MYCBP,-0.94,0.16297
PIH1D1,-0.37,0.11152
LAGE3,-0.56,0.14192
CLSTN1,0.3,0.26527
ARID5B,-0.89,0.00319
PDLIM1,0.32,0.45514
GPC1,0.95,0.00711
SCARB1,-0.13,0.6256
MVP,-1.02,0.00876
NUP93,0.5,0.03037
GADD45B,-0.45,0.53432
ASAH1,-0.45,0.06901
SOX2,0.66,0.00751
PDGFA,0.85,0.17662
ATP6V1D,-0.22,0.30991
VDAC1,-0.08,0.67666
MKNK1,-0.52,0.13773
LPGAT1,0.2,0.48372
LYRM1,-0.27,0.45294
NR3C1,-0.53,0.04079
COG7,-0.17,0.36542
ACLY,0.19,0.35566
UGDH,-0.15,0.55665
PCMT1,0.08,0.69278
USP14,0.03,0.90905
PNKP,0.06,0.76798
MLLT11,0.21,0.35418
PSRC1,0.96,6.5e-4
MAPK9,0.46,0.07654
IGF2BP2,-0.14,0.50143
NUP133,-0.13,0.4866
TXLNA,-0.44,0.02561
DCUN1D4,-0.07,0.79772
ECH1,-0.47,0.03649
NRAS,-0.03,0.89094
TBC1D31,0.19,0.57679
NPRL2,-0.01,0.95098
ITGB5,-1.09,0.00102
STXBP1,0.93,8.2e-4
VAT1,0.04,0.85114
DNAJB2,0.3,0.15061
KDM5B,0.06,0.76636
ELOVL6,0.88,0.01867
GATA2,NA,NA
DFFB,0.22,0.63933
POLR2K,-0.24,0.58418
PSMD2,-0.09,0.65051
GRN,-1.24,7.7e-4
TRAM2,-1.55,0.0017
TMEM50A,-0.28,0.35729
GLOD4,-0.01,0.95085
SCCPDH,-0.37,0.11809
CCNE2,0.89,0.11998
YME1L1,-0.66,0.00436
HSD17B11,-0.5,0.22271
TES,-0.47,0.22026
GNA11,0.46,0.05683
DUSP3,0.16,0.4513
STX4,0.27,0.41294
UBE2L6,0.55,0.0277
MAP7,-2.7,0
TRIM2,0.24,0.31423
AKAP8,0.35,0.17995
BLVRA,0.36,0.17849
XPNPEP1,-0.4,0.03415
RAB21,0.12,0.69163
HTATSF1,0.85,6.5e-4
PLA2G4A,NA,NA
MBNL1,0.13,0.64745
NOSIP,0.07,0.78065
ATP2C1,-0.04,0.83762
PHKA1,2.36,3e-5
GRB10,1.05,1.4e-4
RBKS,-1.66,0.01577
PHKB,-0.52,0.02421
ANO10,-0.8,0.0042
CHIC2,0.18,0.63635
PHGDH,-0.06,0.77403
TCEAL4,0.48,0.16585
POP4,-0.44,0.19519
TIMP2,0.48,0.0893
ARHGEF2,1.18,4e-5
CRYZ,-0.94,0.0309
EVL,0.42,0.08755
CIRBP,-0.14,0.55837
MTFR1,-0.57,0.11994
RPL39L,0.37,0.47326
MAP3K4,-0.22,0.39096
CREG1,-0.38,0.30266
PAF1,0.11,0.65349
CSNK2A2,0.31,0.26179
JADE2,0.05,0.91188
HMGCR,0.1,0.73455
ZMYM2,0,0.99517
RPN1,-0.38,0.0891
CANT1,-0.07,0.70197
TRAPPC3,-0.24,0.30405
TOMM34,-0.48,0.1
KAT6B,0.73,0.00179
ITGB1BP1,-0.55,0.13411
SLC27A3,0.53,0.06431
MFSD10,-0.42,0.05954
HSPB1,-0.57,0.08413
SLC25A46,-0.11,0.63733
NRIP1,0.01,0.96897
CRTAP,-0.19,0.35381
NNT,0.24,0.21042
MAPKAPK3,-0.85,0.0132
TIMM22,0.49,0.04189
IPO13,0.17,0.43866
GNB5,0.32,0.31231
CD320,-0.37,0.23894
MTHFD2,-0.5,0.03352
FAT1,-1.34,6e-5
AGL,0.15,0.50971
EDEM1,-0.37,0.12248
MAT2A,0.27,0.18847
COG4,-0.4,0.07557
MEF2C,3.17,1e-5
SIRT3,-0.17,0.48646
CYTH1,1.63,3e-5
MCOLN1,0.79,0.04245
FOXO4,0.38,0.371
GTF2E2,-0.19,0.5276
JMJD6,0.99,0.00165
EED,-0.03,0.90167
ST3GAL5,0.85,0.00214
BLCAP,-0.32,0.1442
PWP1,0.68,0.00345
NGRN,0.2,0.30695
STUB1,0.01,0.95685
ABHD6,-2.04,5e-5
FKBP14,-0.95,0.12172
SLC25A13,-0.99,0.00106
TATDN2,0.25,0.17367
PLA2G15,0.05,0.84344
PIP4K2B,0.7,0.01194
DHX29,0.05,0.80125
CSK,0.16,0.41238
PTPN12,-0.3,0.20941
WFS1,-0.97,0.0011
RB1,-0.51,0.18264
PCK2,0.6,0.09057
COPS7A,0.6,0.02578
RAP1GAP,2.44,0
ST7,0.24,0.29535
VPS28,0.17,0.39994
ETV1,0.65,0.05488
RNH1,-0.17,0.44409
XPO7,0.13,0.49714
NFATC4,-1.44,8.1e-4
PNP,0.46,0.11113
RAB11FIP2,-0.28,0.29722
ILK,-0.2,0.31622
NCOA3,0.43,0.05499
ATF1,0.08,0.83895
GNAI1,-0.24,0.30194
SNX13,-0.52,0.04487
TICAM1,NA,NA
SPEN,0.55,0.02617
PSMG1,-0.96,0.0146
TSC22D3,0.11,0.64461
SDHB,-0.21,0.39987
TXNL4B,0.33,0.49293
NIPSNAP1,-0.38,0.062330000000000003
ADAT1,0,0.98862
RPIA,-0.17,0.55834
PCCB,-0.74,0.00275
SORBS3,0.08,0.78553
CHEK1,0.56,0.06285
CCDC86,-0.29,0.3246
SQSTM1,-0.59,0.02273
BDH1,1.82,0.01397
ATG3,0.09,0.71211
HTRA1,-2.4,0
FAH,-1.92,1e-5
ABCB6,0.55,0.02912
LSM5,-0.55,0.22124
NIT1,-0.51,0.03429
GAA,-0.22,0.36803
STAT5B,0.17,0.37413
EIF4G1,0.16,0.51671
SKIV2L,-0.05,0.79153
NCAPD2,0.2,0.30739
BECN1,0.03,0.87773
ARHGAP1,0.41,0.06539
FSD1,0.28,0.15168
HSPA4,-0.22,0.27946
CEP57,0.34,0.22935
PAFAH1B3,0.35,0.41225
GNPDA1,0.16,0.47556
PARP1,0.24,0.2255
GABPB1,0.61,0.05939
SNAP25,0.7,0.00954
FOXJ3,0.64,0.00939
VGLL4,-0.54,0.03387
SLC11A2,0.35,0.15525
RBM15B,0.22,0.23742
ELAVL1,-0.25,0.25992
STK10,0.11,0.68403
PTK2B,-0.37,0.10965
NCK1,-0.27,0.458
MAPK13,0.52,0.36744
PPARD,-0.49,0.06631
GPATCH8,-0.08,0.6507
MAST2,0.48,0.03978
ZNF589,-0.08,0.77585
TGFB3,-0.99,0.06206
CCNB1,-0.38,0.159
ATP11B,0.04,0.90684
ATF5,-0.22,0.5042
CGRRF1,-0.58,0.10692
DDIT4,-0.91,0.00467
TNIP1,-0.39,0.10325
PSMB10,-0.58,0.06608
PRAF2,0.23,0.37441
SESN1,-1.05,0.00222
WIPF2,0.12,0.63105
HACD3,-0.75,0.00335
TPM1,-0.83,0.02952
MAPKAPK2,-0.33,0.20607
TOPBP1,0.55,0.02512
SPP1,-1.45,0.00728
MTF2,-0.19,0.46011
SMAD3,-1.36,8.3e-4
SPAG7,-0.07,0.75443
SPTLC2,-0.48,0.09369
CASP7,-1.9,6.9e-4
NUP85,0.27,0.17121
TMEM109,-1.39,3.3e-4
RAE1,0.33,0.14693
SCRN1,0.43,0.05215
PRKCQ,-1.46,0.00157
PLOD3,-0.13,0.57662
NFIL3,0.04,0.86901
GNAI2,-0.15,0.53897
ACAA1,0.16,0.46348
NOTCH1,0.55,0.10626
CEBPZ,0.22,0.29212
PAFAH1B1,0.19,0.27862
WDR7,0.4,0.07846
IGF1R,-0.47,0.02091
CDK7,-0.25,0.61208
VAV3,-2.49,0.0015
CETN3,-0.77,0.10923
HAT1,0.43,0.19227
PAN2,-0.15,0.40707
TSPAN3,-0.53,0.01266
DDX42,0.18,0.38677
GOLT1B,0.03,0.94888
PDIA5,-1.57,6e-5
SMARCD2,-0.84,0.00304
TSEN2,-0.22,0.41134
EPN2,0.24,0.41921
ALDOA,-0.54,0.03761
SLC25A14,NA,NA
MAP4K4,0.91,8.4e-4
TRAK2,0.21,0.37736
OXA1L,-0.34,0.14282
CCDC85B,-0.04,0.93758
CXCR4,-0.27,0.35579
RAB27A,NA,NA
KDM3A,-0.06,0.72921
SMC3,0.39,0.07797
PAK4,-0.26,0.27159
CCNH,0.47,0.19216
TRIM13,0.07,0.78922
HERPUD1,-0.3,0.179
ELAC2,0.1,0.56051
TRIB3,-0.86,0.00619
PCM1,0.06,0.75488
DRAP1,0.05,0.80256
MOK,0.44,0.08007
AKT1,0.27,0.25864
RPA3,1.19,0.01498
EXOSC4,0.54,0.07571
P4HA2,-1.8,4.4e-4
PDHX,1,0.00174
TBPL1,0,0.99244
PPIE,-0.22,0.35401
SCAND1,0.82,0.03938
TOR1A,-0.28,0.27663
DMTF1,0.08,0.68468
PIK3CA,-0.06,0.81166
KEAP1,0.24,0.25553
PTPRF,-0.31,0.26227
PAK1,0.17,0.34307
LAP3,-0.68,0.01048
SLC35B1,0.08,0.71495
MIF,-0.64,0.00894
MLEC,-0.28,0.24189
CAPN1,0,0.98117
CD58,NA,NA
MICALL1,0.14,0.58523
UBR7,0.22,0.42198
EPB41L2,-0.3,0.19142
DDR1,-0.81,0.0084
HSD17B10,0.24,0.29555
TLK2,0.05,0.8008
TARBP1,0.06,0.79462
DNM1,1.12,9e-5
CCDC92,0.81,0.00138
ZFP36,-1.79,0.00836
USP6NL,-0.52,0.03223
NR1H2,-0.27,0.19023
STK25,0.44,0.02784
NOL3,-0.51,0.45467
SSBP2,0.9,0.00203
NMT1,-0.1,0.6006
CAST,-1.77,1e-5
PPP2R5A,0.15,0.67902
ANXA7,-0.65,0.01158
PIK3C3,-0.3,0.16297
CASK,0.22,0.218
NSDHL,-0.2,0.43055
G3BP1,-0.15,0.39917
COL4A1,-1.62,0.01306
ADGRG1,0.87,0.00241
IFNAR1,0.43,0.12991
HEBP1,-0.29,0.42402
TUBB6,-0.82,0.00144
CTTN,0.16,0.44971
APP,-0.5,0.06391
GALE,0.25,0.22677
ABCF1,0.39,0.05372
PSME1,-0.32,0.30663
SHB,1.26,0.0011
TMED10,-0.94,3.6e-4
ADI1,-0.24,0.31638
PAX8,0.33,0.5218
ZNF395,0.12,0.62166
RAB31,0.34,0.24464
UBE3C,0.02,0.91359
PEX11A,-0.14,0.75938
IGF2R,-0.19,0.47684
UFM1,0.05,0.86817
XBP1,-1.95,0
CCND3,0.92,0.01138
CERK,-0.69,0.0051
MRPL12,0.14,0.60624
IFRD2,-0.72,0.03145
RPA1,-0.6,0.01366
MAMLD1,0.89,0.00721
HMG20B,-0.76,0.02384
PSMF1,0.08,0.63795
ECD,-0.22,0.40947
BCL2,-0.94,0.13885
EGR1,-0.13,0.78847
ABCC5,0.43,0.10563
KIF5C,0.09,0.70248
RALB,0.35,0.1679
PGM1,0.31,0.41618
RPS6,-0.53,0.04537
MRPS2,-0.05,0.83764
PAK6,2.49,4e-5
PIK3R4,-0.13,0.59059
TBC1D9B,-0.4,0.0644
APPBP2,-0.63,0.01434
COASY,0.07,0.7449
ATF6,-0.25,0.22311
SPRED2,0.1,0.63057
TFDP1,0.15,0.45547
TCERG1,0.08,0.71346
TJP1,-0.62,0.00428
IDE,-1.34,2.3e-4
GTPBP8,-0.19,0.63719
OXSR1,-0.05,0.83051
CTSD,-0.88,0.00175
CBLB,-0.54,0.05373
MAPK1IP1L,-0.63,0.0227
HDAC2,-0.42,0.09605
CDK5R1,0.92,0.00109
BZW2,0.37,0.12887
DNAJC15,-1.18,0.05973
RPP38,-0.07,0.83705
SOX4,1.08,5e-4
PPP2R5E,0.02,0.92425
C2CD5,-0.31,0.15752
GFPT1,0.07,0.71973
FBXO11,0.35,0.14574
INSIG1,-0.08,0.82861
BNIP3L,-0.25,0.2608
CHP1,-0.29,0.2452
FBXO21,0.56,0.00841
ME2,-0.14,0.62122
LBR,0.05,0.83949
ADAM10,-0.28,0.12765
IGHMBP2,0.39,0.07454
RHEB,-0.13,0.67864
TIAM1,-0.22,0.35379
CNDP2,0.26,0.15032
NFATC3,-0.43,0.11485
CD44,-1.7,2.8e-4
CLTC,-0.18,0.42919
FAM20B,0.23,0.27487
HSPA8,-0.31,0.29148
LIPA,-1.86,1e-5
RNMT,0.12,0.61267
ARNT2,0.78,0.00272
CLIC4,0.16,0.54183
FAS,-1.14,0.01678
SYNGR3,0.08,0.84441
HIF1A,-0.54,0.03423
MTA1,0.01,0.97675
IQGAP1,-0.84,7.4e-4
TCTA,0.15,0.79095
NUSAP1,0.45,0.07952
HK1,0.04,0.82827
C5,-1.58,6.1e-4
PIGB,-1.2,0.02801
DYNLT3,NA,NA
TXNRD1,-0.19,0.31998
BRCA1,0.41,0.1564
PIK3R3,0.12,0.56219
TRAP1,0.05,0.79347
MBNL2,-1.23,0.01984
PKIG,-0.08,0.68649
STAT1,0.07,0.70722
PFKL,-0.16,0.40546
PPP2R3C,-0.4,0.2537
PGAM1,0.21,0.33536
PIN1,-0.01,0.97727
PAICS,-0.78,0.00462
MAP2K5,-0.06,0.85641
KAT6A,0.32,0.11047
BIRC2,0.63,0.05248
EFCAB14,-0.55,0.0216
CHERP,0.36,0.08134
LGMN,-1.29,3e-5
CSNK1E,0.19,0.33262
SNX7,0.32,0.35581
AKR7A2,-0.79,0.00517
CNOT4,-0.13,0.58165
HEATR1,-0.08,0.69497
ALDH7A1,-0.81,0.01631
INPP4B,1.06,0.0655
ABHD4,-0.08,0.7496
CHN1,-1.28,7e-5
TLE1,0.21,0.25301
WDR61,0.23,0.24929
USP22,0.24,0.34236
FHL2,0.85,0.13829
HERC6,0.6,0.36703
RPS5,-0.34,0.14998
CASP2,0.41,0.15253
BHLHE40,-1.51,7e-4
CAMSAP2,0.4,0.03906
PPOX,-0.59,0.02882
PTPN1,0.31,0.352
EXT1,-1.09,3.4e-4
ZNF274,0.01,0.96235
CNPY3,-0.14,0.55917
CCP110,0.37,0.10545
BLMH,0,0.99466
VPS72,-0.12,0.5623
SMC1A,0.46,0.02216
POLB,0.03,0.90073
YTHDF1,0.3,0.23465
CCNA1,0.7,0.02051
SOCS2,0.59,0.23129
DDX10,0.11,0.66417
NUDCD3,0.73,0.00246
GADD45A,-1.19,2e-4
PARP2,0.65,0.02751
CSRP1,-0.31,0.49716
PRSS23,-2.54,1e-5
TIPARP,-0.77,0.00388
BID,0.53,0.24518
CBR1,1,0.00156
SENP6,-0.56,0.02209
BPHL,-0.2,0.43226
TEX10,-0.23,0.30247
COPB2,-0.63,0.00723
DAXX,0.43,0.03497
LYPLA1,-0.32,0.32315
CDKN1B,0.33,0.17288
APBB2,0.42,0.09976
CASC3,0.26,0.16279
STMN1,0.11,0.71618
SMC4,0.33,0.2327
NFE2L2,-0.39,0.10465
NPDC1,0.23,0.30933
ALDOC,-0.06,0.86457
MCUR1,-0.59,0.12925
BAD,0.19,0.54687
FASTKD5,0.02,0.95074
IL13RA1,-1.86,6.9e-4
SLC1A4,0.56,0.01783
SMARCA4,0.29,0.23948
PRKAG2,0.49,0.16335
FYN,0.31,0.09577
ATP1B1,0.19,0.29578
FAIM,NA,NA
HDAC6,-0.02,0.9118
ZW10,-0.34,0.17595
ZNF131,0.32,0.22771
MCM3,-0.15,0.5088
RPS6KA1,-0.29,0.22111
PSMD4,-0.17,0.33413
IARS2,-0.44,0.04276
DNMT1,0.37,0.08475
CREB1,-0.24,0.29075
ARPP19,-0.38,0.24832
SUPV3L1,0.12,0.62381
RHOA,-0.57,0.00873
HADH,-0.26,0.26302
MYO10,-0.61,0.00862
GFOD1,0.75,0.12218999999999999
DUSP22,-0.28,0.32518
PPIC,-2.59,0.00271
SACM1L,0.13,0.62495
MRPS16,-0.01,0.982
SATB1,0.59,0.02763
PUF60,0.13,0.48127
TRAPPC6A,-1.23,0.00373
STAMBP,-0.39,0.17329
UBE3B,0.18,0.38626
PECR,-0.82,0.0313
DFFA,-0.41,0.07131
TIMM9,-0.05,0.9165
C2CD2L,1.01,8.3e-4
DUSP6,-1.28,2e-5
FOXO3,0.1,0.69635
MBTPS1,-0.2,0.27303
ERBB3,0.38,0.54071
SGCB,0.14,0.55795
DAG1,-0.03,0.89227
MEST,-1.3,1.2e-4
MYLK,-2.8,0
DNM1L,0.35,0.104
POLR1C,-0.23,0.35546
ANKRD10,0.03,0.87835
CDK4,-0.09,0.64502
ID2,-0.82,0.00558
TM9SF3,-0.52,0.02875
LYN,-3.34,0
OXCT1,0.92,8.1e-4
MRPL19,-0.01,0.9689
APOE,-1.49,0.16369
PTPRK,-1.73,0
TXNDC9,-0.35,0.29382
SLC35A1,0.15,0.6406
CALU,-1.05,4.1e-4
SPTAN1,0.55,0.06874
BNIP3,-0.65,0.02547
MTERF3,-0.03,0.93878
SUZ12,0.04,0.86808
ADH5,-0.31,0.13039
ENOPH1,0.22,0.3051
EML3,-0.21,0.53183
ZNF451,-0.26,0.27042
PRCP,-0.91,0.0066
PPP1R13B,0.25,0.32196
IGFBP3,-0.12,0.86884
RBM34,0.35,0.17232
POLG2,0.3,0.4368
PGRMC1,-0.96,3.8e-4
ARL4C,0.08,0.68999
CHMP4A,-0.18,0.49671
TRIB1,-1.19,0.03036
AKAP8L,0.13,0.45032
PCNA,-0.14,0.64036
RFC5,-0.32,0.29638
ZMIZ1,0.54,0.01394
CPNE3,-0.04,0.84942
DERA,-0.13,0.72574
DCK,-0.03,0.91756
IKBKB,0.26,0.3237
SHC1,-2,0
ISOC1,-0.39,0.17419
POLR2I,0.25,0.31623
KDELR2,-0.47,0.06809
KIAA0100,0.01,0.95248
CCNA2,0.45,0.16899
TBP,0.2,0.50889
FBXL12,-0.03,0.92315
CORO1A,0.76,0.00919
PDS5A,-0.13,0.52161
ARFIP2,-0.1,0.64413
CCND1,-2.97,1e-5
MSRA,0.23,0.52393
FBXO7,-0.8,0.00517
TGFBR2,-2.73,1.2e-4
FOS,-0.59,0.03179
KDM5A,-1.03,0.55906
ERBB2,-1.18,3e-5
VAPB,-0.58,0.10581
CLPX,0.06,0.7847
GMNN,0.13,0.76906
ICMT,-0.34,0.37086
STAT3,-0.86,5.6e-4
MACF1,0.08,0.76326
TP53BP2,-0.35,0.07859
RFC2,-0.29,0.41713
DHRS7,-0.74,0.00506
PROS1,-3.18,0
RSU1,-0.03,0.90963
NUP88,0.29,0.25155
ZNF318,0.36,0.05442
ETFB,0.32,0.22501
USP1,0.15,0.61240000000000006
FEZ2,-1.14,2e-4
GAPDH,-0.61,0.01763
CASP3,-0.02,0.93158
DNAJA3,0.46,0.08294
RRP1B,0.54,0.01452
GDPD5,0.54,0.06701
SCYL3,-0.14,0.68775
RBM6,0.27,0.15867
MYCBP2,0.9,0.00182
ETS1,-0.12,0.85007
DUSP11,-0.32,0.27728
ARID4B,0.08,0.71963
RUVBL1,-0.24,0.28464
GPER1,NA,NA
ACBD3,0.21,0.29202
HYOU1,-0.56,0.01128
PCBD1,-0.4,0.43062
RFX5,-0.13,0.54866
CDK2,-0.75,0.01339
PTPRC,-1.3,0.04295
CD40,NA,NA
TBXA2R,NA,NA
PLSCR3,-0.54,0.08921
PTGS2,NA,NA
SFN,NA,NA
GHR,-2.01,0.00385
ADRB2,NA,NA
HLA-DRA,NA,NA
PTPN6,NA,NA
PRKCH,3.07,6.6e-4
KCNK1,NA,NA
