HGNC_Symbol,LFC,p
YME1L1,0.18,0.0966
HSD17B11,-0.01,0.91136
TES,-0.47,0.01261
GNA11,-0.07,0.48229
DUSP3,-0.15,0.26822
STX4,0.26,0.08804
UBE2L6,-0.02,0.85911
MAP7,0,0.99025
TRIM2,0.88,0.0103
AKAP8,-0.09,0.57767
BLVRA,0.19,0.15631
XPNPEP1,-0.05,0.66056
RAB21,-0.04,0.58038
HTATSF1,0.26,0.15335
PLA2G4A,0.06,0.77413
MBNL1,-0.39,0.02448
NOSIP,0.12,0.22358
ATP2C1,0.05,0.66626
PHKA1,0.5,0.10264
GRB10,0.05,0.56542
RBKS,-0.03,0.83202
PHKB,-0.07,0.42672
ANO10,0.04,0.71972
CHIC2,-0.06,0.67124
PHGDH,0.11,0.60637
TCEAL4,-0.09,0.36566
POP4,-0.02,0.82454
TIMP2,0.16,0.3694
ARHGEF2,0.17,0.21169
CRYZ,0.11,0.57606
EVL,0.28,0.03538
CIRBP,-0.26,0.26264
MTFR1,-0.23,0.23959
RPL39L,-0.01,0.97274
MAP3K4,-0.27,0.01073
CREG1,-0.14,0.1617
PAF1,0.06,0.63477
CSNK2A2,-0.02,0.84896
JADE2,0.02,0.91543
HMGCR,-0.14,0.34173
ZMYM2,0,0.95286
RPN1,-0.08,0.47092
CANT1,-0.08,0.46412
TRAPPC3,0.22,0.19199
TOMM34,0.03,0.83328
KAT6B,0,0.98271
ITGB1BP1,-0.07,0.68621
SLC27A3,0.05,0.77154
MFSD10,0.2,0.12346
HSPB1,0.47,0.13433
SLC25A46,-0.11,0.44064
NRIP1,-0.22,0.05452
CRTAP,0.06,0.71878
NNT,0.13,0.27602
MAPKAPK3,0,0.99401
TIMM22,-0.25,0.1571
IPO13,-0.03,0.79793
GNB5,0.13,0.31071
CD320,0.27,0.15631
MTHFD2,-0.55,0.12792
FAT1,0.03,0.79113
AGL,-0.15,0.26033
EDEM1,-0.06,0.65228
MAT2A,0.01,0.9396
COG4,0.01,0.93726
MEF2C,-0.12,0.53305
SIRT3,-0.01,0.93643
CYTH1,-0.03,0.83008
MCOLN1,-0.05,0.80445
FOXO4,0.34,0.06386
GTF2E2,0.17,0.22656
JMJD6,-0.02,0.91964
EED,-0.06,0.45939
ST3GAL5,0.08,0.43546
BLCAP,0.12,0.25398
PWP1,0.08,0.48986
NGRN,0.15,0.16776
STUB1,0.26,0.01082
ABHD6,0.08,0.52624
FKBP14,-0.3,0.09197
SLC25A13,-0.15,0.60489
TATDN2,0.06,0.54171
PLA2G15,-0.17,0.34222
PIP4K2B,0.1,0.347
DHX29,-0.12,0.13166
CSK,0.15,0.30077
PTPN12,-0.28,0.02613
WFS1,0.15,0.21049
RB1,0,0.98657
PCK2,-0.02,0.90481
COPS7A,0.11,0.41365
RAP1GAP,0.16,0.27245
ST7,0.03,0.7925
VPS28,0.12,0.23213
ETV1,-0.21,0.26502
RNH1,0.23,0.16863
XPO7,0.29,0.10197
NFATC4,0.34,0.14304
PNP,-0.61,0.06213
RAB11FIP2,-0.29,0.07446
ILK,0.11,0.25989
NCOA3,0.21,0.17493
ATF1,-0.15,0.26788
GNAI1,-0.16,0.49437
SNX13,-0.03,0.80832
TICAM1,0.07,0.74354
SPEN,0.26,0.19495
PSMG1,-0.23,0.24225
TSC22D3,-0.03,0.90258
SDHB,0.19,0.09273
TXNL4B,-0.05,0.62763
NIPSNAP1,0.3,0.06429
ADAT1,0.81,4.9e-4
RPIA,-0.27,0.01901
PCCB,0.3,0.02155
SORBS3,-0.13,0.58669
CHEK1,-0.28,0.19339
CCDC86,-0.15,0.18135
SQSTM1,0.1,0.2055
BDH1,0.08,0.51326
ATG3,-0.02,0.93006
HTRA1,0.12,0.48708
FAH,0.3,0.15539
ABCB6,0.16,0.15527
LSM5,-0.48,0.00759
NIT1,0.15,0.09825
GAA,0.12,0.49847
STAT5B,-0.23,0.25604
EIF4G1,0.87,0.00229
SKIV2L,-0.01,0.96482
NCAPD2,-0.06,0.78323
BECN1,0.11,0.2935
ARHGAP1,-0.14,0.25778
FSD1,0.27,0.08327
HSPA4,0.2,0.31429
CEP57,0.58,0.01397
PAFAH1B3,0.06,0.63914
GNPDA1,0.24,0.00417
PARP1,-0.02,0.86523
GABPB1,-0.2,0.20019
SNAP25,0.06,0.83525
FOXJ3,-0.15,0.0794
VGLL4,0.1,0.19093
SLC11A2,-0.02,0.86539
RBM15B,0.07,0.55081
ELAVL1,-0.06,0.76175
STK10,-0.19,0.19177
PTK2B,0.11,0.49856
NCK1,-0.22,0.03562
MAPK13,-0.04,0.83374
PPARD,-0.07,0.60199
GPATCH8,-0.17,0.17314
MAST2,0.23,0.09144
ZNF589,0.39,0.03016
TGFB3,0.07,0.78963
CCNB1,-0.09,0.64329
ATP11B,-0.11,0.23801
ATF5,-0.2,0.21883
CGRRF1,-0.1,0.20663
DDIT4,0.28,0.40451
TNIP1,0.15,0.14646
PSMB10,0.35,0.01802
PRAF2,0.11,0.38984
SESN1,-0.01,0.91471
WIPF2,-0.09,0.46949
HACD3,-0.29,0.02619
TPM1,-0.08,0.58885
MAPKAPK2,-0.27,0.14476
TOPBP1,-0.17,0.05602
SPP1,-0.11,0.72254
MTF2,-0.36,0.00429
SMAD3,-0.45,0.02589
SPAG7,0.03,0.69219
SPTLC2,-0.17,0.33151
CASP7,-0.36,0.06478
NUP85,-0.05,0.69309
TMEM109,-0.08,0.55145
RAE1,-0.05,0.59725
SCRN1,0.04,0.69438
PRKCQ,-0.25,0.16887
PLOD3,0.06,0.60822
NFIL3,-0.47,0.11994
GNAI2,0.03,0.89168
ACAA1,-0.03,0.79005
NOTCH1,0,0.98552
CEBPZ,0.12,0.36428
PAFAH1B1,-0.08,0.63364
WDR7,-0.04,0.76759
IGF1R,-0.12,0.28495
CDK7,-0.01,0.92716
VAV3,-0.1,0.49529
CETN3,-0.1,0.41702
HAT1,-0.11,0.4256
PAN2,0.19,0.22794
TSPAN3,0.16,0.0106
DDX42,-0.27,0.01221
GOLT1B,-0.16,0.35336
PDIA5,0.13,0.31161
SMARCD2,0.09,0.60496
TSEN2,-0.01,0.94345
EPN2,0.4,0.04803
ALDOA,0.23,0.04868
SLC25A14,0.07,0.58749
MAP4K4,0.24,0.31761
TRAK2,0.03,0.8973
OXA1L,-0.08,0.50967
CCDC85B,0.35,0.03414
CXCR4,0.5,0.06998
RAB27A,0,0.98512
KDM3A,0.03,0.78132
SMC3,1.14,0.00354
PAK4,0.15,0.20747
CCNH,-0.17,0.1366
TRIM13,-0.15,0.16423
HERPUD1,-0.07,0.5504
ELAC2,0.22,0.08994
TRIB3,0.13,0.57148
PCM1,-0.12,0.19473
DRAP1,0.04,0.74511
MOK,0.09,0.53542
AKT1,-0.07,0.51024
RPA3,0.02,0.90225
EXOSC4,-0.02,0.85146
P4HA2,0.24,0.0578
PDHX,-0.01,0.9442
TBPL1,0,0.96354
PPIE,-0.05,0.72743
SCAND1,0.11,0.36632
TOR1A,0.04,0.69219
DMTF1,-0.05,0.59093
PIK3CA,-0.28,0.03764
KEAP1,0.1,0.31474
PTPRF,0.48,0.0037200000000000002
PAK1,-0.32,0.46297
LAP3,-0.12,0.61888
SLC35B1,-0.2,0.03789
MIF,0.25,0.06223
MLEC,0.73,0.00711
CAPN1,0.25,0.19525
CD58,0.08,0.74697
MICALL1,-0.12,0.59888
UBR7,0,0.9739
EPB41L2,0.17,0.29109
DDR1,0.03,0.88183
HSD17B10,0.1,0.48919
TLK2,-0.08,0.335
TARBP1,-0.21,0.23896
DNM1,0.1,0.56395
CCDC92,0.19,0.09693
ZFP36,-0.5,0.14069
USP6NL,-0.09,0.46583
NR1H2,0.22,0.03752
STK25,0.1,0.26449
NOL3,0.22,0.26485
SSBP2,0.11,0.23177
NMT1,-0.04,0.7441
CAST,-0.04,0.70716
PPP2R5A,0.03,0.77917
ANXA7,-0.21,0.01051
PIK3C3,0.03,0.71447
CASK,0.01,0.93124
NSDHL,0.02,0.89122
G3BP1,-0.03,0.79803
COL4A1,-0.5,0.34469
ADGRG1,0.14,0.53974
IFNAR1,-0.2,0.0497
HEBP1,0.18,0.13751
TUBB6,-0.51,0.1707
CTTN,0.18,0.25457
APP,0,0.9782
GALE,0.01,0.95199
ABCF1,-0.13,0.24551
PSME1,-0.02,0.90325
SHB,-0.08,0.70928
TMED10,-0.07,0.63979
ADI1,0.2,0.38131
PAX8,-0.14,0.2832
ZNF395,-0.03,0.8149
RAB31,-0.23,0.23549
UBE3C,-0.14,0.24444
PEX11A,-0.08,0.59921
IGF2R,0.02,0.91296
UFM1,0.06,0.6021
XBP1,-0.11,0.5462
CCND3,0.16,0.10157
CERK,-0.06,0.67516
MRPL12,0.33,0.04914
IFRD2,0.15,0.16796
RPA1,-0.05,0.5133
MAMLD1,0.12,0.35416
HMG20B,0.32,0.13635
PSMF1,0.03,0.7721
ECD,-0.14,0.23781
BCL2,0.08,0.65433
EGR1,-0.28,0.36168
ABCC5,-0.04,0.67704
KIF5C,0.32,0.19993
RALB,-0.03,0.8569
PGM1,-0.01,0.92185
RPS6,0.34,0.01002
MRPS2,-0.11,0.35096
PAK6,-0.06,0.68171
PIK3R4,-0.09,0.35876
TBC1D9B,0.1,0.2881
APPBP2,0.01,0.94521
COASY,0.27,0.05808
ATF6,-0.29,0.0418
SPRED2,0.04,0.63554
TFDP1,0.01,0.91664
TCERG1,-0.07,0.51815
TJP1,-0.08,0.5832
IDE,-0.02,0.9206
GTPBP8,-0.16,0.15682
OXSR1,-0.13,0.33163
CTSD,0.11,0.35948
CBLB,-0.31,0.09179
MAPK1IP1L,0.17,0.20563
HDAC2,0.1,0.20468
CDK5R1,-0.15,0.3272
BZW2,-0.09,0.46076
DNAJC15,0.16,0.28435
RPP38,-0.19,0.24655
SOX4,0.21,0.29012
PPP2R5E,-0.29,0.01174
C2CD5,-0.13,0.20266
GFPT1,-0.01,0.95891
FBXO11,-0.56,6.1e-4
INSIG1,0.67,0.00225
BNIP3L,-0.06,0.56361000000000006
CHP1,-0.08,0.50582
FBXO21,-0.38,0.00165
ME2,0.1,0.22304
LBR,-0.31,0.0645
ADAM10,0,0.99409
IGHMBP2,-0.26,0.03716
RHEB,0.05,0.51068
TIAM1,-0.08,0.45353
CNDP2,-0.08,0.40383
NFATC3,-0.32,0.06591
CD44,-0.47,0.24883
CLTC,0.04,0.76768
FAM20B,-0.07,0.54076
HSPA8,0.03,0.8423
LIPA,-0.01,0.96949
RNMT,0.08,0.3858
ARNT2,0.08,0.44378
CLIC4,-0.15,0.60458
FAS,-0.04,0.86988
SYNGR3,0.25,0.31591
HIF1A,-0.25,0.08942
MTA1,0.3,0.09274
IQGAP1,-0.46,0.05035
TCTA,-0.04,0.73077
NUSAP1,-0.03,0.8727
HK1,0.15,0.34343
C5,0.03,0.86002
PIGB,-0.2,0.05881
DYNLT3,-0.05,0.65336
TXNRD1,0.07,0.55397
BRCA1,-0.33,0.10859
PIK3R3,-0.17,0.16318
TRAP1,0.12,0.17496
MBNL2,-0.1,0.36331
PKIG,0.02,0.88266
STAT1,0.22,0.31778
PFKL,0.15,0.11842
PPP2R3C,0.1,0.11999
PGAM1,0.2,0.06665
PIN1,0.13,0.48175
PAICS,0.1,0.3067
MAP2K5,0.01,0.94986
KAT6A,-0.36,0.0061
BIRC2,-0.01,0.91702
EFCAB14,-0.09,0.5153
CHERP,-0.11,0.15133
LGMN,-0.41,0.01318
CSNK1E,0.13,0.23797
SNX7,0.15,0.05938
AKR7A2,0.33,0.00477
CNOT4,0.07,0.40993
HEATR1,-0.15,0.20142
ALDH7A1,0.02,0.91496
INPP4B,0.07,0.64469
ABHD4,-0.05,0.78628
CHN1,-0.02,0.86519
TLE1,0.04,0.79668
WDR61,-0.61,0.00187
USP22,0.06,0.4705
FHL2,-0.07,0.70966
HERC6,-0.19,0.27358
RPS5,0.18,0.24913
CASP2,-0.06,0.51744
BHLHE40,0.08,0.72398
CAMSAP2,0.89,3.9e-4
PPOX,-0.01,0.95306
PTPN1,0.49,6.6e-4
EXT1,0.12,0.20901
ZNF274,-0.32,0.01238
CNPY3,0.22,0.02856
CCP110,-0.23,0.06994
BLMH,-0.14,0.35796
VPS72,0.25,5.5e-4
SMC1A,0.04,0.80259
POLB,0.03,0.67644
YTHDF1,-0.1,0.56496
CCNA1,0.23,0.21677
SOCS2,-0.09,0.43514
DDX10,-0.2,0.15122
NUDCD3,0.18,0.10836
GADD45A,-0.41,0.362
PARP2,-0.15,0.19062
CSRP1,-0.14,0.46859
PRSS23,-0.17,0.48976
TIPARP,-0.43,0.05328
BID,0.17,0.17199
CBR1,0.23,0.40938
SENP6,-0.03,0.6929
BPHL,0.48,0.00339
TEX10,-0.26,0.00642
COPB2,-0.08,0.19227
DAXX,-0.22,0.13081
LYPLA1,-0.2,0.12927
CDKN1B,-0.11,0.29296
APBB2,-0.05,0.72264
CASC3,0.01,0.91676
STMN1,-0.13,0.39988
SMC4,-0.16,0.26433
NFE2L2,-0.16,0.36518
NPDC1,0.3,0.00161
ALDOC,0.25,0.1538
MCUR1,0.39,4.2e-4
BAD,0.22,0.01815
FASTKD5,-0.12,0.40976
IL13RA1,-0.13,0.60622
SLC1A4,0.06,0.67774
SMARCA4,-0.02,0.8432
PRKAG2,0.25,0.1167
FYN,-0.04,0.75317
ATP1B1,0.07,0.44948
FAIM,0.03,0.85454
HDAC6,0.09,0.26351
ZW10,-0.15,0.23948
ZNF131,0.07,0.74832
MCM3,-0.05,0.67774
RPS6KA1,0,0.98866
PSMD4,-0.05,0.47417
IARS2,0.07,0.4628
DNMT1,0.06,0.58486
CREB1,0.03,0.86782
ARPP19,0.03,0.91178
SUPV3L1,0.08,0.41065
RHOA,-0.03,0.77405
HADH,0.07,0.5511
MYO10,0.16,0.49056
GFOD1,-0.06,0.74525
DUSP22,0.12,0.26881
PPIC,0.05,0.7911
SACM1L,-0.03,0.80379
MRPS16,0.29,0.086
SATB1,-0.01,0.95481
PUF60,0.12,0.13915
TRAPPC6A,-0.02,0.89826
STAMBP,-0.02,0.82908
UBE3B,0.02,0.88902
PECR,0.29,0.19672
DFFA,0.09,0.52529
TIMM9,-0.2,0.05746
C2CD2L,-0.02,0.92602
DUSP6,0.28,0.16772
FOXO3,-0.07,0.56629
MBTPS1,-0.18,0.1671
ERBB3,0.21,0.56352
SGCB,0.17,0.25589
DAG1,0.05,0.65683
MEST,0.04,0.74687
MYLK,-0.31,0.21113
DNM1L,0.14,0.40263
POLR1C,-0.06,0.59757
ANKRD10,0.1,0.40875
CDK4,0.02,0.84921
ID2,0.13,0.2394
TM9SF3,0,0.97356
LYN,-0.54,0.12347
OXCT1,-0.03,0.86505
MRPL19,0.17,0.22218
APOE,0.19,0.42513
PTPRK,0.06,0.54487
TXNDC9,-0.28,0.07289
SLC35A1,-0.07,0.49086
CALU,-0.23,0.09251
SPTAN1,0.1,0.31472
BNIP3,0.31,0.02198
MTERF3,-0.05,0.56943
SUZ12,-0.28,0.01629
ADH5,0.01,0.92901
ENOPH1,0.01,0.94362
EML3,-0.01,0.97449
ZNF451,-0.14,0.39989
PRCP,0.18,0.1804
PPP1R13B,0,0.97559
IGFBP3,-0.17,0.46246
RBM34,-0.05,0.54307
POLG2,0.21,0.23147
PGRMC1,0.19,0.56643
ARL4C,0.39,0.01754
CHMP4A,-0.01,0.93015
TRIB1,-0.22,0.19504
AKAP8L,0.2,0.0707
PCNA,-0.05,0.71284
RFC5,-0.21,0.06311
ZMIZ1,-0.13,0.3103
CPNE3,-0.01,0.93531
DERA,0,0.99294
DCK,-0.21,0.02659
IKBKB,0.28,0.02371
SHC1,0,0.99917
ISOC1,-0.07,0.61843
POLR2I,0.11,0.19102
KDELR2,0.04,0.75943
KIAA0100,0.68,0.03166
CCNA2,-0.06,0.66573
TBP,-0.16,0.15734
FBXL12,0.01,0.9253
CORO1A,0.01,0.97442
PDS5A,-0.01,0.90904
ARFIP2,-0.02,0.86062
CCND1,0.3,0.19396
MSRA,0.14,0.18184
FBXO7,-0.14,0.37303
TGFBR2,-0.1,0.68591
FOS,0.11,0.80601
KDM5A,-0.13,0.35358
ERBB2,0.37,0.12954
VAPB,0.91,0.01477
CLPX,-0.1,0.22751
GMNN,-0.12,0.63991
ICMT,-0.22,0.00808
STAT3,-0.06,0.69825
MACF1,-0.15,0.08341
TP53BP2,-0.15,0.4985
RFC2,0.09,0.50694
DHRS7,0.08,0.44694
PROS1,0.03,0.88752
RSU1,0.07,0.59788
NUP88,-0.11,0.28001
ZNF318,-0.02,0.93499
ETFB,0.07,0.48338
USP1,0.45,0.02975
FEZ2,0.13,0.32266
GAPDH,0.05,0.59411
CASP3,-0.07,0.54956
DNAJA3,0.17,0.04618
RRP1B,-0.22,0.00712
GDPD5,0.14,0.20957
SCYL3,-0.14,0.25718
RBM6,-0.04,0.69739
MYCBP2,-0.09,0.52878
ETS1,-0.13,0.41343
DUSP11,-0.03,0.64196
ARID4B,-0.27,0.01392
RUVBL1,0.14,0.33159
GPER1,0.03,0.90952
ACBD3,0.74,0.00381
HYOU1,-0.01,0.94734
PCBD1,0.2,0.08065
RFX5,-0.01,0.93571
CDK2,-0.2,0.39484
PTPRC,0.43,0.24007
CD40,-0.07,0.51264
TBXA2R,-0.11,0.57213
PLSCR3,-0.19,0.08457
PTGS2,-0.39,0.03352
SFN,-1.05,0.29395
GHR,-0.1,0.60011
ADRB2,-0.3,0.26602
HLA-DRA,-0.4,0.46925
PTPN6,-0.1,0.6855
PRKCH,-0.17,0.52595
KCNK1,0.08,0.8188
