HGNC_Symbol,LFC,p
KLHL21,0.29,0.69202
GLRX,-0.17,0.89207
EBP,0.28,0.4447
SYNE2,-0.32,0.59511
SLC35F2,-0.24,0.81797
CDKN1A,0.89,0.25747
EPHA3,-0.04,0.76264
ABL1,0.56,0.46282
TP53BP1,0.36,0.6911
TCEA2,0.51,0.26219
STX1A,0,0.99734
CISD1,-0.01,0.99404
COL1A1,0.25,0.35051
KCTD5,0.17,0.82939
PTK2,-0.37,0.36606
TERF2IP,0.73,0.44206
DECR1,0.2,0.8312
SNX11,-0.52,0.48932
EBNA1BP2,-0.39,0.77671
BCL7B,0.4,0.60349
FDFT1,0.13,0.52538
DNAJB1,0.06,0.23964
NPC1,-0.22,0.66558
SNCA,0.28,0.71964
PSME2,0.08,0.92491
PSIP1,0.13,0.54729
COG2,0.94,0.31235
RALA,-0.38,0.50676
RPA2,0.03,0.97413
SCP2,-0.49,0.54847
NCK2,0.01,0.9949
CDK6,0.17,0.56806
CDC42,0.3,0.62568
ADO,0.04,0.53216
JUN,0.34,0.63818
TMCO1,-0.21,0.73352
TSPAN4,0.11,0.82669
HSPA1A,0.82,0.32319
RAD51C,-1,0.29941
ITGAE,-0.49,0.59085
EGFR,0.16,0.41863
PRR7,0.6,0.49007
SLC25A4,-0.71,0.46395
FKBP4,0.53,0.52194
EIF5,0.27,0.80254
SYPL1,0.73,0.22701
ACAT2,-0.43,0.71997
RAB4A,0.84,0.48982
RNF167,0.29,0.73826
PSMD10,0.46,0.58491
TESK1,0.08,0.92326
BAMBI,0.37,0.63461
CRKL,0.14,0.69827
UTP14A,-0.19,0.61359
EAPP,0.23,0.62507
PLSCR1,-0.19,0.52149
CIAPIN1,0.92,0.18741
SMNDC1,0.38,0.66761
ARHGEF12,0.32,0.40291
MPC2,0.82,0.43294
CDC25B,0.32,0.69503
INPP1,0.04,0.96429
CYCS,-0.22,0.28979
CALM3,0.39,0.61226
CAB39,0.7,0.42591
IER3,-0.62,0.5072
HSPD1,0.29,0.20219
PIK3C2B,0.08,0.91214
FIS1,0.6,0.46666
DLD,0.32,0.62591
MALT1,0.55,0.55347
TPD52L2,0.69,0.39552
ACD,0.31,0.71936
NUCB2,0.28,0.76132
PMAIP1,1.45,0.07348
GTF2A2,-0.18,0.79835
ITFG1,-0.3,0.4382
KTN1,0.4,0.63708
USP7,0.48,0.52681
SNX6,0.06,0.5809
DNTTIP2,-0.7,0.43544
PSMD9,-0.24,0.74976
MYCBP,-0.12,0.5994
PIH1D1,-0.12,0.8867
LAGE3,-0.24,0.81182
CLSTN1,0.36,0.6982
ARID5B,-0.21,0.8007
PDLIM1,1.1,0.22108
GPC1,0.12,0.75013
SCARB1,0.07,0.6515
MVP,0.8,0.50472
NUP93,1.11,0.23683
GADD45B,0.17,0.70763
ASAH1,-0.09,0.81087
SOX2,1.04,0.25313
PDGFA,0.68,0.37777
ATP6V1D,0.13,0.73349
VDAC1,-1.89,0.04521
MKNK1,0.05,0.36946
LPGAT1,-0.17,0.82678
LYRM1,-0.38,0.68659
NR3C1,-0.08,0.81803
COG7,0.1,0.89652
ACLY,-0.41,0.29691
UGDH,0.15,0.84578
PCMT1,0.12,0.91739
USP14,0.19,0.85006
PNKP,0.52,0.50859
MLLT11,-0.05,0.96913
PSRC1,0.02,0.9848
MAPK9,-0.11,0.66282
IGF2BP2,-0.46,0.30346
NUP133,0,0.35871
TXLNA,0.36,0.59001
DCUN1D4,0.18,0.59431
ECH1,-0.08,0.93166
NRAS,0.71,0.4285
TBC1D31,-0.88,0.36529
NPRL2,0.25,0.79908
ITGB5,0.77,0.30432
STXBP1,0.14,0.91181
VAT1,0.28,0.72292
DNAJB2,1,0.19131
KDM5B,0.41,0.34881
ELOVL6,-0.64,0.36367
GATA2,-0.7,0.26901
DFFB,0.3,0.73718
POLR2K,-0.05,0.69849000000000006
PSMD2,0.21,0.8358
GRN,0.2,0.7758
TRAM2,0.2,0.29567
TMEM50A,0.3,0.66429
GLOD4,0.21,0.83958
SCCPDH,0.21,0.87529
CCNE2,-0.05,0.93736
YME1L1,-0.16,0.70653
HSD17B11,-0.36,0.74738
TES,0,0.43245
GNA11,0.08,0.5342
DUSP3,0.94,0.32221
STX4,-0.09,0.46724
UBE2L6,0.25,0.76628
MAP7,0.33,0.74083
TRIM2,0.27,0.72169
AKAP8,0.66,0.56718
BLVRA,-0.31,0.5049
XPNPEP1,0.16,0.72063
RAB21,0.5,0.60507
HTATSF1,0.23,0.51877
PLA2G4A,-0.88,0.24374
MBNL1,0.06,0.56483
NOSIP,0.62,0.42633
ATP2C1,0.28,0.71919
PHKA1,0.77,0.33683
GRB10,0.75,0.31372
RBKS,0.58,0.45646
PHKB,-0.07,0.40826
ANO10,-0.01,0.72338
CHIC2,0.41,0.62079
PHGDH,0.99,0.18591
TCEAL4,-0.01,0.99368
POP4,0.33,0.71723
TIMP2,0.07,0.82847
ARHGEF2,0.45,0.55552
CRYZ,0.04,0.96755
EVL,0.46,0.60062
CIRBP,-0.02,0.78082
MTFR1,-0.66,0.46963
RPL39L,0.59,0.54387
MAP3K4,-0.28,0.77088
CREG1,-0.28,0.7438
PAF1,-0.1,0.90875
CSNK2A2,0.53,0.55647
JADE2,0.73,0.42253
HMGCR,-0.53,0.64833
ZMYM2,-0.22,0.62693
RPN1,0.21,0.83896
CANT1,-0.14,0.82421
TRAPPC3,0.36,0.7251
TOMM34,0.22,0.81668
KAT6B,0.3,0.72613
ITGB1BP1,0.31,0.60327
SLC27A3,1.3,0.16326
MFSD10,0.11,0.87581
HSPB1,1.25,0.16616
SLC25A46,-0.95,0.36765
NRIP1,1.26,0.13102
CRTAP,0.06,0.60413
NNT,0.08,0.61564
MAPKAPK3,0.39,0.24581
TIMM22,0.64,0.43092
IPO13,0.3,0.68288
GNB5,0.18,0.83467
CD320,0.63,0.53849
MTHFD2,0.08,0.91234
FAT1,1.8,0.08815
AGL,0.11,0.90674
EDEM1,1.26,0.23531
MAT2A,0.1,0.53953
COG4,0.09,0.90205
MEF2C,0.05,0.70366
SIRT3,0.31,0.68004
CYTH1,0.85,0.31085
MCOLN1,0.92,0.34116
FOXO4,1.06,0.18905
GTF2E2,-0.07,0.94332
JMJD6,0.25,0.30743
EED,0.31,0.73543
ST3GAL5,-0.21,0.83423
BLCAP,0.51,0.58604
PWP1,-0.25,0.67914
NGRN,0.41,0.38114
STUB1,1.43,0.10263
ABHD6,0.16,0.69834
FKBP14,0.26,0.24119
SLC25A13,0.41,0.62108
TATDN2,0.13,0.8936
PLA2G15,0.52,0.54493
PIP4K2B,0.07,0.4729
DHX29,-0.2,0.41592
CSK,1.03,0.1571
PTPN12,0.02,0.49989
WFS1,0.77,0.3515
RB1,-0.9,0.37337
PCK2,0.39,0.63117
COPS7A,-0.24,0.78523
RAP1GAP,0.2,0.82522
ST7,0.49,0.56409
VPS28,0.77,0.35577
ETV1,0.24,0.31544
RNH1,0.98,0.38166
XPO7,0.69,0.28499
NFATC4,0.5,0.49812
PNP,0.46,0.6693
RAB11FIP2,0.25,0.75127
ILK,-0.56,0.48298
NCOA3,-0.28,0.48836
ATF1,0.33,0.57652
GNAI1,-0.94,0.33273
SNX13,0.11,0.45638
TICAM1,0.66,0.4951
SPEN,0.71,0.37782
PSMG1,-0.33,0.73221
TSC22D3,0.65,0.39089
SDHB,-0.32,0.72859
TXNL4B,0.71,0.38329
NIPSNAP1,0.46,0.50387
ADAT1,-1.08,0.17462
RPIA,0.28,0.69739
PCCB,-0.07,0.66722
SORBS3,-1.15,0.23195
CHEK1,-1.26,0.15957
CCDC86,-0.31,0.70699
SQSTM1,0.54,0.22244
BDH1,0.31,0.71568
ATG3,0.12,0.71412
HTRA1,1.05,0.19611
FAH,-0.29,0.66017
ABCB6,0.03,0.66515
LSM5,0.35,0.66805
NIT1,0.28,0.70105
GAA,0.16,0.8395
STAT5B,0.56,0.36358
EIF4G1,1.09,0.15902
SKIV2L,0.03,0.97232
NCAPD2,-0.96,0.28522
BECN1,0.7,0.4472
ARHGAP1,0.1,0.3853
FSD1,0.32,0.70166
HSPA4,-0.54,0.5221
CEP57,0.23,0.66688
PAFAH1B3,1.14,0.2028
GNPDA1,0.85,0.41553
PARP1,0.17,0.84039
GABPB1,-0.57,0.06025
SNAP25,-0.27,0.75788
FOXJ3,0.15,0.76222
VGLL4,-0.45,0.48168
SLC11A2,-0.08,0.70305
RBM15B,-0.44,0.37071
ELAVL1,0.13,0.72015
STK10,-0.03,0.69611
PTK2B,1.07,0.30642
NCK1,0.63,0.44577
MAPK13,-0.48,0.66286
PPARD,0.05,0.68832
GPATCH8,0.08,0.76853
MAST2,0.75,0.33449
ZNF589,0.43,0.63384
TGFB3,0.34,0.67615
CCNB1,-0.23,0.67485
ATP11B,-0.68,0.36742
ATF5,0.02,0.51549
CGRRF1,-0.11,0.89142
DDIT4,2.72,0.00656
TNIP1,0.41,0.59117
PSMB10,0.09,0.91329
PRAF2,0.6,0.45208
SESN1,0.82,0.36992
WIPF2,0.24,0.77832
HACD3,-0.24,0.41612
TPM1,-0.37,0.59053
MAPKAPK2,-0.12,0.83294
TOPBP1,-0.41,0.64823
SPP1,-0.54,0.37776
MTF2,0.22,0.74165
SMAD3,0.06,0.72229
SPAG7,-0.34,0.6603
SPTLC2,0.19,0.39322
CASP7,-0.11,0.88855
NUP85,0.78,0.47486
TMEM109,0.64,0.46779
RAE1,0.22,0.66715
SCRN1,0.97,0.28774
PRKCQ,-0.77,0.38371
PLOD3,0.5,0.48091
NFIL3,0.63,0.48914
GNAI2,0.27,0.734
ACAA1,0.21,0.81019
NOTCH1,0.4,0.58073
CEBPZ,-0.34,0.6937
PAFAH1B1,0.08,0.56297
WDR7,0.51,0.61955
IGF1R,-0.02,0.4519
CDK7,0.01,0.99087
VAV3,0.51,0.42135
CETN3,-0.07,0.93649
HAT1,0.09,0.93339
PAN2,0.63,0.49284
TSPAN3,0.58,0.56716
DDX42,-0.02,0.59664
GOLT1B,-0.76,0.44928
PDIA5,0.86,0.35309
SMARCD2,0.84,0.31943
TSEN2,0.48,0.49095
EPN2,0.3,0.51153
ALDOA,0.75,0.42642
SLC25A14,-0.1,0.22244
MAP4K4,0.4,0.5815
TRAK2,0.64,0.47365
OXA1L,-0.28,0.76175
CCDC85B,0.68,0.26565
CXCR4,0.56,0.35423
RAB27A,1.31,0.16641
KDM3A,-0.64,0.16399
SMC3,0.05,0.43819
PAK4,0.9,0.24263
CCNH,-0.78,0.47244
TRIM13,-0.31,0.22595
HERPUD1,0.14,0.87999
ELAC2,1.32,0.08993
TRIB3,0.12,0.88198
PCM1,0.5,0.27698
DRAP1,0.75,0.31143
MOK,-0.09,0.92091
AKT1,1.07,0.16766
RPA3,0.59,0.65126
EXOSC4,0.68,0.39907
P4HA2,0.66,0.46888
PDHX,-0.37,0.71671
TBPL1,-0.08,0.93417
PPIE,0.11,0.66898
SCAND1,-0.14,0.60366
TOR1A,-0.4,0.47856
DMTF1,-0.09,0.91343
PIK3CA,-0.14,0.79088
KEAP1,0.85,0.29531
PTPRF,0.19,0.82549
PAK1,-0.2,0.53273
LAP3,-0.4,0.62651
SLC35B1,0.08,0.95032
MIF,-1.29,0.10449
MLEC,0.52,0.43903
CAPN1,0.09,0.85176
CD58,0.1,0.52266
MICALL1,0.38,0.63021
UBR7,-0.07,0.93697
EPB41L2,-0.13,0.68425
DDR1,0.46,0.49123
HSD17B10,0.6,0.49206
TLK2,-1.69,0.06092
TARBP1,-0.09,0.93125
DNM1,0.19,0.86654
CCDC92,0.27,0.77364
ZFP36,1.34,0.10977
USP6NL,0.45,0.46347
NR1H2,0.15,0.82784
STK25,1.1,0.20905
NOL3,0.28,0.4915
SSBP2,0.32,0.32059
NMT1,-1.35,0.10031
CAST,0.16,0.75022
PPP2R5A,0.69,0.38911
ANXA7,0.05,0.9594
PIK3C3,-0.29,0.53849
CASK,0.44,0.54881
NSDHL,0.54,0.63096
G3BP1,0.52,0.34148
COL4A1,-0.92,0.28639
ADGRG1,0.46,0.57056
IFNAR1,0.04,0.61278
HEBP1,0.33,0.70175
TUBB6,0.71,0.44871
CTTN,-0.03,0.42879
APP,-0.31,0.65624
GALE,0.16,0.67443
ABCF1,-0.18,0.76298
PSME1,0.61,0.47093
SHB,0.15,0.50409
TMED10,0.52,0.55322
ADI1,-0.15,0.84919
PAX8,-0.03,0.36551
ZNF395,0.31,0.43149
RAB31,1.06,0.20003
UBE3C,-0.24,0.26398
PEX11A,0.81,0.38159
IGF2R,-0.11,0.2816
UFM1,0.15,0.57803
XBP1,-0.36,0.69154
CCND3,-0.39,0.25704
CERK,0.4,0.69554
MRPL12,0.62,0.5007
IFRD2,0.37,0.61663
RPA1,0.77,0.47852
MAMLD1,0.33,0.69557
HMG20B,-0.39,0.49186
PSMF1,0.51,0.58256
ECD,-0.14,0.86158
BCL2,0.19,0.55175
EGR1,0.18,0.62599
ABCC5,0.3,0.60443
KIF5C,0.17,0.73819
RALB,-1.07,0.22003
PGM1,0.05,0.96141
RPS6,0.48,0.53815
MRPS2,0.41,0.6344
PAK6,0.04,0.9652
PIK3R4,-0.11,0.27315
TBC1D9B,0.68,0.38062
APPBP2,0.1,0.66823
COASY,0.46,0.60919
ATF6,0.03,0.63537
SPRED2,0.21,0.80672
TFDP1,0.7,0.26927
TCERG1,0.32,0.64632
TJP1,0.21,0.80411
IDE,-0.25,0.7774
GTPBP8,-1.17,0.28459
OXSR1,0.05,0.95537
CTSD,0.32,0.67026
CBLB,-0.28,0.56954
MAPK1IP1L,-0.75,0.3218
HDAC2,1.01,0.2602
CDK5R1,0.38,0.66761
BZW2,-0.25,0.79932
DNAJC15,-0.66,0.54654
RPP38,0.04,0.96795
SOX4,0.21,0.42118
PPP2R5E,0.02,0.64861
C2CD5,-0.08,0.94081
GFPT1,-0.79,0.24591
FBXO11,-0.22,0.76098
INSIG1,0.32,0.72678
BNIP3L,0.13,0.8346
CHP1,0.37,0.64791
FBXO21,0.07,0.90777
ME2,-0.1,0.90265
LBR,0.25,0.7746
ADAM10,0.37,0.30971
IGHMBP2,0.5,0.50653
RHEB,0.13,0.77351
TIAM1,0.17,0.86169
CNDP2,0.48,0.56428
NFATC3,-0.12,0.41818
CD44,0.09,0.42601
CLTC,0.46,0.63063
FAM20B,0.24,0.64856
HSPA8,0.1,0.86479
LIPA,-0.33,0.49231
RNMT,0.24,0.79529
ARNT2,0.34,0.72413
CLIC4,1.51,0.06703
FAS,0.36,0.59151
SYNGR3,0.07,0.95537
HIF1A,0.07,0.94197
MTA1,0.51,0.42593
IQGAP1,-0.17,0.51001
TCTA,0.34,0.6571
NUSAP1,2.09,0.03077
HK1,0.62,0.5157
C5,-0.23,0.77203
PIGB,-0.2,0.82239
DYNLT3,0.19,0.86069
TXNRD1,-0.33,0.41733
BRCA1,0.21,0.79588
PIK3R3,-0.21,0.40818
TRAP1,-1.26,0.18185
MBNL2,-0.29,0.65657
PKIG,0.49,0.5577
STAT1,0.09,0.33235
PFKL,0.34,0.52578
PPP2R3C,0.86,0.41688
PGAM1,0.32,0.76353
PIN1,-0.15,0.84555
PAICS,0.41,0.6905
MAP2K5,-0.28,0.33861
KAT6A,-0.45,0.31787
BIRC2,0.28,0.7654
EFCAB14,0.25,0.66545
CHERP,0.35,0.57736
LGMN,0.01,0.98875
CSNK1E,-1.07,0.09834
SNX7,0.79,0.47721
AKR7A2,0.65,0.48302
CNOT4,-0.38,0.26379
HEATR1,-0.72,0.30724
ALDH7A1,0.75,0.31481
INPP4B,-0.34,0.66915
ABHD4,0.32,0.57934
CHN1,0.31,0.78967
TLE1,0.15,0.56432
WDR61,-0.02,0.5071
USP22,0.07,0.47616000000000003
FHL2,-0.15,0.91982
HERC6,0.08,0.46674
RPS5,0.68,0.38449
CASP2,-0.25,0.33576
BHLHE40,0.67,0.43145
CAMSAP2,0.22,0.69749
PPOX,-0.46,0.31275
PTPN1,0.43,0.61677
EXT1,-0.69,0.36819
ZNF274,-0.12,0.89764
CNPY3,0.12,0.64863
CCP110,-0.22,0.68316
BLMH,-0.24,0.83011
VPS72,1.1,0.27333
SMC1A,0.46,0.42528
POLB,-0.22,0.81066
YTHDF1,0.15,0.856
CCNA1,-0.66,0.54519
SOCS2,-0.96,0.29633
DDX10,-0.73,0.49401
NUDCD3,0.34,0.69563
GADD45A,-0.35,0.64959
PARP2,-0.11,0.89852
CSRP1,1.05,0.19173
PRSS23,-0.14,0.54863
TIPARP,0.28,0.77006
BID,-0.58,0.44065
CBR1,-0.27,0.74126
SENP6,0.38,0.61378
BPHL,0.04,0.96429
TEX10,-0.6,0.55725
COPB2,-0.1,0.90923
DAXX,0.12,0.74924
LYPLA1,-0.74,0.47473
CDKN1B,0.25,0.77951
APBB2,-0.09,0.41032
CASC3,0.97,0.25876
STMN1,-0.55,0.57631
SMC4,-0.19,0.34124
NFE2L2,-0.14,0.75326
NPDC1,0.09,0.9082
ALDOC,0.78,0.34157
MCUR1,0.62,0.40099
BAD,-0.36,0.40789
FASTKD5,-0.04,0.96435
IL13RA1,0.01,0.39762
SLC1A4,0.31,0.18697
SMARCA4,0.17,0.75907
PRKAG2,0.81,0.43091
FYN,0.52,0.35804
ATP1B1,-0.18,0.80256
FAIM,-1.03,0.36072
HDAC6,0.22,0.4775
ZW10,-2,0.0629
ZNF131,-0.33,0.53963
MCM3,0.13,0.57225
RPS6KA1,0.62,0.45475
PSMD4,0.43,0.55762
IARS2,-0.28,0.7388
DNMT1,0.38,0.6693
CREB1,0.1,0.47093
ARPP19,0.21,0.52505
SUPV3L1,-0.33,0.71028
RHOA,-0.13,0.47539
HADH,0.13,0.86496
MYO10,0.79,0.29759
GFOD1,0.24,0.78133
DUSP22,0.2,0.80468
PPIC,0.31,0.70828
SACM1L,0,0.9959
MRPS16,0.84,0.41986
SATB1,-0.03,0.58969
PUF60,0.41,0.64907
TRAPPC6A,0.5,0.59341
STAMBP,0.54,0.37893
UBE3B,-0.05,0.50127
PECR,0.86,0.35395
DFFA,-0.11,0.61177
TIMM9,-0.38,0.6906
C2CD2L,-0.6,0.43988
DUSP6,-0.01,0.61641
FOXO3,0.86,0.28034
MBTPS1,0.09,0.92223
ERBB3,0.27,0.58662
SGCB,0.5,0.41421
DAG1,-0.02,0.71263
MEST,-0.17,0.84394
MYLK,0.22,0.24222
DNM1L,-0.48,0.6076
POLR1C,0.11,0.90047
ANKRD10,0.21,0.49234
CDK4,0.91,0.27355
ID2,0.31,0.38952
TM9SF3,-0.05,0.81036
LYN,0.81,0.19699
OXCT1,-0.08,0.82302
MRPL19,-0.22,0.72767
APOE,1.28,0.15435
PTPRK,0.18,0.83462
TXNDC9,0.83,0.38991
SLC35A1,-0.19,0.86286
CALU,0.17,0.81911
SPTAN1,0.48,0.44766
BNIP3,0.25,0.63795
MTERF3,-0.29,0.73163
SUZ12,0.47,0.42504
ADH5,0.23,0.76548
ENOPH1,-0.61,0.56106
EML3,-1.3,0.09953
ZNF451,0.1,0.5935
PRCP,-0.51,0.39273
PPP1R13B,0.25,0.77344
IGFBP3,1.14,0.12107
RBM34,-0.28,0.7736
POLG2,-1.08,0.32764
PGRMC1,-0.41,0.61467
ARL4C,-0.33,0.48487
CHMP4A,0.4,0.62048
TRIB1,-0.49,0.17123
AKAP8L,0.56,0.33683
PCNA,-0.03,0.79256
RFC5,-0.04,0.94127
ZMIZ1,-0.06,0.41975
CPNE3,-0.29,0.488
DERA,0.43,0.63366
DCK,-0.67,0.45889
IKBKB,-0.03,0.3474
SHC1,0.07,0.70186
ISOC1,0.95,0.30363
POLR2I,0.28,0.73719
KDELR2,0.38,0.54807
KIAA0100,0.89,0.30092
CCNA2,-0.56,0.52953
TBP,-0.7,0.38153
FBXL12,-0.15,0.82553
CORO1A,-0.58,0.59382
PDS5A,0.08,0.67513
ARFIP2,-0.35,0.68543
CCND1,0.58,0.31496
MSRA,0.23,0.81148
FBXO7,0.11,0.7075
TGFBR2,1.19,0.10908
FOS,0.36,0.70741
KDM5A,0.03,0.45304
ERBB2,0.2,0.40208
VAPB,0.53,0.27014
CLPX,0.03,0.98077
GMNN,-0.28,0.76515
ICMT,-0.1,0.76076
STAT3,0.4,0.32389
MACF1,0.34,0.49219
TP53BP2,1.17,0.16349
RFC2,-0.31,0.54133
DHRS7,-0.47,0.41624
PROS1,0.02,0.9809
RSU1,0.1,0.53989
NUP88,-1,0.25712
ZNF318,-0.76,0.31002999999999997
ETFB,1.01,0.24837
USP1,0.28,0.75193
FEZ2,0.23,0.65599
GAPDH,0.53,0.56112
CASP3,0.41,0.74142
DNAJA3,-0.2,0.83146
RRP1B,0.3,0.73156
GDPD5,0.1,0.90943
SCYL3,0.47,0.59303
RBM6,0,0.84771
MYCBP2,0.33,0.75406
ETS1,-0.22,0.49103
DUSP11,0.55,0.63043
ARID4B,0.33,0.71748
RUVBL1,0.15,0.87239
GPER1,0.77,0.25997
ACBD3,0.88,0.20807
HYOU1,-0.91,0.27645
PCBD1,0.68,0.435
RFX5,0.39,0.64693
CDK2,0.43,0.57035
PTPRC,-0.32,0.40313
CD40,-0.24,0.74326
TBXA2R,-0.09,0.42878
PLSCR3,0.41,0.61905
PTGS2,1.25,0.08169
SFN,1.15,0.18722
GHR,1.42,0.20423
ADRB2,-0.37,0.70087
HLA-DRA,0.64,0.46364
PTPN6,0.22,0.75683
PRKCH,1.48,0.16245
KCNK1,0.04,0.48048
