HGNC_Symbol,LFC,p
KLHL21,-0.17,0.28261
GLRX,-0.12,0.58426
EBP,0.32,0.06919
SYNE2,0.08,0.53055
SLC35F2,0.04,0.78298
CDKN1A,-0.22,0.46986
EPHA3,0.1,0.74707
ABL1,-0.28,0.18836
TP53BP1,0.15,0.2624
TCEA2,0.12,0.38157
STX1A,0.43,0.04649
CISD1,-0.22,0.48171
COL1A1,0.31,0.64406
KCTD5,-0.07,0.53333
PTK2,-0.1,0.54341
TERF2IP,0.11,0.39154
DECR1,-0.27,0.10544
SNX11,0.11,0.45918
EBNA1BP2,-0.09,0.4504
BCL7B,0.11,0.41938
FDFT1,-0.03,0.79
DNAJB1,0.27,0.5227
NPC1,-0.43,0.15797
SNCA,0.46,0.09271
PSME2,-0.49,0.39505
PSIP1,0.21,0.11162
COG2,0.02,0.78475
RALA,-0.13,0.32472
RPA2,0.24,0.04245
SCP2,-0.13,0.22953
NCK2,-0.02,0.86104
CDK6,-0.25,0.07223
CDC42,-0.22,0.2915
ADO,0.11,0.48502
JUN,0.26,0.04771
TMCO1,-0.04,0.82136
TSPAN4,-0.16,0.4557
HSPA1A,0.08,0.85441
RAD51C,0.02,0.87704
ITGAE,-0.1,0.29226
EGFR,0.42,0.2701
PRR7,0.26,0.07803
SLC25A4,0.34,0.08986
FKBP4,0.29,0.09572
EIF5,0.16,0.30875
SYPL1,-0.2,0.34227
ACAT2,0.18,0.27145
RAB4A,0.05,0.61706
RNF167,0.11,0.38888
PSMD10,0.15,0.08933
TESK1,-0.14,0.28121
BAMBI,-0.23,0.21391
CRKL,0.11,0.60011
UTP14A,-0.1,0.51759
EAPP,0.09,0.29484
PLSCR1,-1.05,0.03326
CIAPIN1,0.3,0.08815
SMNDC1,0.09,0.4514
ARHGEF12,0.35,0.013
MPC2,0.27,0.03352
CDC25B,-0.14,0.41789
INPP1,-0.2,0.30451
CYCS,0.34,0.00519
CALM3,0.29,0.04812
CAB39,0.25,0.08253
IER3,0.35,0.15879
HSPD1,0.21,0.20181
PIK3C2B,-0.1,0.57597
FIS1,-0.14,0.30852
DLD,0.22,0.07877
MALT1,-0.21,0.23228
TPD52L2,-0.08,0.38423
ACD,0.1,0.31356
NUCB2,0,0.9669
PMAIP1,0.12,0.70367
GTF2A2,-0.03,0.84326
ITFG1,0.4,0.13108
KTN1,-0.38,0.02441
USP7,0.23,0.011
SNX6,-0.19,0.46424
DNTTIP2,0.14,0.19012
PSMD9,-0.07,0.54382
MYCBP,-0.04,0.81051
PIH1D1,0.05,0.66235
LAGE3,0.13,0.22909
CLSTN1,0.26,0.09917
ARID5B,-0.02,0.88399
PDLIM1,-0.08,0.8119
GPC1,-0.01,0.93684
SCARB1,0,0.9873
MVP,-0.34,0.29344
NUP93,0.05,0.75449
GADD45B,-0.33,0.25363
ASAH1,-0.05,0.57983
SOX2,-0.75,0.01075
PDGFA,-0.35,0.02225
ATP6V1D,0.25,0.11525
VDAC1,0.28,0.14134
MKNK1,-0.01,0.96519
LPGAT1,-0.09,0.58785
LYRM1,0.17,0.03921
NR3C1,0.25,0.08398
COG7,0.03,0.84194
ACLY,-0.01,0.91565
UGDH,-0.01,0.97011
PCMT1,0.21,0.32652
USP14,0.34,0.00455
PNKP,-0.01,0.95074
MLLT11,0.48,0.02999
PSRC1,-0.3,0.06153
MAPK9,0.37,0.14551
IGF2BP2,-0.32,0.27691
NUP133,-0.04,0.70362
TXLNA,-0.13,0.33519
DCUN1D4,-0.04,0.71375
ECH1,-0.05,0.63348
NRAS,-0.14,0.37432
TBC1D31,0,0.99505
NPRL2,0.09,0.54187
ITGB5,-0.12,0.52769
STXBP1,0.33,0.08663
VAT1,0.21,0.1821
DNAJB2,-0.09,0.47569
KDM5B,0.05,0.75163
ELOVL6,-0.02,0.88233
GATA2,0,0.99353
DFFB,-0.2,0.22707
POLR2K,-0.01,0.90052
PSMD2,0.25,0.00486
GRN,-0.01,0.94938
TRAM2,-0.23,0.27756
TMEM50A,0.14,0.22925
GLOD4,0.14,0.27061
SCCPDH,0.04,0.71863
CCNE2,-0.62,0.03558
YME1L1,-0.03,0.75893
HSD17B11,-0.11,0.44795
TES,-0.06,0.78743
GNA11,0.19,0.16167
DUSP3,0.5,0.00286
STX4,-0.08,0.49178
UBE2L6,-0.33,0.36786
MAP7,-0.48,0.03218
TRIM2,-0.54,0.0293
AKAP8,0.04,0.72848
BLVRA,0.15,0.36771
XPNPEP1,-0.02,0.83812
RAB21,0.05,0.62667
HTATSF1,-0.16,0.27297
PLA2G4A,-0.26,0.16701
MBNL1,0.09,0.41033
NOSIP,0.06,0.43355
ATP2C1,0.14,0.23266
PHKA1,-0.01,0.96965
GRB10,0.03,0.76786
RBKS,0,0.99717
PHKB,-0.06,0.54224000000000006
ANO10,0.09,0.48593
CHIC2,-0.01,0.91742
PHGDH,0,0.99158
TCEAL4,0.02,0.83739
POP4,0.18,0.12222
TIMP2,0.05,0.73355
ARHGEF2,-0.14,0.19673
CRYZ,0.42,0.03516
EVL,-0.08,0.52797
CIRBP,-0.12,0.655
MTFR1,0.12,0.51818
RPL39L,0.12,0.53476
MAP3K4,0.16,0.11059
CREG1,-0.12,0.4454
PAF1,-0.13,0.20197
CSNK2A2,0.15,0.07197
JADE2,0.12,0.43947
HMGCR,0.26,0.22678
ZMYM2,-0.04,0.32738
RPN1,-0.05,0.55545
CANT1,-0.19,0.17279
TRAPPC3,0.07,0.70588
TOMM34,0.12,0.44038
KAT6B,0.03,0.75853
ITGB1BP1,0.17,0.44958
SLC27A3,0.05,0.7611
MFSD10,-0.29,0.08188
HSPB1,0.12,0.7055
SLC25A46,0.2,0.15341
NRIP1,0.11,0.11076
CRTAP,-0.25,0.16099
NNT,0.2,0.14522
MAPKAPK3,-0.04,0.79479
TIMM22,0.05,0.69397
IPO13,-0.17,0.34476
GNB5,0.18,0.16832
CD320,-0.26,0.26624
MTHFD2,-0.5,0.17449
FAT1,-0.33,0.16177
AGL,0.14,0.27125
EDEM1,0.06,0.63694
MAT2A,-0.4,0.00521
COG4,-0.19,0.08607
MEF2C,0.16,0.43094
SIRT3,0.23,0.0594
CYTH1,-0.21,0.14842
MCOLN1,0.12,0.58712
FOXO4,-0.44,0.04589
GTF2E2,0.05,0.61437
JMJD6,-0.18,0.47793
EED,0.16,0.07587
ST3GAL5,0.03,0.74014
BLCAP,0.16,0.1813
PWP1,-0.16,0.14046
NGRN,0.23,0.0675
STUB1,0.09,0.34706
ABHD6,-0.11,0.32992
FKBP14,0.14,0.39439
SLC25A13,-0.43,0.10578
TATDN2,0.16,0.03372
PLA2G15,0.07,0.67821
PIP4K2B,0.21,0.06675
DHX29,-0.06,0.60077
CSK,0.13,0.24462
PTPN12,-0.14,0.16789
WFS1,-0.1,0.36303
RB1,-0.2,0.19403
PCK2,-0.15,0.33344
COPS7A,0.13,0.35273
RAP1GAP,0.23,0.14327
ST7,0.03,0.83792
VPS28,-0.16,0.2411
ETV1,0.55,0.02816
RNH1,-0.14,0.37182
XPO7,0.04,0.76876
NFATC4,0.28,0.4441
PNP,-0.17,0.52197
RAB11FIP2,0.42,0.00436
ILK,-0.12,0.35361
NCOA3,-0.32,0.14527
ATF1,-0.06,0.65546
GNAI1,-0.17,0.45587
SNX13,0.08,0.3868
TICAM1,0.43,0.0809
SPEN,-0.7,0.01945
PSMG1,0.3,0.13437
TSC22D3,0.44,0.13593
SDHB,-0.14,0.30589
TXNL4B,-0.21,0.13616
NIPSNAP1,0.28,0.03107
ADAT1,-0.17,0.52891
RPIA,-0.15,0.29571
PCCB,-0.17,0.136
SORBS3,0,0.98964
CHEK1,0.45,0.04959
CCDC86,-0.05,0.65102
SQSTM1,-0.11,0.17721
BDH1,0.08,0.4309
ATG3,-0.09,0.61242
HTRA1,-0.33,0.07664
FAH,-0.22,0.3026
ABCB6,0.25,0.05187
LSM5,0.16,0.28261
NIT1,-0.08,0.44909
GAA,-0.27,0.1031
STAT5B,0.31,0.12021
EIF4G1,-0.56,0.03526
SKIV2L,0.03,0.7617
NCAPD2,-0.29,0.19156
BECN1,0,0.986
ARHGAP1,-0.25,0.04092
FSD1,0.1,0.46909
HSPA4,-0.04,0.86915
CEP57,-0.6,0.01232
PAFAH1B3,0.28,0.06418
GNPDA1,0.07,0.32649
PARP1,-0.07,0.51439
GABPB1,-0.16,0.12309
SNAP25,0.53,0.10136
FOXJ3,0.18,0.03229
VGLL4,0.13,0.25972
SLC11A2,-0.27,0.08337
RBM15B,0.2,0.10353
ELAVL1,0.05,0.84565
STK10,-0.14,0.25623
PTK2B,0.02,0.90815
NCK1,0.08,0.42202
MAPK13,0.29,0.07345
PPARD,0.03,0.80778
GPATCH8,-0.05,0.61207
MAST2,0.12,0.435
ZNF589,-0.27,0.152
TGFB3,-0.31,0.29246
CCNB1,0.61,0.0087
ATP11B,-0.3,0.02438
ATF5,0.03,0.88375
CGRRF1,-0.13,0.17368
DDIT4,0.15,0.72802
TNIP1,-0.08,0.4709
PSMB10,-0.53,0.12806
PRAF2,0.2,0.1108
SESN1,0.11,0.46472
WIPF2,0.15,0.28991
HACD3,0.36,0.00477
TPM1,0.13,0.37792
MAPKAPK2,-0.39,0.05816
TOPBP1,0.14,0.26392
SPP1,-0.52,0.15913
MTF2,0.27,0.02767
SMAD3,0.19,0.25627
SPAG7,0.19,0.04684
SPTLC2,-0.62,0.0078
CASP7,-0.04,0.85225
NUP85,-0.1,0.50804
TMEM109,0.18,0.19944
RAE1,-0.01,0.92327
SCRN1,0.13,0.07389
PRKCQ,-0.16,0.30996
PLOD3,-0.25,0.1497
NFIL3,-0.09,0.60823
GNAI2,-0.18,0.21217
ACAA1,-0.03,0.86264
NOTCH1,-0.31,0.10679
CEBPZ,-0.39,0.04132
PAFAH1B1,0.31,0.09976
WDR7,0.16,0.31813
IGF1R,-0.11,0.50248
CDK7,0.06,0.524
VAV3,0.21,0.2163
CETN3,-0.15,0.29004
HAT1,-0.21,0.11203
PAN2,-0.33,0.10117
TSPAN3,0.08,0.35603
DDX42,-0.1,0.38779
GOLT1B,0.23,0.16019
PDIA5,0.1,0.57572
SMARCD2,-0.46,0.01015
TSEN2,0.27,0.01452
EPN2,-0.22,0.20186
ALDOA,0.19,0.24214
SLC25A14,0.31,0.05455
MAP4K4,-0.61,0.06583
TRAK2,-0.43,0.05222
OXA1L,-0.15,0.30254
CCDC85B,0.18,0.31945
CXCR4,0.49,0.23977
RAB27A,-0.17,0.50263
KDM3A,-0.01,0.90487
SMC3,-0.78,0.03554
PAK4,-0.07,0.61146
CCNH,0.04,0.7176
TRIM13,-0.14,0.22003
HERPUD1,0,0.98582
ELAC2,0.1,0.58623
TRIB3,0.02,0.90178
PCM1,-0.07,0.48604
DRAP1,0.32,0.00781
MOK,0.21,0.1723
AKT1,0.17,0.19166
RPA3,0.22,0.17212
EXOSC4,0.04,0.71498
P4HA2,0.1,0.41386
PDHX,0.14,0.24275
TBPL1,0.23,0.0295
PPIE,-0.19,0.21197
SCAND1,-0.13,0.29906
TOR1A,0.31,0.0127
DMTF1,-0.03,0.68735
PIK3CA,0.31,0.04461
KEAP1,0.01,0.91657
PTPRF,-0.12,0.43428
PAK1,0.6,0.15338
LAP3,-0.81,0.20529
SLC35B1,0.14,0.27763
MIF,0.06,0.67764
MLEC,-0.49,0.08112
CAPN1,-0.04,0.75245
CD58,-0.07,0.72001
MICALL1,-0.6,0.05013
UBR7,-0.03,0.74091
EPB41L2,-0.15,0.39542
DDR1,-0.24,0.18663
HSD17B10,-0.21,0.25627
TLK2,-0.15,0.1859
TARBP1,0.1,0.62291
DNM1,0.32,0.12804
CCDC92,0.21,0.32625
ZFP36,-0.37,0.17957
USP6NL,-0.07,0.67266
NR1H2,-0.04,0.78318
STK25,0.1,0.3324
NOL3,0.02,0.89492
SSBP2,0.06,0.52277
NMT1,0.05,0.6271
CAST,-0.01,0.94657
PPP2R5A,0.23,0.15233
ANXA7,0.04,0.64072
PIK3C3,0,0.97592
CASK,0.21,0.13693
NSDHL,-0.04,0.71837
G3BP1,-0.13,0.22873
COL4A1,-0.26,0.5023
ADGRG1,-0.34,0.11271
IFNAR1,0.18,0.16753
HEBP1,-0.04,0.76294
TUBB6,-0.12,0.66427
CTTN,-0.38,0.00439
APP,-0.07,0.59513
GALE,0.22,0.16441
ABCF1,0.1,0.32267
PSME1,-0.56,0.22047
SHB,-0.1,0.57363
TMED10,-0.3,0.12302
ADI1,0.09,0.70694
PAX8,0.19,0.35143
ZNF395,-0.08,0.54679
RAB31,0.23,0.40674
UBE3C,0.12,0.29442
PEX11A,0.18,0.13578
IGF2R,-0.24,0.07506
UFM1,-0.16,0.068
XBP1,-0.13,0.5104
CCND3,0.03,0.80536
CERK,0.24,0.03571
MRPL12,0.02,0.84267
IFRD2,-0.03,0.88668
RPA1,-0.11,0.20229
MAMLD1,0.28,0.04577
HMG20B,-0.48,0.06904
PSMF1,-0.04,0.77419
ECD,0.05,0.6504
BCL2,-0.17,0.32646
EGR1,0.25,0.33455
ABCC5,0.19,0.1141
KIF5C,-0.25,0.35579
RALB,0.39,0.00644
PGM1,0.11,0.29126
RPS6,-0.1,0.46544
MRPS2,0.21,0.10315
PAK6,0.42,0.02286
PIK3R4,0.12,0.28258
TBC1D9B,-0.08,0.44091
APPBP2,0.02,0.82988
COASY,-0.11,0.48425
ATF6,-0.04,0.82965
SPRED2,0.31,0.01551
TFDP1,0.07,0.43339
TCERG1,0.04,0.75409
TJP1,-0.31,0.09474
IDE,-0.27,0.03922
GTPBP8,0.07,0.50959
OXSR1,-0.04,0.61737
CTSD,-0.29,0.0182
CBLB,-0.32,0.01962
MAPK1IP1L,-0.17,0.26292
HDAC2,0.01,0.85851
CDK5R1,0.28,0.185
BZW2,0.14,0.3178
DNAJC15,-0.62,0.00733
RPP38,0.18,0.2289
SOX4,-0.01,0.95294
PPP2R5E,0.3,0.00822
C2CD5,0.16,0.29174
GFPT1,0.35,0.01146
FBXO11,0.15,0.50889
INSIG1,-0.41,0.08018
BNIP3L,0.05,0.58013
CHP1,0.23,0.06034
FBXO21,0.29,0.00892
ME2,0,0.981
LBR,-0.37,0.05222
ADAM10,-0.07,0.6655
IGHMBP2,0.06,0.7177
RHEB,0.17,0.16072
TIAM1,0.06,0.48279
CNDP2,-0.03,0.75992
NFATC3,-0.14,0.57379
CD44,-0.26,0.5148
CLTC,0.25,0.06243
FAM20B,0.15,0.27046
HSPA8,0.3,0.06454
LIPA,-0.33,0.14958
RNMT,0.23,0.07745
ARNT2,0.14,0.21997
CLIC4,-0.33,0.26578
FAS,0.15,0.61521
SYNGR3,0.33,0.22399
HIF1A,-0.02,0.86582
MTA1,0.17,0.32702
IQGAP1,-0.11,0.67315
TCTA,-0.02,0.91662
NUSAP1,-0.23,0.39504
HK1,0.23,0.1333
C5,-0.05,0.831
PIGB,-0.07,0.53445
DYNLT3,0.2,0.21871
TXNRD1,-0.02,0.86654
BRCA1,-0.27,0.32016
PIK3R3,0.09,0.4972
TRAP1,0.1,0.31195
MBNL2,-0.1,0.20947
PKIG,0.26,0.01265
STAT1,-0.66,0.24485
PFKL,-0.21,0.15629
PPP2R3C,0.01,0.90556
PGAM1,0.18,0.19725
PIN1,0.25,0.23212
PAICS,0.04,0.72725
MAP2K5,0.26,0.07411
KAT6A,0.07,0.68262
BIRC2,-0.11,0.23019
EFCAB14,-0.04,0.79257
CHERP,-0.11,0.09523
LGMN,0.01,0.9665
CSNK1E,0.02,0.86741
SNX7,0.25,0.01446
AKR7A2,-0.12,0.20185
CNOT4,0.11,0.367
HEATR1,-0.04,0.72709
ALDH7A1,0.15,0.40745
INPP4B,0.36,0.03663
ABHD4,0.14,0.50815
CHN1,0.41,0.02125
TLE1,0.14,0.28788
WDR61,0.21,0.09325
USP22,0.09,0.28718
FHL2,0.63,0.00272
HERC6,-0.55,0.42543
RPS5,0.13,0.44413
CASP2,-0.18,0.17193
BHLHE40,0.32,0.1279
CAMSAP2,-0.34,0.20486
PPOX,-0.15,0.10767
PTPN1,-0.51,0.00213
EXT1,0.04,0.75506
ZNF274,-0.16,0.32767
CNPY3,0.08,0.6501
CCP110,-0.08,0.59928
BLMH,-0.21,0.09514
VPS72,-0.07,0.25013
SMC1A,-0.48,0.00631
POLB,0.09,0.23023
YTHDF1,-0.12,0.54687
CCNA1,0.39,0.06724
SOCS2,0,0.99475
DDX10,0.38,0.0097
NUDCD3,0.07,0.52779
GADD45A,-0.57,0.11221
PARP2,0.23,0.14295
CSRP1,-0.34,0.11795
PRSS23,-0.17,0.4756
TIPARP,-0.31,0.09524
BID,-0.05,0.75982
CBR1,-0.37,0.1478
SENP6,-0.14,0.0761
BPHL,-0.1,0.57074
TEX10,0.07,0.53585
COPB2,-0.05,0.47859
DAXX,0.05,0.76392
LYPLA1,-0.05,0.65576
CDKN1B,-0.13,0.27429
APBB2,-0.33,0.03165
CASC3,-0.26,0.23508
STMN1,0.16,0.36563
SMC4,-0.26,0.07619
NFE2L2,-0.14,0.51589
NPDC1,0.08,0.51912
ALDOC,-0.03,0.88489
MCUR1,-0.26,0.02409
BAD,0.04,0.69003
FASTKD5,0.13,0.13337
IL13RA1,-0.22,0.35262
SLC1A4,0,0.99965
SMARCA4,0.04,0.72176
PRKAG2,0.18,0.35758
FYN,-0.04,0.76122
ATP1B1,0.04,0.62502
FAIM,-0.35,0.04586
HDAC6,-0.01,0.93426
ZW10,0.05,0.67327
ZNF131,0.02,0.93745
MCM3,-0.1,0.46814
RPS6KA1,-0.59,0.01294
PSMD4,0.1,0.22062
IARS2,0.12,0.26299
DNMT1,-0.14,0.13782
CREB1,-0.35,0.06755
ARPP19,0.49,0.03831
SUPV3L1,-0.02,0.84328
RHOA,-0.03,0.80068
HADH,0.03,0.81166
MYO10,-0.22,0.33629
GFOD1,-0.19,0.37289
DUSP22,-0.06,0.57646
PPIC,-0.12,0.57394
SACM1L,0.12,0.26934
MRPS16,-0.02,0.93439
SATB1,0.4,0.01503
PUF60,-0.09,0.21816
TRAPPC6A,-0.29,0.16623
STAMBP,-0.19,0.02486
UBE3B,-0.19,0.07033
PECR,-0.77,0.01749
DFFA,-0.02,0.87079
TIMM9,0.2,0.0463
C2CD2L,-0.01,0.92282
DUSP6,0.16,0.40114
FOXO3,0.17,0.17544
MBTPS1,0.19,0.19361
ERBB3,-0.79,0.01592
SGCB,-0.25,0.11514
DAG1,0.01,0.96131
MEST,-0.03,0.84444
MYLK,-0.28,0.26573
DNM1L,0.12,0.48852
POLR1C,0.21,0.0559
ANKRD10,-0.02,0.8412
CDK4,-0.11,0.34486
ID2,-0.06,0.61276
TM9SF3,-0.01,0.93631
LYN,-0.49,0.15351
OXCT1,0.34,0.1515
MRPL19,-0.1,0.47883
APOE,-0.07,0.79055
PTPRK,-0.06,0.58621
TXNDC9,0.15,0.22417
SLC35A1,0.01,0.94296
CALU,0.2,0.15634
SPTAN1,0.24,0.04388
BNIP3,0.09,0.6053
MTERF3,-0.17,0.05237
SUZ12,0.12,0.38163
ADH5,0.23,0.10815
ENOPH1,0.02,0.79114
EML3,-0.38,0.0675
ZNF451,-0.11,0.40414
PRCP,0.13,0.4293
PPP1R13B,0.04,0.83101
IGFBP3,-0.28,0.23625
RBM34,0.06,0.55007
POLG2,0.01,0.96476
PGRMC1,0.19,0.47947
ARL4C,0.2,0.36591
CHMP4A,0.02,0.89408
TRIB1,-0.1,0.63453
AKAP8L,-0.04,0.78054
PCNA,-0.16,0.22188
RFC5,0.07,0.48896
ZMIZ1,0.04,0.65017
CPNE3,-0.28,0.1281
DERA,-0.45,0.03362
DCK,0.14,0.20348
IKBKB,-0.22,0.18819
SHC1,-0.06,0.78396
ISOC1,0.01,0.89645
POLR2I,-0.08,0.45898
KDELR2,-0.11,0.44568
KIAA0100,-0.46,0.17878
CCNA2,-0.29,0.08811
TBP,-0.04,0.72877
FBXL12,-0.18,0.13375
CORO1A,0.13,0.54755
PDS5A,0.06,0.63066
ARFIP2,0.2,0.03111
CCND1,-0.09,0.78484
MSRA,0.19,0.06868
FBXO7,-0.29,0.08492
TGFBR2,-0.05,0.81362
FOS,0.42,0.42354
KDM5A,-0.41,0.02422
ERBB2,-0.13,0.60159
VAPB,-0.81,0.051090000000000003
CLPX,-0.28,0.01963
GMNN,-0.12,0.68874
ICMT,0.06,0.68823
STAT3,-0.31,0.10513
MACF1,-0.05,0.63804
TP53BP2,-0.22,0.37151
RFC2,-0.07,0.60469
DHRS7,0.07,0.48424
PROS1,-0.15,0.45081
RSU1,-0.07,0.64652
NUP88,0.11,0.35617
ZNF318,-0.19,0.36999
ETFB,-0.08,0.54143
USP1,-0.57,0.03358
FEZ2,-0.14,0.19952
GAPDH,0.19,0.08515
CASP3,-0.11,0.31441
DNAJA3,0.05,0.49855
RRP1B,0.01,0.88383
GDPD5,0.03,0.84399
SCYL3,-0.04,0.73528
RBM6,0,0.97178
MYCBP2,0.2,0.09873
ETS1,-0.23,0.15829
DUSP11,-0.01,0.94362
ARID4B,-0.12,0.2676
RUVBL1,0.1,0.39063
GPER1,-0.32,0.38435
ACBD3,-0.51,0.09898
HYOU1,0.27,0.04048
PCBD1,0.03,0.81122
RFX5,0.04,0.83776
CDK2,-0.01,0.98099
PTPRC,-1.02,0.07898
CD40,0.05,0.71765
TBXA2R,0.07,0.83088
PLSCR3,-0.03,0.78578
PTGS2,0.21,0.11772
SFN,-0.02,0.94301
GHR,0.11,0.59318
ADRB2,0.02,0.93711
HLA-DRA,-0.48,0.37418
PTPN6,-0.22,0.31971
PRKCH,0.01,0.96326
KCNK1,0.39,0.23071
