HGNC_Symbol,LFC,p
MTHFD2,0.05,0.3964
FAT1,-0.01,0.64748000000000006
AGL,-0.05,0.34383
EDEM1,0,0.91938
MAT2A,0,0.92041
COG4,-0.01,0.89856
MEF2C,0,0.96954
SIRT3,0.02,0.56413
CYTH1,0.02,0.58139
MCOLN1,-0.1,0.25397
FOXO4,-0.02,0.61401
GTF2E2,-0.03,0.59631
JMJD6,-0.02,0.25196
EED,-0.05,0.03889
ST3GAL5,-0.02,0.72029
BLCAP,0.01,0.89991
PWP1,-0.01,0.83977
NGRN,NA,NA
STUB1,-0.06,0.08928
ABHD6,-0.02,0.36781
FKBP14,0.01,0.77574
SLC25A13,-0.01,0.84193
TATDN2,-0.04,0.35255
PLA2G15,0,0.98686
PIP4K2B,-0.04,0.29055
DHX29,0.01,0.80666
CSK,-0.04,0.32712
PTPN12,0.01,0.5028
WFS1,0.05,0.31329
RB1,0.01,0.59665
PCK2,0,0.8845
COPS7A,-0.09,0.18934
RAP1GAP,0.02,0.43363
ST7,0,0.91177
VPS28,-0.07,0.39004
ETV1,-0.01,0.74679
RNH1,0.01,0.86761
XPO7,-0.03,0.29612
NFATC4,0.02,0.46063
PNP,0.04,0.28042
RAB11FIP2,0.01,0.71344
ILK,0.01,0.73115
NCOA3,0.03,0.00879
ATF1,-0.01,0.64779
GNAI1,-0.07,0.17902
SNX13,0,0.74019
TICAM1,0.04,0.45502
SPEN,0.02,0.37125
PSMG1,-0.06,0.06875
TSC22D3,0,0.97431
SDHB,-0.08,0.03466
TXNL4B,0.05,0.26655
NIPSNAP1,-0.01,0.79901
ADAT1,-0.01,0.77418
RPIA,0.03,0.44675
PCCB,-0.06,0.2089
SORBS3,0.04,0.12355
CHEK1,0.01,0.60614
CCDC86,0.01,0.50754
SQSTM1,-0.01,0.72934
BDH1,-0.01,0.77472
ATG3,NA,NA
HTRA1,0.03,0.65924
FAH,0.01,0.83541
ABCB6,0,0.84687
LSM5,-0.01,0.60995
NIT1,0.04,0.33408
GAA,0.06,0.31796
STAT5B,0.01,0.61024
EIF4G1,0.06,0.0935
SKIV2L,-0.03,0.56524
NCAPD2,-0.01,0.84419
BECN1,-0.12,0.01742
ARHGAP1,0.01,0.74144
FSD1,-0.07,0.17003
HSPA4,-0.03,0.2075
CEP57,0.01,0.6914
PAFAH1B3,-0.03,0.54588
GNPDA1,-0.08,0.21234
PARP1,-0.04,0.36075
GABPB1,NA,NA
SNAP25,-0.05,0.41973
FOXJ3,0,0.93851
VGLL4,0.02,0.44654
SLC11A2,-0.02,0.53053
RBM15B,0.01,0.5984
ELAVL1,0.01,0.54565
STK10,-0.03,0.26564
PTK2B,0.01,0.71449
NCK1,-0.04,0.06125
MAPK13,-0.01,0.68684
PPARD,0.01,0.66622
GPATCH8,0.05,0.05107
MAST2,0.01,0.60583
ZNF589,-0.02,0.30768
TGFB3,0.04,0.22064
CCNB1,0.01,0.7192
ATP11B,-0.05,0.1658
ATF5,0.01,0.59938
CGRRF1,-0.05,0.15338
DDIT4,0.06,0.23367
TNIP1,0.05,0.29648
PSMB10,-0.1,0.02586
PRAF2,-0.03,0.5635
SESN1,0.05,0.35905
WIPF2,-0.03,0.41415
HACD3,-0.02,0.60363
TPM1,-0.04,0.07037
MAPKAPK2,0.03,0.22397
TOPBP1,-0.06,0.14135
SPP1,-0.03,0.66558
MTF2,0.05,0.05355
SMAD3,-0.01,0.68015
SPAG7,-0.04,0.47164
SPTLC2,0.05,0.02801
CASP7,0.03,0.1348
NUP85,NA,NA
TMEM109,-0.02,0.6085
RAE1,0.02,0.44522
SCRN1,-0.01,0.85264
PRKCQ,-0.02,0.39374
PLOD3,-0.01,0.81621
NFIL3,-0.05,0.22931000000000001
GNAI2,0.02,0.36387
ACAA1,-0.02,0.56997
NOTCH1,0.03,0.33525
CEBPZ,-0.01,0.82121
PAFAH1B1,-0.06,0.09295
WDR7,-0.04,0.48403
IGF1R,0.06,0.33899
CDK7,-0.03,0.40485
VAV3,-0.01,0.30333
CETN3,0.01,0.80256
HAT1,-0.03,0.17062
PAN2,0.03,0.51953
TSPAN3,-0.01,0.77946
DDX42,0,0.92247
GOLT1B,-0.04,0.42777
PDIA5,0.02,0.51862
SMARCD2,0.09,0.15501
TSEN2,0.05,0.13679
EPN2,-0.02,0.50751
ALDOA,-0.05,0.07342
SLC25A14,-0.07,0.14859
MAP4K4,0.03,0.31026
TRAK2,0.04,0.33815
OXA1L,-0.03,0.51066
CCDC85B,-0.02,0.39217
CXCR4,-0.05,0.16824
RAB27A,0.02,0.24184
KDM3A,-0.02,0.52669
SMC3,0.02,0.34373
PAK4,0.02,0.27182
CCNH,-0.06,0.1232
TRIM13,0.02,0.58034
HERPUD1,-0.05,0.26099
ELAC2,-0.05,0.17128
TRIB3,-0.05,0.22511
PCM1,0.01,0.33075
DRAP1,-0.06,0.08621
MOK,0.04,0.40232
AKT1,-0.04,0.54889
RPA3,-0.15,0.03306
EXOSC4,-0.05,0.04121
P4HA2,-0.01,0.71084
PDHX,0,0.97898
TBPL1,-0.06,0.23109
PPIE,-0.05,0.14817
SCAND1,0.01,0.89791
TOR1A,-0.04,0.20991
DMTF1,-0.03,0.58198
PIK3CA,0,0.91071
KEAP1,-0.03,0.6112
PTPRF,0.04,0.10621
PAK1,-0.07,0.08971
LAP3,0,0.92235
SLC35B1,-0.02,0.69411
MIF,0,0.96711
MLEC,0.01,0.76176
CAPN1,0.05,0.24452
CD58,0.03,0.15705
MICALL1,0.02,0.43302
UBR7,-0.02,0.72144
EPB41L2,0.01,0.84909
DDR1,0.09,0.00447
HSD17B10,-0.01,0.8052
TLK2,0,0.96702
TARBP1,0.03,0.63565
DNM1,-0.04,0.42406
CCDC92,0.03,0.37184
ZFP36,0.08,0.37249
USP6NL,0.02,0.45059
NR1H2,0.02,0.62094
STK25,0.04,0.357
NOL3,0.03,0.23193
SSBP2,-0.02,0.55768
NMT1,0.01,0.55668
CAST,0,0.76535
PPP2R5A,0.02,0.3866
ANXA7,0.01,0.74875
PIK3C3,0.02,0.38314
CASK,-0.07,0.03455
NSDHL,-0.03,0.17926
G3BP1,-0.03,0.20482
COL4A1,0.04,0.26962
ADGRG1,0.06,0.09334
IFNAR1,0,0.92984
HEBP1,0.02,0.49668
TUBB6,0.12,0.04661
CTTN,0.02,0.35272
APP,-0.02,0.57164
GALE,-0.02,0.3989
ABCF1,-0.07,0.15127
PSME1,0,0.92768
SHB,0,0.99374
TMED10,-0.03,0.39335
ADI1,0.03,0.75572
PAX8,0,0.89958
ZNF395,0.1,0.00774
RAB31,0.1,0.01638
UBE3C,-0.03,0.41368
PEX11A,0.01,0.50294
IGF2R,0.01,0.53285
UFM1,NA,NA
XBP1,-0.03,0.37591
CCND3,0.02,0.6907
CERK,-0.1,0.01725
MRPL12,-0.06,0.27957
IFRD2,0.03,0.42857
RPA1,-0.04,0.18857
MAMLD1,0.02,0.51901
HMG20B,0.02,0.49374
PSMF1,-0.02,0.48609
ECD,-0.04,0.22023
BCL2,-0.01,0.60291
EGR1,-0.08,0.17417
ABCC5,-0.02,0.7347
KIF5C,0.02,0.73965
RALB,-0.08,0.03493
PGM1,-0.05,0.374
RPS6,-0.01,0.87841
MRPS2,0.02,0.51732
PAK6,-0.05,0.25202
PIK3R4,-0.02,0.29527
TBC1D9B,0.02,0.1406
APPBP2,-0.02,0.38688
COASY,-0.02,0.79886
ATF6,0.02,0.60838
SPRED2,0,0.72462
TFDP1,-0.11,0.02373
TCERG1,-0.05,0.2068
TJP1,0.04,0.08572
IDE,0.01,0.66826
GTPBP8,0,0.9075
OXSR1,NA,NA
CTSD,0.01,0.73154
CBLB,0.02,0.24965
MAPK1IP1L,0.01,0.75118
HDAC2,-0.05,0.45039
CDK5R1,-0.01,0.81036
BZW2,-0.03,0.55018
DNAJC15,-0.02,0.6526
RPP38,0.02,0.52174
SOX4,0,0.83313
PPP2R5E,-0.01,0.74305
C2CD5,-0.02,0.64855
GFPT1,-0.04,0.13195
FBXO11,0.01,0.76256
INSIG1,-0.02,0.52224
BNIP3L,-0.01,0.80385
CHP1,0.01,0.75478
FBXO21,0.01,0.73637
ME2,-0.03,0.29664
LBR,0.03,0.60542
ADAM10,-0.01,0.70129
IGHMBP2,0.03,0.24734
RHEB,-0.04,0.05898
TIAM1,-0.02,0.60885
CNDP2,0,0.99794
NFATC3,0.04,0.11838
CD44,0.04,0.00506
CLTC,-0.01,0.70714
FAM20B,-0.03,0.50577
HSPA8,-0.13,0.00781
LIPA,-0.02,0.73506
RNMT,-0.05,0.22625
ARNT2,-0.02,0.80491
CLIC4,0,0.95102
FAS,0.04,0.00138
SYNGR3,-0.07,0.33566
HIF1A,0.03,0.54653
MTA1,0.04,0.43062
IQGAP1,0.05,0.0828
TCTA,0.02,0.59006
NUSAP1,0.02,0.2694
HK1,-0.04,0.38925
C5,0.01,0.62686
PIGB,0.01,0.83354
DYNLT3,-0.08,0.15423
TXNRD1,-0.04,0.37863
BRCA1,-0.01,0.74835
PIK3R3,-0.03,0.3332
TRAP1,-0.09,0.1433
MBNL2,0,0.95344
PKIG,-0.04,0.4064
STAT1,-0.02,0.19144
PFKL,0,0.91964
PPP2R3C,-0.02,0.57147
PGAM1,-0.07,0.24419
PIN1,0.01,0.93872
PAICS,0,0.94838
MAP2K5,-0.02,0.20904
KAT6A,0.02,0.43826
BIRC2,-0.06,0.35298
EFCAB14,0.01,0.81052
CHERP,0.07,0.10634
LGMN,0.01,0.82586
CSNK1E,0.02,0.56164
SNX7,-0.02,0.56252
AKR7A2,-0.02,0.63742
CNOT4,0.04,0.05994
HEATR1,0,0.84373
ALDH7A1,0.08,0.04734
INPP4B,0.01,0.51376
ABHD4,0.04,0.2422
CHN1,0.01,0.84479
TLE1,0.02,0.32349
WDR61,-0.02,0.56573
USP22,-0.01,0.71767
FHL2,-0.08,0.0773
HERC6,-0.06,0.14847
RPS5,-0.04,0.55929
CASP2,0,0.81286
BHLHE40,-0.05,0.22623
CAMSAP2,-0.03,0.43741
PPOX,0.01,0.8682
PTPN1,0.01,0.57054
EXT1,0,0.95496
ZNF274,0.05,0.16362
CNPY3,-0.02,0.72682
CCP110,-0.05,0.37536
BLMH,-0.02,0.45774
VPS72,0.02,0.63074
SMC1A,-0.01,0.70278
POLB,-0.03,0.52701
YTHDF1,0.06,0.43329
CCNA1,-0.04,0.29743000000000003
SOCS2,0.02,0.35126
DDX10,-0.02,0.63236
NUDCD3,0.02,0.47254
GADD45A,0.04,0.34762
PARP2,-0.02,0.33321
CSRP1,-0.02,0.77409
PRSS23,0.04,0.09238
TIPARP,0.05,0.43312
BID,-0.08,0.02878
CBR1,0,0.99119
SENP6,0.03,0.30079
BPHL,0,0.99402
TEX10,-0.02,0.66212
COPB2,-0.03,0.32905
DAXX,0.02,0.5635
LYPLA1,-0.02,0.65819
CDKN1B,-0.02,0.54432
APBB2,0.01,0.64836
CASC3,-0.03,0.5758
STMN1,-0.04,0.36128
SMC4,-0.01,0.25215
NFE2L2,0.03,0.37638
NPDC1,0.02,0.59758
ALDOC,0.05,0.4067
MCUR1,0,0.89223
BAD,-0.03,0.16898
FASTKD5,-0.09,0.04718
IL13RA1,0.03,0.04167
SLC1A4,0.02,0.55451
SMARCA4,0.01,0.64683
PRKAG2,-0.02,0.50426
FYN,0.05,0.03996
ATP1B1,0,0.99739
FAIM,-0.03,0.31046
HDAC6,0.01,0.81222
ZW10,-0.01,0.80308
ZNF131,0.01,0.6306
MCM3,0,0.95566
RPS6KA1,0.03,0.45082
PSMD4,-0.04,0.22535
IARS2,-0.04,0.29984
DNMT1,-0.03,0.52438
CREB1,0.02,0.30278
ARPP19,-0.09,0.0436
SUPV3L1,-0.04,0.35775
RHOA,-0.04,0.48663
HADH,-0.01,0.80511
MYO10,0.02,0.50265
GFOD1,0.03,0.31978
DUSP22,-0.07,0.05415
PPIC,0.02,0.32543
SACM1L,-0.05,0.48928
MRPS16,-0.01,0.7256
SATB1,0,0.99451
PUF60,-0.05,0.42677
TRAPPC6A,-0.05,0.39222
STAMBP,-0.03,0.4074
UBE3B,0.01,0.76113
PECR,-0.01,0.6917
DFFA,0.07,0.14258
TIMM9,-0.02,0.53528
C2CD2L,-0.01,0.6161
DUSP6,-0.13,0.03464
FOXO3,0.03,0.33624
MBTPS1,0.01,0.83806
ERBB3,-0.01,0.53008
SGCB,0,0.89245
DAG1,0.04,0.19961
MEST,0.02,0.68073
MYLK,0.04,0.32929
DNM1L,-0.01,0.71992
POLR1C,-0.03,0.07896
ANKRD10,0.05,0.13534
CDK4,-0.03,0.31293
ID2,0,0.97978
TM9SF3,-0.03,0.26804
LYN,0.04,0.1307
OXCT1,-0.06,0.40318
MRPL19,-0.01,0.81931
APOE,0.03,0.22734
PTPRK,0,0.94079
TXNDC9,-0.11,0.0264
SLC35A1,0.02,0.64901
CALU,0.01,0.56665
SPTAN1,0.02,0.48073
BNIP3,-0.04,0.36622
MTERF3,-0.04,0.36353
SUZ12,0.03,0.45747
ADH5,0.02,0.40106
ENOPH1,-0.1,0.15997
EML3,0.08,0.19315
ZNF451,0.03,0.85096
PRCP,-0.04,0.43414
PPP1R13B,-0.01,0.66467
IGFBP3,0.04,0.30183
RBM34,-0.02,0.39975
POLG2,-0.01,0.62276
PGRMC1,-0.05,0.21265
ARL4C,-0.03,0.3737
CHMP4A,-0.03,0.32065
TRIB1,-0.05,0.15331
AKAP8L,0.02,0.55225
PCNA,-0.01,0.61725
RFC5,0.01,0.83145
ZMIZ1,0.03,0.38391
CPNE3,0.09,0.01955
DERA,0.02,0.6791
DCK,-0.04,0.25367
IKBKB,0.02,0.21034
SHC1,0.06,0.17622
ISOC1,0,0.99297
POLR2I,0.01,0.81231
KDELR2,-0.02,0.44883
KIAA0100,-0.02,0.66604
CCNA2,-0.04,0.33401
TBP,0,0.97406
FBXL12,0.03,0.43198
CORO1A,-0.07,0.33655
PDS5A,-0.02,0.32767
ARFIP2,-0.03,0.65659
CCND1,-0.04,0.25172
MSRA,0.01,0.67197
FBXO7,0.01,0.88916
TGFBR2,-0.02,0.36394
FOS,-0.12,0.08703
KDM5A,0.02,0.59134
ERBB2,0.03,0.18798
VAPB,0,0.88504
CLPX,0.01,0.75342
GMNN,0.1,0.3686
ICMT,0,0.95721
STAT3,0.06,0.07694
MACF1,0.03,0.10679
TP53BP2,0.07,0.29684
RFC2,0,0.92949
DHRS7,-0.03,0.18233
PROS1,0,0.92127
RSU1,-0.01,0.71957
NUP88,-0.03,0.18004
ZNF318,-0.03,0.23257
ETFB,-0.03,0.64001
USP1,0.05,0.08806
FEZ2,-0.03,0.25549
GAPDH,-0.02,0.38657
CASP3,0.01,0.73475
DNAJA3,0,0.93583
RRP1B,-0.01,0.90417
GDPD5,-0.02,0.40276
SCYL3,0.01,0.85372
RBM6,-0.02,0.80063
MYCBP2,NA,NA
ETS1,-0.03,0.1831
DUSP11,-0.03,0.46015
ARID4B,0.01,0.62603
RUVBL1,0.01,0.86501
GPER1,0.01,0.63812
ACBD3,-0.03,0.4349
HYOU1,-0.02,0.72105
PCBD1,0,0.94522
RFX5,-0.06,0.10046
CDK2,0.01,0.62475
PTPRC,0.02,0.35802
CD40,0.04,0.05649
TBXA2R,0.03,0.16823
PLSCR3,0.05,0.01836
PTGS2,0.06,0.16849
SFN,0.05,0.1005
GHR,-0.01,0.8387
ADRB2,-0.03,0.50346
HLA-DRA,-0.11,0.0554
PTPN6,-0.02,0.59283
PRKCH,0.02,0.27117
KCNK1,-0.12,0.03123
