HGNC_Symbol,LFC,p
LPGAT1,0.01,0.4627
LYRM1,-0.01,0.6516
NR3C1,-0.02,0.1468
COG7,0.03,0.0142
ACLY,-0.01,0.5381
UGDH,-0.01,0.4633
PCMT1,-0.01,0.334
USP14,-0.04,0.00107
PNKP,0,0.9388
MLLT11,0,0.7574
PSRC1,-0.04,0.09465
MAPK9,0,0.9714
IGF2BP2,NA,NA
NUP133,-0.02,0.07541
TXLNA,-0.01,0.232
DCUN1D4,-0.02,0.0246
ECH1,0,0.9978
NRAS,0,0.8758
TBC1D31,-0.01,0.4135
NPRL2,0.03,0.03786
ITGB5,0,0.8784
STXBP1,-0.04,0.00662
VAT1,-0.01,0.5969
DNAJB2,0,0.8152
KDM5B,0,0.9353
ELOVL6,0.02,0.1176
GATA2,NA,NA
DFFB,0,0.9572
POLR2K,-0.03,0.09736
PSMD2,-0.01,0.4174
GRN,0.03,0.09369
TRAM2,0.03,0.07231
TMEM50A,-0.03,0.01152
GLOD4,0.03,0.01513
SCCPDH,-0.02,0.05868
CCNE2,-0.05,0.07313
YME1L1,-0.01,0.281
HSD17B11,-0.05,0.02763
TES,-0.02,0.6284
GNA11,0.01,0.3899
DUSP3,0,0.8083
STX4,0.02,0.1331
UBE2L6,0.02,0.2827
MAP7,0.01,0.3448
TRIM2,0.01,0.1326
AKAP8,0.02,0.2816
BLVRA,0.01,0.5788
XPNPEP1,0.01,0.239
RAB21,0.01,0.4292
HTATSF1,-0.01,0.26
PLA2G4A,-0.09,0.00371
MBNL1,0,0.8022
NOSIP,0.01,0.6085
ATP2C1,-0.01,0.3082
PHKA1,0.01,0.7858
GRB10,0.01,0.6917
RBKS,0.03,0.3181
PHKB,-0.01,0.3862
ANO10,0.02,0.1288
CHIC2,0.01,0.7789
PHGDH,-0.03,0.1847
TCEAL4,-0.05,0.00344
POP4,0,0.8729
TIMP2,0.08,0
ARHGEF2,-0.04,0.00462
CRYZ,-0.02,0.6633
EVL,0.01,0.3602
CIRBP,0.03,0.09246
MTFR1,0.02,0.3247
RPL39L,-0.02,0.5371
MAP3K4,0.01,0.5244
CREG1,0,0.8377
PAF1,-0.01,0.4666
CSNK2A2,-0.02,0.1224
JADE2,0.03,0.04188
HMGCR,-0.01,0.5192
ZMYM2,-0.01,0.1016
RPN1,-0.01,0.3816
CANT1,-0.04,0.00387
TRAPPC3,0.02,0.1964
TOMM34,0.02,0.5039
KAT6B,0.04,0.00507
ITGB1BP1,-0.02,0.3479
SLC27A3,-0.01,0.6611
MFSD10,0.04,0.05772
HSPB1,0.01,0.8899
SLC25A46,-0.02,0.02844
NRIP1,-0.01,0.5557
CRTAP,0.02,0.1486
NNT,-0.01,0.2903
MAPKAPK3,0.01,0.6117
TIMM22,-0.01,0.4586
IPO13,0.01,0.5976
GNB5,0,0.781
CD320,0.02,0.3808
MTHFD2,-0.02,0.5185
FAT1,-0.04,0.0272
AGL,-0.03,0.05071
EDEM1,0.01,0.3826
MAT2A,-0.02,0.3076
COG4,0.01,0.3795
MEF2C,0.03,0.00368
SIRT3,0.03,0.01959
CYTH1,0,0.8496
MCOLN1,-0.04,0.06854
FOXO4,-0.03,0.2045
GTF2E2,-0.02,0.1528
JMJD6,0.01,0.6472
EED,0,0.9957
ST3GAL5,0.01,0.2737
BLCAP,0.03,0.07571
PWP1,0,0.9702
NGRN,-0.02,0.09848
STUB1,0,0.7484
ABHD6,-0.03,0.011
FKBP14,0.04,0.00803
SLC25A13,0.01,0.4771
TATDN2,-0.03,0.03787
PLA2G15,-0.01,0.4051
PIP4K2B,0,0.9728
DHX29,-0.01,0.415
CSK,-0.01,0.3678
PTPN12,-0.01,0.6899
WFS1,0.01,0.6198
RB1,0.01,0.5749
PCK2,0.01,0.649
COPS7A,0.01,0.4039
RAP1GAP,0.02,0.1416
ST7,0.01,0.422
VPS28,0.01,0.4494
ETV1,0.03,0.2945
RNH1,0.01,0.6811
XPO7,0.02,0.02207
NFATC4,0.03,0.3117
PNP,0.03,0.4431
RAB11FIP2,0,0.9565
ILK,0,0.847
NCOA3,0,0.7558
ATF1,0.01,0.506
GNAI1,-0.02,0.1906
SNX13,0,0.7525
TICAM1,0,0.8942
SPEN,0,0.7401
PSMG1,-0.02,0.3311
TSC22D3,0,0.8885
SDHB,0,0.8333
TXNL4B,-0.02,0.5171
NIPSNAP1,0.01,0.2899
ADAT1,-0.01,0.3175
RPIA,0,0.9454
PCCB,0,0.8417
SORBS3,-0.03,0.2767
CHEK1,-0.04,0.08803
CCDC86,-0.01,0.8512
SQSTM1,0,0.8385
BDH1,0.01,0.3198
ATG3,-0.01,0.6612
HTRA1,0.02,0.401
FAH,0.01,0.6979
ABCB6,-0.01,0.4773
LSM5,0.02,0.1601
NIT1,-0.01,0.3268
GAA,0.02,0.3068
STAT5B,0,0.809
EIF4G1,-0.02,0.05091
SKIV2L,0,0.8248
NCAPD2,-0.02,0.1805
BECN1,0,0.9477
ARHGAP1,-0.02,0.252
FSD1,0.01,0.678
HSPA4,-0.01,0.6582
CEP57,-0.01,0.4179
PAFAH1B3,0.01,0.7473
GNPDA1,-0.01,0.2877
PARP1,0.01,0.3726
GABPB1,-0.02,0.1618
SNAP25,-0.05,0.01
FOXJ3,0,0.7671
VGLL4,-0.02,0.05674
SLC11A2,-0.01,0.4295
RBM15B,0.01,0.4049
ELAVL1,0,0.7693
STK10,0.02,0.3309
PTK2B,0,0.8542
NCK1,0.01,0.3988
MAPK13,-0.03,0.2289
PPARD,0.02,0.2219
GPATCH8,0,0.7416
MAST2,0.04,0.00345
ZNF589,-0.01,0.5305
TGFB3,0,0.9144
CCNB1,-0.02,0.1419
ATP11B,0.01,0.1667
ATF5,0.01,0.8355
CGRRF1,-0.01,0.3528
DDIT4,0.05,0.2715
TNIP1,-0.01,0.5221
PSMB10,0.01,0.8001
PRAF2,-0.01,0.6
SESN1,-0.02,0.1167
WIPF2,-0.03,0.01764
HACD3,-0.02,0.04697
TPM1,0.04,0.00435
MAPKAPK2,0,0.8878
TOPBP1,-0.03,0.00366
SPP1,-0.06,0.2062
MTF2,0.01,0.4393
SMAD3,-0.08,1e-5
SPAG7,-0.01,0.6561
SPTLC2,0.01,0.607
CASP7,0.04,0.2478
NUP85,0.03,0.04438
TMEM109,0,0.8587
RAE1,-0.01,0.4309
SCRN1,-0.02,0.114
PRKCQ,0.01,0.8006
PLOD3,0.02,0.2533
NFIL3,-0.04,0.1886
GNAI2,0.02,0.1261
ACAA1,0,0.8253
NOTCH1,-0.01,0.7137
CEBPZ,-0.01,0.4036
PAFAH1B1,-0.01,0.1884
WDR7,-0.02,0.04417
IGF1R,-0.02,0.03587
CDK7,-0.02,0.1481
VAV3,-0.03,0.4075
CETN3,-0.02,0.1281
HAT1,0.02,0.1105
PAN2,0.01,0.4456
TSPAN3,-0.02,0.1945
DDX42,0,0.9311
GOLT1B,0,0.7868
PDIA5,0.03,0.2703
SMARCD2,-0.02,0.3147
TSEN2,-0.01,0.473
EPN2,0.03,0.00951
ALDOA,0.01,0.4771
SLC25A14,-0.01,0.627
MAP4K4,0.01,0.6242
TRAK2,0.01,0.4166
OXA1L,-0.02,0.2984
CCDC85B,0.04,0.1234
CXCR4,-0.05,0.4612
RAB27A,-0.01,0.6488
KDM3A,0.01,0.5533
SMC3,-0.01,0.2399
PAK4,0.02,0.3533
CCNH,-0.01,0.3123
TRIM13,0,0.9772
HERPUD1,-0.04,0.02105
ELAC2,0.02,0.06333
TRIB3,0.01,0.7492
PCM1,-0.01,0.4533
DRAP1,0.02,0.1564
MOK,0.02,0.1229
AKT1,0,0.7193
RPA3,-0.04,0.03892
EXOSC4,0.03,0.06805
P4HA2,0.02,0.3525
PDHX,-0.01,0.6083
TBPL1,-0.02,0.07385
PPIE,0.03,0.02669
SCAND1,0.01,0.5964
TOR1A,-0.02,0.1184
DMTF1,0,0.8251
PIK3CA,-0.02,0.07125
KEAP1,-0.02,0.07509
PTPRF,0,0.7847
PAK1,0.01,0.2693
LAP3,-0.01,0.7133
SLC35B1,-0.02,0.09533
MIF,-0.01,0.755
MLEC,0.01,0.5134
CAPN1,-0.02,0.09504
CD58,0.03,0.2649
MICALL1,0.02,0.2795
UBR7,-0.01,0.7213
EPB41L2,0,0.9028
DDR1,-0.02,0.1562
HSD17B10,0,0.9473
TLK2,-0.01,0.3894
TARBP1,-0.02,0.2881
DNM1,-0.01,0.3758
CCDC92,0.02,0.2126
ZFP36,0,0.9656
USP6NL,-0.01,0.6513
NR1H2,0.03,0.1054
STK25,0.03,0.00093000000000000005
NOL3,0.05,0.02362
SSBP2,0.01,0.3227
NMT1,-0.03,0.00227
CAST,-0.04,0.00411
PPP2R5A,0.01,0.5159
ANXA7,-0.01,0.4998
PIK3C3,-0.01,0.1786
CASK,0.01,0.5199
NSDHL,-0.01,0.7648
G3BP1,0,0.9061
COL4A1,-0.03,0.2915
ADGRG1,-0.08,0.0019
IFNAR1,-0.03,3.8e-4
HEBP1,0,0.9715
TUBB6,-0.01,0.642
CTTN,0.01,0.2168
APP,-0.01,0.4316
GALE,-0.03,0.08343
ABCF1,0,0.8164
PSME1,-0.03,0.1692
SHB,-0.04,0.208
TMED10,-0.02,0.08062
ADI1,0.03,0.1934
PAX8,NA,NA
ZNF395,-0.01,0.6607
RAB31,0,0.9597
UBE3C,-0.02,0.06881
PEX11A,-0.03,0.09806
IGF2R,-0.01,0.6285
UFM1,0,0.6562
XBP1,0.01,0.7746
CCND3,-0.02,0.2892
CERK,0.01,0.6104
MRPL12,0,0.9527
IFRD2,0.02,0.2406
RPA1,-0.01,0.3749
MAMLD1,0.02,0.4379
HMG20B,0.02,0.3971
PSMF1,-0.01,0.5926
ECD,0,0.797
BCL2,0,0.8805
EGR1,0.02,0.7277
ABCC5,-0.02,0.05703
KIF5C,-0.05,1.7e-4
RALB,0,0.9322
PGM1,-0.02,0.2462
RPS6,0.03,0.1018
MRPS2,-0.01,0.5534
PAK6,0,0.9673
PIK3R4,-0.02,0.03888
TBC1D9B,-0.02,0.235
APPBP2,-0.02,0.04457
COASY,0,0.9181
ATF6,-0.01,0.375
SPRED2,0.05,0.00676
TFDP1,-0.01,0.4109
TCERG1,-0.02,0.07711
TJP1,-0.01,0.4067
IDE,-0.03,0.00117
GTPBP8,-0.03,0.02978
OXSR1,-0.02,0.0692
CTSD,-0.02,0.2036
CBLB,0.01,0.391
MAPK1IP1L,0.01,0.6841
HDAC2,-0.01,0.4598
CDK5R1,0,0.806
BZW2,-0.01,0.6078
DNAJC15,0,0.9082
RPP38,0.01,0.8354
SOX4,0.07,0.01607
PPP2R5E,-0.01,0.2942
C2CD5,-0.03,0.00544
GFPT1,0.01,0.2261
FBXO11,-0.02,0.01591
INSIG1,0.02,0.4316
BNIP3L,0.02,0.08567
CHP1,0.01,0.7863
FBXO21,-0.02,0.5299
ME2,0.01,0.5347
LBR,0.01,0.5337
ADAM10,-0.02,0.07266
IGHMBP2,-0.01,0.3931
RHEB,-0.04,0.00962
TIAM1,0.04,0.00328
CNDP2,0,0.7946
NFATC3,-0.03,0.06418
CD44,-0.01,0.8496
CLTC,-0.02,0.05224
FAM20B,0.01,0.2155
HSPA8,-0.02,0.2218
LIPA,-0.01,0.3771
RNMT,0.02,0.04075
ARNT2,-0.01,0.421
CLIC4,-0.03,0.2297
FAS,-0.08,0.07632
SYNGR3,0.01,0.6492
HIF1A,0,0.7664
MTA1,0.03,0.106
IQGAP1,-0.01,0.7195
TCTA,-0.05,0.00134
NUSAP1,-0.1,0.07713
HK1,-0.01,0.6015
C5,-0.03,0.1451
PIGB,0,0.7947
DYNLT3,-0.01,0.3633
TXNRD1,-0.04,0.02212
BRCA1,-0.02,0.2138
PIK3R3,-0.04,0.04149
TRAP1,0.03,0.07461
MBNL2,-0.03,0.02358
PKIG,-0.04,0.0045
STAT1,0.01,0.78
PFKL,-0.02,0.3331
PPP2R3C,0.01,0.4491
PGAM1,0.01,0.4125
PIN1,0.02,0.1707
PAICS,-0.02,0.09057
MAP2K5,-0.01,0.4366
KAT6A,-0.01,0.5032
BIRC2,-0.01,0.4011
EFCAB14,-0.01,0.5712
CHERP,0,0.8382
LGMN,0.03,0.03645
CSNK1E,0.02,0.04964
SNX7,-0.04,0.01117
AKR7A2,0,0.7806
CNOT4,0,0.763
HEATR1,-0.03,0.03179
ALDH7A1,0.02,0.4558
INPP4B,0.01,0.3064
ABHD4,-0.02,0.3672
CHN1,0,0.8704
TLE1,0.04,0.00732
WDR61,0,0.8266
USP22,0.01,0.3699
FHL2,-0.05,0.00739
HERC6,-0.01,0.805
RPS5,0.02,0.2079
CASP2,0.02,0.2853
BHLHE40,0.03,0.2067
CAMSAP2,-0.01,0.1305
PPOX,0,0.9013
PTPN1,0.02,0.1723
EXT1,0.03,0.00808
ZNF274,0.04,0.01331
CNPY3,0,0.9115
CCP110,0,0.9198
BLMH,-0.04,0.00319
VPS72,0,0.7795
SMC1A,-0.03,0.04641
POLB,0,0.7717
YTHDF1,-0.05,6.3e-4
CCNA1,0.04,0.04967
SOCS2,-0.11,0
DDX10,-0.03,0.0282
NUDCD3,0,0.9719
GADD45A,-0.2,0
PARP2,0,0.9898
CSRP1,-0.02,0.1546
PRSS23,0.02,0.3585
TIPARP,0.01,0.6023
BID,-0.02,0.2166
CBR1,-0.03,0.1641
SENP6,0,0.8366
BPHL,0,0.8456
TEX10,-0.02,0.1151
COPB2,-0.02,0.03496
DAXX,0,0.9354
LYPLA1,0,0.9542
CDKN1B,-0.01,0.2328
APBB2,0.01,0.453
CASC3,-0.01,0.455
STMN1,-0.04,0.09117
SMC4,-0.01,0.5578
NFE2L2,-0.02,0.2231
NPDC1,0.03,0.02095
ALDOC,0.01,0.6032
MCUR1,0,0.972
BAD,-0.05,0.005
FASTKD5,-0.03,0.03763
IL13RA1,0.01,0.7312
SLC1A4,0,0.8711
SMARCA4,0,0.8163
PRKAG2,0.02,0.1838
FYN,-0.02,0.1613
ATP1B1,-0.02,0.2155
FAIM,-0.04,0.02087
HDAC6,0.03,0.00776
ZW10,-0.02,0.1051
ZNF131,0.01,0.5509
MCM3,0,0.9452
RPS6KA1,0.01,0.476
PSMD4,0,0.6221
IARS2,-0.02,0.1671
DNMT1,0,0.8985
CREB1,0.01,0.3205
ARPP19,-0.07,3e-5
SUPV3L1,-0.01,0.478
RHOA,0,0.7357
HADH,-0.01,0.5604
MYO10,0,0.8742
GFOD1,-0.01,0.5746
DUSP22,-0.02,0.223
PPIC,-0.03,0.2898
SACM1L,-0.02,0.0947
MRPS16,-0.02,0.03758
SATB1,-0.01,0.4489
PUF60,0,0.7787
TRAPPC6A,-0.01,0.7239
STAMBP,0,0.9801
UBE3B,-0.03,0.00911
PECR,-0.02,0.2395
DFFA,-0.01,0.2745
TIMM9,-0.01,0.4772
C2CD2L,0,0.9984
DUSP6,0.17,3e-5
FOXO3,-0.03,0.00536
MBTPS1,-0.01,0.4529
ERBB3,-0.04,0.02602
SGCB,-0.03,0.02546
DAG1,-0.04,0.00532
MEST,-0.04,0.02205
MYLK,-0.03,0.09152
DNM1L,-0.03,0.00147
POLR1C,0,0.8152
ANKRD10,0,0.7335
CDK4,-0.02,0.245
ID2,-0.03,0.1688
TM9SF3,-0.02,0.06688
LYN,-0.02,0.4475
OXCT1,0.02,0.03199
MRPL19,-0.03,0.00409
APOE,0.04,0.1325
PTPRK,-0.01,0.5656
TXNDC9,0,0.7278
SLC35A1,-0.04,0.01206
CALU,0,0.7354
SPTAN1,-0.01,0.3852
BNIP3,0,0.9759
MTERF3,-0.04,0.02434
SUZ12,-0.01,0.5189
ADH5,0,0.6872
ENOPH1,0.01,0.3897
EML3,0.02,0.238
ZNF451,-0.01,0.07796
PRCP,-0.03,0.114
PPP1R13B,-0.02,0.1315
IGFBP3,-0.02,0.5547
RBM34,0.01,0.7048
POLG2,-0.02,0.4145
PGRMC1,0.02,0.1856
ARL4C,0.04,0.06145
CHMP4A,-0.03,0.2655
TRIB1,0.04,0.3343
AKAP8L,0.04,0.03041
PCNA,-0.02,0.2535
RFC5,0.01,0.5205
ZMIZ1,-0.05,0.00619
CPNE3,0.01,0.4496
DERA,-0.02,0.1753
DCK,0.02,0.2127
IKBKB,0.02,0.1154
SHC1,0,0.8259
ISOC1,0.03,0.1039
POLR2I,-0.04,0.03264
KDELR2,-0.03,0.00313
KIAA0100,-0.03,0.0022
CCNA2,-0.03,0.3072
TBP,-0.03,0.08785
FBXL12,0.05,0.0284
CORO1A,0.01,0.5643
PDS5A,-0.03,0.00287
ARFIP2,0,0.8799
CCND1,0.06,0.03579
MSRA,-0.01,0.3745
FBXO7,0.01,0.5519
TGFBR2,0,0.9239
FOS,-0.23,0.00377
KDM5A,0,0.6011
ERBB2,0,0.9971
VAPB,-0.03,0.0312
CLPX,-0.02,0.0563
GMNN,-0.01,0.7834
ICMT,-0.04,0.00359
STAT3,0,0.9174
MACF1,-0.03,0.02131
TP53BP2,-0.02,0.2851
RFC2,-0.02,0.1513
DHRS7,0.02,0.1537
PROS1,0,0.9495
RSU1,0,0.9206
NUP88,0,0.7363
ZNF318,-0.03,0.02064
ETFB,-0.01,0.6734
USP1,0,0.663
FEZ2,0.01,0.3855
GAPDH,-0.01,0.394
CASP3,0.02,0.1188
DNAJA3,-0.01,0.3452
RRP1B,0.02,0.06587
GDPD5,-0.03,0.223
SCYL3,0.02,0.3563
RBM6,0.03,0.04392
MYCBP2,-0.01,0.4846
ETS1,-0.04,0.08543
DUSP11,-0.02,0.2827
ARID4B,-0.02,0.1009
RUVBL1,0.01,0.3167
GPER1,-0.05,0.2051
ACBD3,0.01,0.3039
HYOU1,0.01,0.2869
PCBD1,-0.04,0.08476
RFX5,0.01,0.5243
CDK2,-0.04,0.2936
PTPRC,0.03,0.1472
CD40,-0.03,0.4955
TBXA2R,NA,NA
PLSCR3,NA,NA
PTGS2,0.01,0.9174
SFN,NA,NA
GHR,0.13,1e-5
ADRB2,-0.02,0.5088
HLA-DRA,-0.02,0.6818
PTPN6,0,0.9303
PRKCH,0,0.9885
KCNK1,-0.09,0
