HGNC_Symbol,LFC,p
DFFB,0.18,0.29356
POLR2K,-0.05,0.75426
PSMD2,-0.05,0.56779
GRN,0.12,0.39206
TRAM2,0.05,0.61161
TMEM50A,0.04,0.62053
GLOD4,-0.12,0.44072
SCCPDH,-0.08,0.4507
CCNE2,0.11,0.6435
YME1L1,-0.05,0.51107
HSD17B11,-0.02,0.87333
TES,0.34,0.28133
GNA11,0.05,0.58203
DUSP3,-0.13,0.50596
STX4,0.08,0.49405
UBE2L6,0.05,0.63075
MAP7,0.02,0.92192
TRIM2,-0.24,0.35278
AKAP8,0,0.70885
BLVRA,-0.09,0.63016
XPNPEP1,0.06,0.42563
RAB21,0.08,0.58901
HTATSF1,-0.06,0.52741
PLA2G4A,0.24,0.49588
MBNL1,0.11,0.41317
NOSIP,0,0.99066
ATP2C1,-0.01,0.56477
PHKA1,-0.11,0.65364
GRB10,0.07,0.44262
RBKS,-0.02,0.32151
PHKB,0.14,0.46727
ANO10,0,0.9718
CHIC2,0.19,0.08813
PHGDH,-0.03,0.80447
TCEAL4,-0.17,0.08937
POP4,0.05,0.12283
TIMP2,-0.02,0.87702
ARHGEF2,-0.08,0.65494
CRYZ,0.22,0.21734
EVL,0,0.85472
CIRBP,-0.23,0.22764
MTFR1,0.09,0.77526
RPL39L,-0.12,0.61467
MAP3K4,0.09,0.44837
CREG1,-0.11,0.39674
PAF1,-0.07,0.57212
CSNK2A2,0.03,0.82361
JADE2,0.43,0.26292
HMGCR,-0.15,0.4169
ZMYM2,0.09,0.36505
RPN1,-0.12,0.25609
CANT1,-0.03,0.30565
TRAPPC3,-0.13,0.40361
TOMM34,-0.06,0.54168
KAT6B,-0.02,0.4967
ITGB1BP1,0.05,0.67175
SLC27A3,0.06,0.77483
MFSD10,0.08,0.49791
HSPB1,0.8,0.01719
SLC25A46,-0.11,0.54671
NRIP1,-0.1,0.40188
CRTAP,-0.05,0.54694
NNT,-0.01,0.77474
MAPKAPK3,-0.05,0.70146
TIMM22,0.01,0.42755
IPO13,-0.08,0.41413
GNB5,-0.06,0.73041
CD320,0.2,0.38137
MTHFD2,0.27,0.15125
FAT1,0.03,0.84226
AGL,-0.11,0.28631
EDEM1,-0.13,0.22663
MAT2A,0.2,0.12848
COG4,0.12,0.34998
MEF2C,-0.14,0.57667
SIRT3,-0.06,0.58058
CYTH1,0,0.5508
MCOLN1,-0.02,0.93978
FOXO4,0.66,0.03536
GTF2E2,-0.06,0.59237
JMJD6,0.41,0.17319
EED,0.31,0.02179
ST3GAL5,-0.12,0.23851
BLCAP,0.01,0.90926
PWP1,-0.1,0.23945
NGRN,0.04,0.45381
STUB1,0,0.80745
ABHD6,-0.06,0.68233
FKBP14,0.11,0.53211
SLC25A13,-0.02,0.46655
TATDN2,-0.44,0.12612
PLA2G15,-0.18,0.39203
PIP4K2B,0.15,0.47985
DHX29,-0.09,0.39312
CSK,0.15,0.34859
PTPN12,0.06,0.84242
WFS1,-0.03,0.43601
RB1,0.09,0.38998
PCK2,-0.04,0.76836
COPS7A,-0.09,0.39574
RAP1GAP,-0.01,0.70254
ST7,-0.14,0.53493
VPS28,0.05,0.68116
ETV1,-0.11,0.30328
RNH1,-0.15,0.23591
XPO7,-0.02,0.53872
NFATC4,-0.05,0.69722
PNP,0.21,0.25371
RAB11FIP2,-0.03,0.80458
ILK,-0.04,0.73655
NCOA3,0.01,0.54919
ATF1,0.11,0.40167
GNAI1,-0.05,0.79526
SNX13,0.05,0.6652
TICAM1,0.08,0.60789
SPEN,0.04,0.55447
PSMG1,-0.11,0.44058
TSC22D3,-0.1,0.58443
SDHB,0.24,0.28243
TXNL4B,0,0.69568
NIPSNAP1,-0.19,0.1066
ADAT1,-0.12,0.34691
RPIA,0.24,0.164
PCCB,0.33,0.20213
SORBS3,0,0.58246
CHEK1,-0.22,0.37412
CCDC86,0,0.99469
SQSTM1,0.08,0.52607
BDH1,-0.19,0.40391
ATG3,-0.1,0.49122
HTRA1,0.01,0.9147
FAH,0.54,0.21486
ABCB6,0.25,0.23175
LSM5,-0.09,0.50559
NIT1,-0.28,0.18985
GAA,0.08,0.46521
STAT5B,0.09,0.43846
EIF4G1,-0.01,0.45289
SKIV2L,0.17,0.29204
NCAPD2,-0.13,0.40834
BECN1,0.08,0.49225
ARHGAP1,-0.25,0.33753
FSD1,0.04,0.73589
HSPA4,0.02,0.4572
CEP57,-0.01,0.51197
PAFAH1B3,0.48,0.01409
GNPDA1,0.08,0.42761
PARP1,0.02,0.78611
GABPB1,-0.11,0.50276
SNAP25,-0.12,0.55398
FOXJ3,0.02,0.89755
VGLL4,0.08,0.57891
SLC11A2,-0.32,0.21378
RBM15B,0.01,0.51028
ELAVL1,0.13,0.43324
STK10,0.5,0.05301
PTK2B,-0.25,0.5251
NCK1,0.14,0.26795
MAPK13,0.03,0.84939
PPARD,0.01,0.64847
GPATCH8,0.03,0.79924
MAST2,-0.03,0.78447
ZNF589,-0.04,0.20199
TGFB3,-0.26,0.44438
CCNB1,-0.01,0.91259
ATP11B,0.1,0.38289
ATF5,-0.04,0.64318
CGRRF1,-0.02,0.81995
DDIT4,0.47,0.16432
TNIP1,0.26,0.08752
PSMB10,0,0.98689
PRAF2,-0.01,0.97037
SESN1,0.12,0.32626
WIPF2,-0.01,0.57265
HACD3,-0.09,0.36964
TPM1,-0.11,0.55992
MAPKAPK2,0.05,0.25443
TOPBP1,0.04,0.68605
SPP1,0.37,0.37491
MTF2,-0.11,0.48835
SMAD3,-0.09,0.62275
SPAG7,-0.08,0.46585
SPTLC2,-0.03,0.60203
CASP7,0.36,0.10383
NUP85,0.01,0.9205
TMEM109,0.07,0.5591
RAE1,-0.2,0.44407
SCRN1,-0.01,0.95593
PRKCQ,0,0.79242
PLOD3,0.24,0.13355
NFIL3,0.24,0.10772
GNAI2,0.1,0.65493
ACAA1,-0.01,0.40157
NOTCH1,-0.01,0.15209
CEBPZ,0.11,0.44044
PAFAH1B1,-0.13,0.49533
WDR7,-0.11,0.50775
IGF1R,0.15,0.44682
CDK7,-0.16,0.22447
VAV3,-0.01,0.44945
CETN3,0.17,0.25526
HAT1,0.12,0.43038
PAN2,0.25,0.11901
TSPAN3,-0.15,0.4214
DDX42,0.1,0.45977
GOLT1B,0.03,0.42016
PDIA5,0.02,0.85391
SMARCD2,0.22,0.05447
TSEN2,0.05,0.68579
EPN2,-0.07,0.68609
ALDOA,-0.07,0.56643
SLC25A14,-0.11,0.49812
MAP4K4,0.22,0.24363
TRAK2,-0.07,0.4585
OXA1L,-0.05,0.64464
CCDC85B,0.02,0.31446
CXCR4,-0.17,0.52347
RAB27A,0.14,0.284
KDM3A,0.45,0.12088
SMC3,0.01,0.43667
PAK4,-0.25,0.35086
CCNH,-0.15,0.28806
TRIM13,0.01,0.54456
HERPUD1,-0.08,0.71857
ELAC2,-0.11,0.68269
TRIB3,0.08,0.67371
PCM1,-0.11,0.32534
DRAP1,-0.07,0.56541
MOK,0.06,0.61087
AKT1,0.01,0.93688
RPA3,-0.33,0.35354
EXOSC4,-0.07,0.38577
P4HA2,0.08,0.31997
PDHX,-0.15,0.21297
TBPL1,0.01,0.94843
PPIE,0.01,0.48048
SCAND1,-0.11,0.30344
TOR1A,0.07,0.12289
DMTF1,0.05,0.63114
PIK3CA,0.03,0.58834
KEAP1,0.1,0.34905
PTPRF,-0.05,0.5036
PAK1,-0.22,0.27895
LAP3,0.18,0.32455
SLC35B1,-0.25,0.12759
MIF,0.11,0.80557
MLEC,0.06,0.4393
CAPN1,-0.07,0.37968
CD58,0.03,0.15749
MICALL1,-0.01,0.30626
UBR7,0.07,0.39833
EPB41L2,0.11,0.43196
DDR1,0.1,0.59159
HSD17B10,-0.01,0.96361
TLK2,-0.04,0.21162
TARBP1,-0.37,0.03581
DNM1,-0.02,0.7913
CCDC92,-0.06,0.65335
ZFP36,0.12,0.77398
USP6NL,-0.06,0.58241
NR1H2,-0.03,0.85448
STK25,-0.04,0.69225
NOL3,0.07,0.32984
SSBP2,0,0.67968
NMT1,0.11,0.51401
CAST,0.04,0.488
PPP2R5A,-0.09,0.59814
ANXA7,-0.12,0.20865
PIK3C3,-0.05,0.61946
CASK,-0.11,0.33621
NSDHL,-0.16,0.28901
G3BP1,0.16,0.31758
COL4A1,0.27,0.23578
ADGRG1,0.21,0.23083
IFNAR1,0.17,0.18854
HEBP1,0.13,0.26278
TUBB6,0.51,0.02287
CTTN,0.35,0.25454
APP,-0.2,0.10812
GALE,0.27,0.24722
ABCF1,-0.06,0.54805
PSME1,-0.33,0.02582
SHB,0.04,0.41277
TMED10,-0.03,0.86868
ADI1,-0.04,0.53978
PAX8,-0.03,0.5538
ZNF395,0.06,0.24913
RAB31,0.03,0.88063
UBE3C,0.11,0.63006
PEX11A,0.3,0.38014
IGF2R,-0.1,0.49612
UFM1,0.1,0.39454
XBP1,0.18,0.40341
CCND3,0.12,0.21785
CERK,0.09,0.37046
MRPL12,-0.06,0.73896
IFRD2,0.03,0.87388
RPA1,-0.04,0.69243
MAMLD1,-0.16,0.10345
HMG20B,0.13,0.46436
PSMF1,0.03,0.59485
ECD,-0.17,0.10295
BCL2,-0.05,0.49933
EGR1,-0.42,0.19904
ABCC5,0,0.18481
KIF5C,0.01,0.83759
RALB,-0.12,0.53003
PGM1,0.07,0.60266
RPS6,-0.08,0.31344
MRPS2,0.26,0.1659
PAK6,-0.08,0.57326
PIK3R4,-0.29,0.30313
TBC1D9B,0,0.46136
APPBP2,0.17,0.45252
COASY,0.19,0.16138
ATF6,0.1,0.19714
SPRED2,0.09,0.57058
TFDP1,0.08,0.41602
TCERG1,-0.28,0.24791
TJP1,0.13,0.38847
IDE,0.09,0.33858
GTPBP8,-0.13,0.34712
OXSR1,0.08,0.47563
CTSD,0.07,0.59295
CBLB,-0.06,0.09705
MAPK1IP1L,0.05,0.22101
HDAC2,-0.03,0.5838
CDK5R1,-0.2,0.53782
BZW2,0.02,0.84837
DNAJC15,-0.02,0.40543
RPP38,-0.2,0.11187
SOX4,-0.01,0.55182
PPP2R5E,-0.08,0.57514
C2CD5,-0.07,0.6547
GFPT1,0.06,0.73289
FBXO11,0.01,0.40211
INSIG1,-0.16,0.30134
BNIP3L,-0.01,0.88421
CHP1,-0.34,0.03164
FBXO21,0.03,0.57238
ME2,-0.08,0.43695
LBR,0.34,0.10661
ADAM10,0.06,0.54789
IGHMBP2,0.02,0.79996
RHEB,-0.02,0.38161
TIAM1,-0.08,0.68567
CNDP2,-0.2,0.58953
NFATC3,0.1,0.42477
CD44,0.31,0.18967
CLTC,-0.4,0.20353
FAM20B,0.03,0.83715
HSPA8,-0.1,0.58466
LIPA,-0.39,0.47044
RNMT,0.08,0.4234
ARNT2,-0.02,0.80779
CLIC4,0.04,0.51066
FAS,-0.01,0.52213
SYNGR3,-0.12,0.56721
HIF1A,0.06,0.56117
MTA1,-0.01,0.39612000000000003
IQGAP1,0.14,0.51467
TCTA,0.03,0.79483
NUSAP1,-0.21,0.652
HK1,-0.11,0.42648
C5,-0.16,0.34131
PIGB,-0.15,0.14957
DYNLT3,-0.15,0.14311
TXNRD1,0.34,0.46454
BRCA1,0.08,0.7415
PIK3R3,-0.19,0.34532
TRAP1,-0.1,0.37617
MBNL2,-0.06,0.48015
PKIG,-0.03,0.7995
STAT1,0.02,0.65557
PFKL,0.02,0.84749
PPP2R3C,0.06,0.62207
PGAM1,-0.08,0.41404
PIN1,0.01,0.96166
PAICS,0.27,0.35206
MAP2K5,-0.08,0.67646
KAT6A,-0.01,0.52643
BIRC2,0.04,0.64959
EFCAB14,0.03,0.55208
CHERP,-0.1,0.58017
LGMN,0.16,0.36834
CSNK1E,0.01,0.22525
SNX7,-0.07,0.57514
AKR7A2,-0.06,0.59424
CNOT4,0.03,0.44167
HEATR1,-0.14,0.5156
ALDH7A1,-0.06,0.53774
INPP4B,-0.03,0.66465
ABHD4,-0.17,0.17189
CHN1,-0.05,0.72876
TLE1,-0.09,0.44373
WDR61,-0.2,0.17932
USP22,0.06,0.50422
FHL2,-0.06,0.74124
HERC6,-0.22,0.321
RPS5,0.16,0.16858
CASP2,0.1,0.22203
BHLHE40,-0.38,0.08741
CAMSAP2,-0.06,0.55663
PPOX,-0.27,0.13591
PTPN1,0.24,0.33964
EXT1,-0.12,0.36571
ZNF274,0.08,0.45351
CNPY3,0.16,0.24777
CCP110,0.03,0.87856
BLMH,-0.02,0.89781
VPS72,-0.04,0.93902
SMC1A,0.09,0.68732
POLB,0.19,0.27023
YTHDF1,0.01,0.95685
CCNA1,0.06,0.76975
SOCS2,0.13,0.1153
DDX10,-0.17,0.34844
NUDCD3,-0.17,0.46619
GADD45A,0.09,0.64779
PARP2,-0.02,0.44582
CSRP1,0.14,0.36736
PRSS23,0.24,0.25883
TIPARP,0.11,0.48328
BID,-0.1,0.31516
CBR1,0,0.99737
SENP6,-0.11,0.17651
BPHL,0.06,0.703
TEX10,0.04,0.80954
COPB2,0.29,0.39117
DAXX,0.22,0.0499
LYPLA1,-0.01,0.68483
CDKN1B,0.01,0.91367
APBB2,-0.03,0.55413
CASC3,0.22,0.09713
STMN1,-0.45,0.32269
SMC4,0.12,0.47742
NFE2L2,0.14,0.18486
NPDC1,-0.03,0.77847
ALDOC,-0.17,0.24014
MCUR1,-0.04,0.71342
BAD,-0.07,0.6563
FASTKD5,0,0.97633
IL13RA1,0.19,0.31267
SLC1A4,0.04,0.4486
SMARCA4,-0.11,0.45784
PRKAG2,0,0.59673
FYN,0.1,0.4513
ATP1B1,-0.13,0.23248
FAIM,0.12,0.43269
HDAC6,0.13,0.51741
ZW10,0.02,0.80764
ZNF131,-0.05,0.42781
MCM3,-0.03,0.78977
RPS6KA1,0.39,0.13942
PSMD4,0.37,0.1675
IARS2,-0.03,0.71655
DNMT1,0.18,0.07196
CREB1,0.13,0.20537
ARPP19,-0.24,0.18872
SUPV3L1,-0.07,0.46157
RHOA,-0.03,0.83068
HADH,0.02,0.42758
MYO10,0.1,0.63573
GFOD1,0.05,0.64099
DUSP22,0.06,0.56662
PPIC,0,0.4919
SACM1L,0.11,0.24898
MRPS16,0.01,0.45071
SATB1,0.1,0.61332
PUF60,-0.02,0.81079
TRAPPC6A,0.01,0.94895
STAMBP,0.06,0.57459
UBE3B,-0.13,0.24833
PECR,-0.04,0.72846
DFFA,0.04,0.5395
TIMM9,-0.09,0.32816
C2CD2L,-0.03,0.50495
DUSP6,-0.2,0.46412
FOXO3,0.08,0.57373
MBTPS1,-0.03,0.42468
ERBB3,-0.07,0.72749
SGCB,0,0.23226
DAG1,0.04,0.70608
MEST,-0.25,0.07371
MYLK,-0.05,0.59808
DNM1L,-0.02,0.2575
POLR1C,0.03,0.43981
ANKRD10,-0.03,0.31649
CDK4,0.13,0.21356
ID2,-0.25,0.30203
TM9SF3,-0.08,0.39933
LYN,0.42,0.04607
OXCT1,-0.2,0.31357
MRPL19,0,0.63597
APOE,-0.06,0.6508
PTPRK,0.16,0.17263
TXNDC9,-0.32,0.27455
SLC35A1,0.01,0.91822
CALU,-0.11,0.38024
SPTAN1,0.08,0.37804
BNIP3,0.05,0.69655
MTERF3,-0.02,0.85072
SUZ12,-0.16,0.24323
ADH5,0.13,0.20139
ENOPH1,-0.07,0.45165
EML3,0.11,0.23099
ZNF451,0.07,0.41734
PRCP,-0.06,0.45883
PPP1R13B,0.07,0.49407
IGFBP3,0.04,0.75969
RBM34,0.03,0.78807
POLG2,0.06,0.67725
PGRMC1,-0.23,0.15828
ARL4C,-0.16,0.53344
CHMP4A,0.08,0.39924
TRIB1,-0.2,0.5708
AKAP8L,0.03,0.27663
PCNA,0,0.99728000000000006
RFC5,0.02,0.54916
ZMIZ1,0.25,0.40046
CPNE3,0.08,0.57424
DERA,0.19,0.25527
DCK,-0.11,0.31633
IKBKB,0.06,0.4773
SHC1,0.08,0.60876
ISOC1,0.05,0.61188
POLR2I,-0.04,0.66332
KDELR2,-0.01,0.80817
KIAA0100,-0.05,0.72951
CCNA2,0.23,0.24085
TBP,-0.14,0.2961
FBXL12,-0.04,0.71958
CORO1A,0.15,0.33849
PDS5A,-0.02,0.29102
ARFIP2,-0.07,0.39072
CCND1,0.21,0.39891
MSRA,-0.12,0.46548
FBXO7,0.03,0.47964
TGFBR2,0.13,0.43844
FOS,0.46,0.51334
KDM5A,0.16,0.29315
ERBB2,-0.3,0.17792
VAPB,-0.14,0.32741
CLPX,-0.03,0.72621
GMNN,0.12,0.53832
ICMT,-0.25,0.11463
STAT3,0.13,0.29777
MACF1,0.11,0.28063
TP53BP2,0.13,0.47667
RFC2,0.02,0.91044
DHRS7,0.21,0.45929
PROS1,0.01,0.92496
RSU1,0.05,0.38649
NUP88,-0.04,0.73978
ZNF318,0.11,0.42326
ETFB,-0.06,0.65962
USP1,-0.03,0.20966
FEZ2,-0.06,0.67115
GAPDH,-0.03,0.71026
CASP3,-0.21,0.19153
DNAJA3,-0.1,0.28768
RRP1B,0.24,0.11627
GDPD5,-0.18,0.44148
SCYL3,0.03,0.92965
RBM6,0.01,0.66895
MYCBP2,-0.06,0.56566
ETS1,-0.15,0.29215
DUSP11,-0.05,0.56856
ARID4B,-0.05,0.66972
RUVBL1,0.01,0.95667
GPER1,1.01,0.01275
ACBD3,-0.07,0.57698
HYOU1,-0.1,0.35043
PCBD1,0.01,0.91619
RFX5,0.03,0.66709
CDK2,0.38,0.32344
PTPRC,0.5,0.07962
CD40,-0.01,0.72064
TBXA2R,0.08,0.50293
PLSCR3,0.07,0.52029
PTGS2,-0.02,0.28386
SFN,0.07,0.46974
GHR,0.24,0.04656
ADRB2,0.12,0.61542
HLA-DRA,0.66,0.17875
PTPN6,0.19,0.22556
PRKCH,0.03,0.57054
KCNK1,-0.18,0.47935
