HGNC_Symbol,LFC,p
MAP3K4,-0.05,0.48612
CREG1,0.02,0.87638
PAF1,-0.01,0.87595
CSNK2A2,0.07,0.48207
JADE2,0.09,0.58714
HMGCR,-0.1,0.45208
ZMYM2,-0.09,0.42102
RPN1,-0.02,0.79061
CANT1,-0.06,0.14185
TRAPPC3,-0.05,0.61432
TOMM34,0.04,0.63064
KAT6B,0.02,0.65477
ITGB1BP1,-0.01,0.84027
SLC27A3,-0.07,0.6821
MFSD10,0.03,0.88581
HSPB1,0.48,0.13075
SLC25A46,-0.05,0.68141
NRIP1,0.02,0.7521
CRTAP,0.07,0.46031
NNT,0.03,0.61847
MAPKAPK3,-0.05,0.42032
TIMM22,-0.06,0.66341
IPO13,0.02,0.86218
GNB5,-0.06,0.70473
CD320,-0.1,0.45102
MTHFD2,0.07,0.09571
FAT1,0.02,0.87114
AGL,-0.06,0.63289
EDEM1,-0.09,0.30043
MAT2A,0.02,0.58947
COG4,0.08,0.45514
MEF2C,0,0.82153
SIRT3,0.09,0.37529
CYTH1,0.15,0.60142
MCOLN1,-0.15,0.22405
FOXO4,-0.02,0.90449
GTF2E2,0.22,0.05725
JMJD6,0.38,0.10087
EED,0.1,0.462
ST3GAL5,-0.03,0.67773
BLCAP,-0.06,0.41136
PWP1,-0.05,0.55118
NGRN,-0.02,0.67996
STUB1,-0.04,0.58627
ABHD6,0,0.73281
FKBP14,0.1,0.27017
SLC25A13,-0.02,0.79783
TATDN2,-0.14,0.4529
PLA2G15,0.19,0.06172
PIP4K2B,-0.14,0.3801
DHX29,0,0.8038
CSK,0.1,0.40096
PTPN12,0.09,0.38219
WFS1,0.12,0.23509
RB1,0.22,0.13637
PCK2,-0.1,0.31311
COPS7A,-0.05,0.53431
RAP1GAP,-0.06,0.77063
ST7,-0.32,0.13522
VPS28,-0.08,0.42964
ETV1,-0.08,0.4551
RNH1,0.19,0.2223
XPO7,-0.03,0.60782
NFATC4,-0.1,0.41425
PNP,0.1,0.65869
RAB11FIP2,-0.07,0.58291
ILK,0.02,0.84475
NCOA3,0.08,0.51643
ATF1,0.03,0.55494
GNAI1,-0.03,0.86053
SNX13,-0.03,0.62786
TICAM1,0.05,0.71343
SPEN,0.03,0.44537
PSMG1,0.02,0.85753
TSC22D3,0.13,0.33457
SDHB,0.27,0.1666
TXNL4B,0.09,0.20546
NIPSNAP1,-0.04,0.71118
ADAT1,0.02,0.83241
RPIA,0.02,0.87024
PCCB,0.11,0.62076
SORBS3,-0.03,0.42139
CHEK1,-0.1,0.31598
CCDC86,-0.01,0.93544
SQSTM1,0.02,0.50006
BDH1,-0.07,0.4086
ATG3,-0.01,0.83459
HTRA1,0.21,0.1401
FAH,-0.31,0.10944
ABCB6,-0.01,0.65817
LSM5,-0.13,0.29855
NIT1,-0.27,0.34148
GAA,-0.07,0.42062
STAT5B,-0.04,0.47624
EIF4G1,0,0.71871
SKIV2L,-0.03,0.77843
NCAPD2,0.03,0.82024
BECN1,-0.02,0.46461
ARHGAP1,0.01,0.55898
FSD1,-0.09,0.33134
HSPA4,0.04,0.63781
CEP57,0.05,0.49441
PAFAH1B3,-0.08,0.66655
GNPDA1,0.02,0.80736
PARP1,-0.09,0.22308
GABPB1,0.38,0.20741
SNAP25,-0.02,0.78465
FOXJ3,0.01,0.81444
VGLL4,-0.02,0.83348
SLC11A2,0.18,0.42557
RBM15B,-0.07,0.45712
ELAVL1,0.01,0.56221
STK10,-0.09,0.53535
PTK2B,0.07,0.63736
NCK1,0.03,0.19659
MAPK13,0.11,0.4474
PPARD,0.11,0.57138
GPATCH8,0.02,0.88451
MAST2,-0.18,0.32837
ZNF589,-0.01,0.59407
TGFB3,-0.04,0.81907
CCNB1,-0.1,0.59816
ATP11B,-0.04,0.3267
ATF5,0.2,0.31093
CGRRF1,-0.01,0.93011
DDIT4,0.55,0.08626
TNIP1,-0.07,0.48492
PSMB10,-0.02,0.88674
PRAF2,-0.19,0.10774
SESN1,0.16,0.21966
WIPF2,0.08,0.30576
HACD3,-0.04,0.65733
TPM1,-0.08,0.63929
MAPKAPK2,0.06,0.7342
TOPBP1,-0.17,0.11106
SPP1,0.22,0.43734
MTF2,0.09,0.39416
SMAD3,-0.08,0.31125
SPAG7,-0.08,0.27373
SPTLC2,0,0.87378
CASP7,0.06,0.73525
NUP85,0.04,0.645
TMEM109,0.04,0.63376
RAE1,0.06,0.51774
SCRN1,0.02,0.80041
PRKCQ,0.02,0.83226
PLOD3,0.08,0.39513
NFIL3,0.1,0.69748
GNAI2,-0.21,0.28929
ACAA1,0.11,0.27096
NOTCH1,-0.06,0.58774
CEBPZ,0.05,0.63203
PAFAH1B1,-0.06,0.70313
WDR7,0.01,0.58729
IGF1R,0.15,0.27488
CDK7,0.07,0.42533
VAV3,-0.14,0.58674
CETN3,0.04,0.75238
HAT1,0.04,0.72604
PAN2,0.1,0.33217
TSPAN3,0.08,0.39738
DDX42,-0.02,0.75703
GOLT1B,-0.02,0.47935
PDIA5,0.01,0.85767
SMARCD2,0.15,0.25492
TSEN2,-0.02,0.76593
EPN2,0.14,0.67801
ALDOA,0,0.86647
SLC25A14,-0.07,0.48926
MAP4K4,0.18,0.20229
TRAK2,0.11,0.35679
OXA1L,0.04,0.6256
CCDC85B,-0.19,0.31177
CXCR4,0.1,0.53419
RAB27A,0.08,0.4568
KDM3A,0.06,0.03722
SMC3,-0.06,0.52587
PAK4,0.16,0.46998
CCNH,0.03,0.83886
TRIM13,0.37,0.19658
HERPUD1,-0.02,0.48534
ELAC2,-0.08,0.65343
TRIB3,0.18,0.53497
PCM1,0.06,0.26996
DRAP1,-0.08,0.38767
MOK,-0.08,0.37296
AKT1,-0.04,0.66525
RPA3,-0.02,0.95302
EXOSC4,-0.03,0.4837
P4HA2,-0.32,0.05333
PDHX,0.06,0.49454
TBPL1,0.01,0.84297
PPIE,0,0.57761
SCAND1,-0.12,0.23198
TOR1A,0.22,0.11057
DMTF1,0.11,0.21908
PIK3CA,-0.02,0.72927
KEAP1,0.12,0.24431
PTPRF,-0.05,0.54537
PAK1,-0.09,0.54138
LAP3,0.03,0.86344
SLC35B1,-0.06,0.56761
MIF,-0.07,0.86969
MLEC,-0.04,0.45611
CAPN1,0.07,0.39591
CD58,0.04,0.54623
MICALL1,-0.14,0.47007
UBR7,0.13,0.33186
EPB41L2,-0.1,0.50471
DDR1,0.03,0.76058
HSD17B10,-0.04,0.71039
TLK2,0.07,0.40069
TARBP1,-0.28,0.13398
DNM1,0,0.56819
CCDC92,0.1,0.25097
ZFP36,-0.03,0.94437
USP6NL,-0.08,0.39406
NR1H2,0.13,0.34624
STK25,-0.1,0.25283
NOL3,0.12,0.38234
SSBP2,-0.05,0.53403
NMT1,-0.04,0.67713
CAST,0.01,0.4943
PPP2R5A,0.06,0.3225
ANXA7,0.01,0.68681
PIK3C3,0,0.47857
CASK,-0.05,0.48837
NSDHL,-0.06,0.54552
G3BP1,-0.01,0.59552
COL4A1,0.14,0.63665
ADGRG1,-0.04,0.55098
IFNAR1,-0.12,0.38606
HEBP1,0,0.97024
TUBB6,0.43,0.22503
CTTN,0.1,0.57078
APP,-0.05,0.58534
GALE,-0.07,0.29314
ABCF1,0.03,0.65759
PSME1,-0.19,0.21287
SHB,-0.01,0.62745
TMED10,0.12,0.41716
ADI1,0.2,0.20156
PAX8,0.08,0.35451
ZNF395,0.33,0.14558
RAB31,0.06,0.6946
UBE3C,-0.15,0.46532
PEX11A,0.11,0.66082
IGF2R,-0.15,0.40166
UFM1,0.06,0.64312
XBP1,0.23,0.14025
CCND3,0.11,0.52565
CERK,-0.05,0.46391
MRPL12,-0.11,0.38101
IFRD2,-0.04,0.59461
RPA1,-0.13,0.26052
MAMLD1,-0.04,0.82585
HMG20B,0.11,0.61318
PSMF1,-0.02,0.5398
ECD,-0.01,0.93882
BCL2,-0.09,0.65142
EGR1,-0.38,0.20592
ABCC5,0.2,0.13694
KIF5C,-0.02,0.52129
RALB,-0.01,0.79149
PGM1,0,0.96729
RPS6,0.04,0.70465
MRPS2,0.19,0.09064
PAK6,-0.11,0.40338
PIK3R4,-0.3,0.27803
TBC1D9B,0.01,0.44122
APPBP2,0.04,0.53968
COASY,0.02,0.82922
ATF6,0.15,0.17541
SPRED2,0.01,0.5761
TFDP1,0.06,0.327
TCERG1,-0.02,0.62291
TJP1,0.01,0.50664
IDE,-0.01,0.60665
GTPBP8,0.04,0.5519
OXSR1,0.04,0.6811
CTSD,-0.16,0.10433
CBLB,-0.17,0.29008
MAPK1IP1L,-0.05,0.49021
HDAC2,0.08,0.44229
CDK5R1,-0.27,0.37801
BZW2,-0.03,0.6964
DNAJC15,0.1,0.26559
RPP38,-0.02,0.83369
SOX4,0.13,0.47576
PPP2R5E,-0.01,0.55177
C2CD5,0.05,0.62495
GFPT1,0,0.64094
FBXO11,0.23,0.42901
INSIG1,-0.19,0.23853
BNIP3L,0.01,0.86913
CHP1,-0.13,0.34709
FBXO21,0.1,0.41855
ME2,-0.07,0.47068
LBR,0.14,0.43325
ADAM10,-0.02,0.32403
IGHMBP2,0.02,0.85315
RHEB,0.06,0.56381
TIAM1,-0.12,0.46232
CNDP2,-0.24,0.54939
NFATC3,0.11,0.39163
CD44,0.03,0.43901
CLTC,-0.1,0.51436
FAM20B,-0.05,0.58031
HSPA8,0.01,0.92388
LIPA,-0.05,0.79189
RNMT,0.1,0.598
ARNT2,-0.05,0.52204
CLIC4,-0.12,0.5812
FAS,0.03,0.60739
SYNGR3,-0.12,0.38655
HIF1A,0.13,0.2517
MTA1,-0.02,0.79571
IQGAP1,0.12,0.34356
TCTA,-0.01,0.88456
NUSAP1,-0.02,0.54686
HK1,0.01,0.88678
C5,-0.06,0.64558
PIGB,-0.03,0.78946
DYNLT3,0.01,0.87271
TXNRD1,-0.06,0.67983
BRCA1,0.04,0.76796
PIK3R3,0.3,0.09615
TRAP1,-0.26,0.45615
MBNL2,0.02,0.27348
PKIG,-0.1,0.28599
STAT1,-0.12,0.45623
PFKL,-0.12,0.19123
PPP2R3C,0.1,0.56844
PGAM1,-0.01,0.94477
PIN1,-0.08,0.53043
PAICS,-0.09,0.4354
MAP2K5,0.22,0.24594
KAT6A,-0.11,0.32219
BIRC2,0.06,0.60663
EFCAB14,0.01,0.66035
CHERP,0.1,0.47123
LGMN,-0.16,0.44087
CSNK1E,-0.02,0.28245
SNX7,-0.01,0.93848
AKR7A2,-0.07,0.40887
CNOT4,-0.05,0.7257
HEATR1,0.14,0.48677
ALDH7A1,0.12,0.4682
INPP4B,0.08,0.33734
ABHD4,0.07,0.7447
CHN1,0.02,0.73874
TLE1,0.01,0.63313
WDR61,-0.02,0.60718
USP22,-0.23,0.0722
FHL2,-0.05,0.72915
HERC6,0.18,0.44305
RPS5,0.05,0.52848
CASP2,-0.07,0.57536
BHLHE40,0.04,0.49313
CAMSAP2,0.08,0.46654
PPOX,-0.04,0.59835
PTPN1,-0.11,0.35334
EXT1,-0.04,0.53831
ZNF274,0.07,0.49005
CNPY3,-0.03,0.4748
CCP110,0.23,0.19755
BLMH,0.23,0.08735
VPS72,0.75,0.01327
SMC1A,-0.01,0.61051
POLB,-0.22,0.32311
YTHDF1,0.06,0.57474
CCNA1,-0.11,0.3519
SOCS2,-0.23,0.05708
DDX10,0.12,0.63766
NUDCD3,-0.15,0.19632
GADD45A,0.07,0.84803
PARP2,-0.08,0.41888
CSRP1,0.03,0.77792
PRSS23,-0.05,0.65001
TIPARP,0.21,0.28001
BID,-0.07,0.40708
CBR1,-0.07,0.6676
SENP6,0.03,0.32073
BPHL,-0.04,0.75053
TEX10,-0.03,0.52662
COPB2,0.12,0.48485
DAXX,-0.1,0.54172
LYPLA1,-0.07,0.44085
CDKN1B,0.06,0.60786
APBB2,0.09,0.51906
CASC3,-0.01,0.91918
STMN1,-0.47,0.13117
SMC4,0.09,0.66629
NFE2L2,0.12,0.42953
NPDC1,-0.01,0.94879
ALDOC,0.01,0.91644
MCUR1,0.01,0.66784
BAD,0.02,0.50103
FASTKD5,0.14,0.29795
IL13RA1,0.35,0.10005
SLC1A4,0.06,0.56236
SMARCA4,-0.17,0.30584
PRKAG2,0.01,0.68928
FYN,0.09,0.346
ATP1B1,0.04,0.56069
FAIM,-0.16,0.21048
HDAC6,-0.05,0.37478
ZW10,0.04,0.61581
ZNF131,0.1,0.67432
MCM3,-0.05,0.58535
RPS6KA1,0.06,0.74015
PSMD4,-0.06,0.68787
IARS2,0.02,0.81518
DNMT1,0.13,0.10245
CREB1,0.07,0.41482
ARPP19,-0.13,0.27435
SUPV3L1,-0.03,0.68324
RHOA,0.03,0.67468
HADH,-0.11,0.26561
MYO10,0.02,0.90546
GFOD1,0,0.81776
DUSP22,0.01,0.93528
PPIC,-0.25,0.42285
SACM1L,-0.05,0.44087
MRPS16,-0.1,0.25756
SATB1,0.02,0.88044
PUF60,-0.06,0.39065
TRAPPC6A,-0.17,0.41723
STAMBP,0.01,0.79136
UBE3B,0.11,0.48325
PECR,-0.06,0.67041
DFFA,0.07,0.33805
TIMM9,-0.11,0.20431
C2CD2L,-0.15,0.62018
DUSP6,-0.36,0.2326
FOXO3,-0.12,0.35152
MBTPS1,-0.02,0.81207
ERBB3,0.04,0.58794
SGCB,0.08,0.59205
DAG1,-0.05,0.62181
MEST,-0.14,0.24851
MYLK,0.07,0.35931
DNM1L,0.2,0.37069
POLR1C,-0.02,0.79182
ANKRD10,0,0.80605
CDK4,0.13,0.12374
ID2,0.04,0.44403
TM9SF3,-0.07,0.52314
LYN,0.19,0.31528
OXCT1,0.01,0.95587
MRPL19,0.03,0.54937
APOE,0.07,0.66151
PTPRK,0.11,0.35666
TXNDC9,-0.2,0.46682
SLC35A1,-0.11,0.29717
CALU,-0.09,0.58885
SPTAN1,-0.01,0.51709
BNIP3,0.1,0.26373
MTERF3,-0.01,0.88974
SUZ12,0,0.7871
ADH5,-0.01,0.88811
ENOPH1,-0.07,0.43155
EML3,0.19,0.24169
ZNF451,0.14,0.31687
PRCP,-0.19,0.3085
PPP1R13B,0.03,0.74057
IGFBP3,0.19,0.41682
RBM34,0.35,0.08473
POLG2,-0.03,0.86156
PGRMC1,-0.21,0.2134
ARL4C,0.12,0.24777
CHMP4A,-0.03,0.75785
TRIB1,0.1,0.36609
AKAP8L,0.08,0.62453
PCNA,0.07,0.61932
RFC5,-0.21,0.22296
ZMIZ1,0.14,0.58683
CPNE3,-0.09,0.52415
DERA,0.15,0.26769
DCK,-0.05,0.66575
IKBKB,0,0.5469
SHC1,0,0.86726
ISOC1,-0.02,0.88703
POLR2I,0,0.96967
KDELR2,0,0.57281
KIAA0100,-0.04,0.6666
CCNA2,0.26,0.137
TBP,0.07,0.37887
FBXL12,0.12,0.47696
CORO1A,-0.13,0.40653
PDS5A,0.02,0.42515
ARFIP2,0.01,0.83729
CCND1,-0.28,0.12006
MSRA,-0.06,0.60895
FBXO7,0.01,0.46726
TGFBR2,-0.06,0.7021
FOS,-0.5,0.34531
KDM5A,0.11,0.45155
ERBB2,-0.1,0.45865
VAPB,0.04,0.59305
CLPX,0.03,0.56799
GMNN,0.29,0.15935
ICMT,-0.06,0.41366000000000003
STAT3,0.15,0.32581
MACF1,0.05,0.53547
TP53BP2,0.2,0.29306
RFC2,0.08,0.57803
DHRS7,0.03,0.55689
PROS1,0.09,0.56367
RSU1,-0.07,0.60152
NUP88,0.04,0.71429
ZNF318,-0.08,0.58655
ETFB,-0.13,0.28123
USP1,0.04,0.61781
FEZ2,0.02,0.55917
GAPDH,0.01,0.82437
CASP3,-0.08,0.47921
DNAJA3,0.01,0.57758
RRP1B,0.01,0.88118
GDPD5,0.16,0.36245
SCYL3,-0.04,0.73558
RBM6,-0.01,0.7211
MYCBP2,-0.07,0.44228
ETS1,0.15,0.41432
DUSP11,0.05,0.51599
ARID4B,0.35,0.08473
RUVBL1,0.12,0.66048
GPER1,0.21,0.49089
ACBD3,-0.04,0.71497
HYOU1,0,0.96778
PCBD1,-0.1,0.32587
RFX5,-0.15,0.47544
CDK2,0.14,0.38986
PTPRC,0.05,0.5534
CD40,0.19,0.38735
TBXA2R,-0.17,0.44741
PLSCR3,0.03,0.75451
PTGS2,-0.02,0.81076
SFN,-0.08,0.69992
GHR,0.25,0.0586
ADRB2,0.01,0.95139
HLA-DRA,0.18,0.70011
PTPN6,0.12,0.35327
PRKCH,0.01,0.63221
KCNK1,-0.15,0.55501
