HGNC_Symbol,LFC,p
RTN2,0.01,0.943
PLEKHM1,0.04,0.795
B4GAT1,0,0.976
RNPS1,-0.12,0.687
PRPF4,-0.01,0.964
LSM6,-0.05,0.583
RFNG,0.13,0.56
PYGL,-1.37,0.0293
FGFR2,1.18,0
MMP2,-0.27,0.206
LRPAP1,0.01,0.944
WASF3,NA,NA
CRK,-0.58,0.0948
MSH6,0.15,0.172
KLHL21,-0.2,0.236
GLRX,-0.03,0.833
EBP,-0.14,0.366
SYNE2,-0.01,0.978
SLC35F2,NA,NA
CDKN1A,-0.66,0.0386
EPHA3,NA,NA
ABL1,0.31,0.258
TP53BP1,NA,NA
TCEA2,0.2,0.265
STX1A,NA,NA
CISD1,0.04,0.699
COL1A1,-0.57,0.00601
KCTD5,NA,NA
PTK2,0.3,0.175
TERF2IP,-0.17,0.277
DECR1,-0.13,0.44
SNX11,-1.31,1e-5
EBNA1BP2,0.28,0.037
BCL7B,-0.35,0.044
FDFT1,-0.3,0.0629
DNAJB1,0.16,0.219
NPC1,NA,NA
SNCA,0.26,0.417
PSME2,0.09,0.443
PSIP1,-0.35,0.0732
COG2,-0.01,0.967
RALA,0.09,0.448
RPA2,0.05,0.731
SCP2,0.14,0.504
NCK2,-0.12,0.433
CDK6,0.58,0.0129
CDC42,-0.03,0.887
ADO,0.13,0.29
JUN,0.73,0.165
TMCO1,-0.16,0.206
TSPAN4,-1.18,0.00157
HSPA1A,0.01,0.96
RAD51C,-0.17,0.236
ITGAE,0.66,0.114
EGFR,0.11,0.556
PRR7,0.07,0.601
SLC25A4,0.08,0.713
FKBP4,0.97,0.00871
EIF5,0.15,0.568
SYPL1,0.02,0.921
ACAT2,0.03,0.827
RAB4A,0.02,0.866
RNF167,-0.14,0.285
PSMD10,-0.07,0.675
TESK1,0.26,0.167
BAMBI,NA,NA
CRKL,-0.02,0.907
UTP14A,-0.02,0.845
EAPP,-0.13,0.408
PLSCR1,-0.29,0.415
CIAPIN1,-0.01,0.92
SMNDC1,-0.41,0.0584
ARHGEF12,NA,NA
MPC2,0.11,0.593
CDC25B,0.16,0.233
INPP1,0.09,0.718
CYCS,-0.03,0.768
CALM3,-0.36,0.0029
CAB39,NA,NA
IER3,0.5,0.142
HSPD1,0.33,0.0793
PIK3C2B,NA,NA
FIS1,-0.08,0.598
DLD,0.11,0.321
MALT1,-0.1,0.72
TPD52L2,-0.37,0.354
ACD,0.06,0.803
NUCB2,0.07,0.551
PMAIP1,0.14,0.646
GTF2A2,0.07,0.597
ITFG1,-0.09,0.483
KTN1,0,0.989
USP7,0.01,0.948
SNX6,-0.02,0.94
DNTTIP2,0.36,0.11
PSMD9,0.21,0.253
MYCBP,-0.06,0.709
PIH1D1,-0.32,0.166
LAGE3,NA,NA
CLSTN1,NA,NA
ARID5B,0.22,0.303
PDLIM1,-0.39,0.162
GPC1,0.36,0.182
SCARB1,0.45,0.0052
MVP,0.03,0.914
NUP93,-0.62,0.0197
GADD45B,-0.12,0.563
ASAH1,-0.16,0.462
SOX2,NA,NA
PDGFA,NA,NA
ATP6V1D,0.41,0.0319
VDAC1,0.3,0.0466
MKNK1,0.14,0.559
LPGAT1,-0.46,0.207
LYRM1,-0.24,0.432
NR3C1,0.79,0.00494
COG7,NA,NA
ACLY,0.01,0.946
UGDH,-1.2,0.00269
PCMT1,0.09,0.62
USP14,-0.14,0.553
PNKP,0.13,0.627
MLLT11,NA,NA
PSRC1,0.24,0.065
MAPK9,0.22,0.297
IGF2BP2,-0.24,0.204
NUP133,-0.01,0.949
TXLNA,NA,NA
DCUN1D4,-0.33,0.0598
ECH1,0.07,0.491
NRAS,-0.36,0.0863
TBC1D31,0.09,0.512
NPRL2,-0.16,0.447
ITGB5,0.83,0
STXBP1,0.04,0.824
VAT1,0.11,0.632
DNAJB2,0.02,0.952
KDM5B,-0.43,0.222
ELOVL6,NA,NA
GATA2,-0.3,0.247
DFFB,NA,NA
POLR2K,0.34,0.178
PSMD2,-0.09,0.734
GRN,-0.26,0.0716
TRAM2,NA,NA
TMEM50A,-0.16,0.358
GLOD4,-0.03,0.781
SCCPDH,0.11,0.643
CCNE2,-0.77,0.0888
YME1L1,-0.08,0.79
HSD17B11,-0.56,0.0704
TES,-0.24,0.367
GNA11,-0.13,0.634
DUSP3,-0.11,0.47
STX4,0.01,0.977
UBE2L6,0.01,0.964
MAP7,-0.09,0.66
TRIM2,0.98,3e-5
AKAP8,-0.03,0.914
BLVRA,0.22,0.198
XPNPEP1,0.13,0.587
RAB21,0.12,0.428
HTATSF1,0.21,0.0603
PLA2G4A,0.05,0.818
MBNL1,0.31,0.212
NOSIP,-0.36,0.0107
ATP2C1,-0.09,0.433
PHKA1,-0.63,0.0161
GRB10,0.08,0.643
RBKS,NA,NA
PHKB,0.07,0.706
ANO10,0.03,0.87
CHIC2,-0.68,0.0779
PHGDH,-0.09,0.609
TCEAL4,0.16,0.462
POP4,0.02,0.949
TIMP2,-0.37,0.188
ARHGEF2,NA,NA
CRYZ,0.19,0.354
EVL,0,0.991
CIRBP,-0.09,0.511
MTFR1,-0.29,0.2
RPL39L,0,0.982
MAP3K4,0.11,0.613
CREG1,0.4,0.262
PAF1,-0.28,0.0851
CSNK2A2,-0.02,0.877
JADE2,NA,NA
HMGCR,-0.14,0.412
ZMYM2,-0.32,0.0106
RPN1,-0.99,0.0143
CANT1,0.03,0.863
TRAPPC3,-0.01,0.957
TOMM34,0.09,0.655
KAT6B,0.4,0.202
ITGB1BP1,0.08,0.717
SLC27A3,-0.16,0.257
MFSD10,1.2,1e-5
HSPB1,-0.68,0.0296
SLC25A46,-0.16,0.632
NRIP1,NA,NA
CRTAP,-0.62,0.0146
NNT,-0.05,0.849
MAPKAPK3,-0.6,0.0663
TIMM22,-0.04,0.815
IPO13,NA,NA
GNB5,0.17,0.274
CD320,0.11,0.536
MTHFD2,0.14,0.326
FAT1,NA,NA
AGL,-0.24,0.127
EDEM1,0.05,0.781
MAT2A,-0.41,0.206
COG4,0.09,0.759
MEF2C,0.44,0.128
SIRT3,0.12,0.315
CYTH1,0.01,0.897
MCOLN1,0.13,0.616
FOXO4,NA,NA
GTF2E2,0.1,0.496
JMJD6,0,0.985
EED,0.29,0.0154
ST3GAL5,0.86,9e-5
BLCAP,0.18,0.188
PWP1,0.16,0.157
NGRN,-0.26,0.189
STUB1,0.03,0.792
ABHD6,-0.17,0.438
FKBP14,0.12,0.574
SLC25A13,NA,NA
TATDN2,NA,NA
PLA2G15,-0.35,0.201
PIP4K2B,NA,NA
DHX29,-0.7,0.00827
CSK,0.18,0.262
PTPN12,-0.09,0.816
WFS1,0.12,0.35
RB1,-0.78,0.00679
PCK2,0.25,0.303
COPS7A,-0.09,0.534
RAP1GAP,-0.27,0.309
ST7,-0.58,0.0213
VPS28,0.12,0.682
ETV1,0.23,0.3
RNH1,0.11,0.307
XPO7,NA,NA
NFATC4,-0.23,0.145
PNP,0.38,0.0779
RAB11FIP2,NA,NA
ILK,0.36,0.17
NCOA3,NA,NA
ATF1,0.47,0.00791
GNAI1,NA,NA
SNX13,-0.16,0.5
TICAM1,0.21,0.171
SPEN,-0.3,0.353
PSMG1,0.15,0.12
TSC22D3,-1.43,0.0148
SDHB,-0.13,0.457
TXNL4B,-0.01,0.969
NIPSNAP1,-0.01,0.906
ADAT1,-0.14,0.612
RPIA,-0.59,0.0125
PCCB,0.01,0.95
SORBS3,-0.04,0.911
CHEK1,1.59,3e-5
CCDC86,-0.18,0.412
SQSTM1,-0.02,0.9
BDH1,0.23,0.407
ATG3,0.03,0.85
HTRA1,NA,NA
FAH,0.08,0.635
ABCB6,-0.96,2.5e-4
LSM5,-0.03,0.897
NIT1,0.03,0.877
GAA,-0.1,0.728
STAT5B,-0.32,0.204
EIF4G1,0.74,0.00103
SKIV2L,NA,NA
NCAPD2,-0.25,0.0737
BECN1,0.01,0.949
ARHGAP1,NA,NA
FSD1,NA,NA
HSPA4,0.12,0.63
CEP57,0.03,0.885
PAFAH1B3,0.07,0.62
GNPDA1,0.01,0.926
PARP1,-0.31,0.0575
GABPB1,-0.16,0.536
SNAP25,-1.37,0.00216
FOXJ3,-0.13,0.198
VGLL4,-0.07,0.707
SLC11A2,0.27,0.154
RBM15B,0.01,0.928
ELAVL1,0.1,0.479
STK10,NA,NA
PTK2B,-0.75,0.0101
NCK1,0,0.988
MAPK13,-0.22,0.0753
PPARD,0.07,0.506
GPATCH8,NA,NA
MAST2,NA,NA
ZNF589,-0.06,0.564
TGFB3,NA,NA
CCNB1,0.02,0.946
ATP11B,-0.33,0.289
ATF5,0.2,0.521
CGRRF1,0,0.993
DDIT4,-0.2,0.284
TNIP1,-0.41,0.387
PSMB10,-0.09,0.515
PRAF2,-0.05,0.697
SESN1,-0.33,0.126
WIPF2,-0.17,0.159
HACD3,0.22,0.534
TPM1,-0.89,2.4e-4
MAPKAPK2,-0.22,0.28
TOPBP1,-0.84,0.00465
SPP1,1.19,3.5e-4
MTF2,0.32,0.0407
SMAD3,0.4,0.0708
SPAG7,-0.18,0.167
SPTLC2,-0.05,0.77
CASP7,-0.01,0.974
NUP85,-0.03,0.882
TMEM109,NA,NA
RAE1,NA,NA
SCRN1,-0.19,0.396
PRKCQ,NA,NA
PLOD3,NA,NA
NFIL3,-0.18,0.406
GNAI2,-0.45,0.138
ACAA1,-0.35,0.0878
NOTCH1,NA,NA
CEBPZ,0.26,0.0807
PAFAH1B1,0.08,0.784
WDR7,0.2,0.375
IGF1R,NA,NA
CDK7,-0.18,0.241
VAV3,-1.03,0.00126
CETN3,0.08,0.747
HAT1,0.05,0.84
PAN2,-1.04,0.00123
TSPAN3,-0.38,0.12
DDX42,NA,NA
GOLT1B,0.5,0.00215
PDIA5,0.43,1.7e-4
SMARCD2,-0.17,0.305
TSEN2,-0.04,0.777
EPN2,0.21,0.155
ALDOA,0.21,0.433
SLC25A14,0.21,0.245
MAP4K4,-0.32,0.122
TRAK2,-1.22,0.00151
OXA1L,-0.01,0.927
CCDC85B,-0.07,0.646
CXCR4,-0.64,0.0882
RAB27A,0.24,0.325
KDM3A,0,1
SMC3,-0.02,0.924
PAK4,0.39,0.146
CCNH,0.21,0.17
TRIM13,-0.15,0.258
HERPUD1,-0.26,0.314
ELAC2,-0.16,0.177
TRIB3,-0.15,0.425
PCM1,NA,NA
DRAP1,-0.15,0.515
MOK,NA,NA
AKT1,1.29,0
RPA3,NA,NA
EXOSC4,0.08,0.723
P4HA2,0.26,0.128
PDHX,-0.32,0.0807
TBPL1,0.04,0.798
PPIE,0.12,0.386
SCAND1,-0.05,0.893
TOR1A,-0.28,0.311
DMTF1,-0.32,0.293
PIK3CA,-0.52,0.161
KEAP1,0.24,0.245
PTPRF,1.03,0.00866
PAK1,-0.18,0.537
LAP3,-0.05,0.848
SLC35B1,0.23,0.218
MIF,0.35,0.174
MLEC,-0.02,0.926
CAPN1,-0.01,0.908
CD58,0.4,0.0675
MICALL1,0.19,0.369
UBR7,0.03,0.856
EPB41L2,NA,NA
DDR1,-0.03,0.923
HSD17B10,0.12,0.463
TLK2,0.17,0.161
TARBP1,-0.01,0.887
DNM1,0.3,0.244
CCDC92,-0.05,0.715
ZFP36,-0.11,0.467
USP6NL,-0.17,0.313
NR1H2,-0.12,0.449
STK25,0.2,0.245
NOL3,0.13,0.552
SSBP2,-0.41,0.0766
NMT1,-0.04,0.835
CAST,0.04,0.898
PPP2R5A,-0.63,0.0755
ANXA7,-0.74,0.0112
PIK3C3,0.16,0.556
CASK,0.09,0.731
NSDHL,-0.09,0.785
G3BP1,0,0.978
COL4A1,NA,NA
ADGRG1,-0.53,0.0359
IFNAR1,-0.26,0.407
HEBP1,0.12,0.529
TUBB6,0.49,0.176
CTTN,NA,NA
APP,-0.31,0.175
GALE,-0.07,0.719
ABCF1,0.11,0.705
PSME1,-0.01,0.97
SHB,NA,NA
TMED10,-0.33,0.0984
ADI1,0.06,0.623
PAX8,-0.39,0.088
ZNF395,-0.12,0.438
RAB31,-0.1,0.745
UBE3C,-0.09,0.583
PEX11A,NA,NA
IGF2R,NA,NA
UFM1,-0.07,0.598
XBP1,-0.06,0.74
CCND3,-0.92,0.0223
CERK,NA,NA
MRPL12,-0.13,0.505
IFRD2,-0.01,0.953
RPA1,-0.48,0.016
MAMLD1,-0.07,0.811
HMG20B,0.04,0.741
PSMF1,0,0.981
ECD,0.06,0.725
BCL2,-0.18,0.472
EGR1,0.12,0.867
ABCC5,-0.06,0.693
KIF5C,NA,NA
RALB,-1.08,0.0295
PGM1,-0.74,0.0031
RPS6,-0.02,0.81
MRPS2,0.04,0.795
PAK6,0.15,0.48
PIK3R4,-0.24,0.157
TBC1D9B,0.25,0.129
APPBP2,-0.33,0.312
COASY,-0.19,0.535
ATF6,-0.39,0.218
SPRED2,NA,NA
TFDP1,0.3,0.116
TCERG1,-0.48,0.0881
TJP1,NA,NA
IDE,0.2,0.581
GTPBP8,-0.06,0.789
OXSR1,0.44,0.0111
CTSD,0.13,0.722
CBLB,0.17,0.667
MAPK1IP1L,-0.08,0.694
HDAC2,-0.12,0.64
CDK5R1,-0.59,0.0216
BZW2,-0.21,0.158
DNAJC15,0.1,0.375
RPP38,0.33,0.0664
SOX4,-0.42,0.00479
PPP2R5E,0.21,0.45
C2CD5,-0.36,0.262
GFPT1,0.01,0.983
FBXO11,-0.45,0.248
INSIG1,0.5,0.114
BNIP3L,-0.05,0.748
CHP1,-0.13,0.329
FBXO21,-0.77,0.00754
ME2,-0.06,0.735
LBR,-0.38,0.182
ADAM10,0.13,0.71
IGHMBP2,NA,NA
RHEB,0.04,0.751
TIAM1,-0.11,0.649
CNDP2,0.78,4e-5
NFATC3,-0.06,0.595
CD44,0.46,0.226
CLTC,NA,NA
FAM20B,NA,NA
HSPA8,-0.01,0.939
LIPA,0.9,8.8e-4
RNMT,-0.16,0.123
ARNT2,NA,NA
CLIC4,0.38,0.00913
FAS,-0.7,0.0462
SYNGR3,0.54,0.0664
HIF1A,-0.38,0.307
MTA1,NA,NA
IQGAP1,-0.18,0.558
TCTA,-0.08,0.43
NUSAP1,-0.19,0.426
HK1,NA,NA
C5,-0.8,7e-5
PIGB,-0.25,0.111
DYNLT3,0.32,0.0531
TXNRD1,NA,NA
BRCA1,-0.58,0.0545
PIK3R3,0,0.997
TRAP1,-0.31,0.088
MBNL2,-0.02,0.901
PKIG,-0.5,0.127
STAT1,-0.07,0.686
PFKL,NA,NA
PPP2R3C,-0.9,0.00319
PGAM1,-0.13,0.287
PIN1,0.16,0.456
PAICS,1.25,0
MAP2K5,-0.02,0.912
KAT6A,NA,NA
BIRC2,-0.05,0.728
EFCAB14,-0.02,0.844
CHERP,NA,NA
LGMN,0.51,0.239
CSNK1E,0.62,0.442
SNX7,NA,NA
AKR7A2,0.01,0.951
CNOT4,-0.01,0.912
HEATR1,-0.17,0.195
ALDH7A1,-0.3,0.15
INPP4B,NA,NA
ABHD4,-0.24,0.448
CHN1,0.23,0.235
TLE1,NA,NA
WDR61,0.1,0.442
USP22,-0.05,0.798
FHL2,-0.94,0.0225
HERC6,0.28,0.444
RPS5,-0.05,0.557
CASP2,0.12,0.57
BHLHE40,0.1,0.431
CAMSAP2,NA,NA
PPOX,-1.07,4e-5
PTPN1,NA,NA
EXT1,-0.02,0.833
ZNF274,-0.44,0.0288
CNPY3,NA,NA
CCP110,-0.21,0.56
BLMH,0.28,0.0378
VPS72,-0.21,0.354
SMC1A,NA,NA
POLB,-0.3,0.184
YTHDF1,-0.28,0.0362
CCNA1,NA,NA
SOCS2,NA,NA
DDX10,-0.79,1.1e-4
NUDCD3,NA,NA
GADD45A,0.24,0.0515
PARP2,-0.27,0.474
CSRP1,-0.1,0.488
PRSS23,0.26,0.339
TIPARP,1.19,1.7e-4
BID,-0.13,0.706
CBR1,-0.19,0.104
SENP6,-0.4,0.206
BPHL,NA,NA
TEX10,0,0.998
COPB2,-0.46,0.212
DAXX,-0.83,0.00268
LYPLA1,-0.15,0.181
CDKN1B,-0.65,0.0115
APBB2,-0.06,0.739
CASC3,NA,NA
STMN1,0.06,0.695
SMC4,0.74,0.00246
NFE2L2,0.36,0.0294
NPDC1,0,0.999
ALDOC,0.06,0.534
MCUR1,0.02,0.919
BAD,0.12,0.698
FASTKD5,0.05,0.533
IL13RA1,-0.39,0.132
SLC1A4,NA,NA
SMARCA4,-0.11,0.543
PRKAG2,-0.55,0.181
FYN,0.33,0.299
ATP1B1,-0.64,0.0209
FAIM,-0.04,0.851
HDAC6,NA,NA
ZW10,0.11,0.457
ZNF131,-0.35,0.282
MCM3,-1.11,2.2e-4
RPS6KA1,0.56,4.8e-4
PSMD4,-0.09,0.602
IARS2,-0.49,0.031
DNMT1,0.06,0.725
CREB1,0.01,0.949
ARPP19,0.06,0.484
SUPV3L1,NA,NA
RHOA,0.04,0.71
HADH,0.01,0.956
MYO10,NA,NA
GFOD1,-0.08,0.554
DUSP22,-0.12,0.496
PPIC,NA,NA
SACM1L,-0.49,0.12
MRPS16,-0.71,0.0838
SATB1,NA,NA
PUF60,0.72,0.00409
TRAPPC6A,-0.4,0.0812
STAMBP,0.09,0.496
UBE3B,0.21,0.49
PECR,0.43,0.00394
DFFA,-0.41,0.0452
TIMM9,-0.06,0.686
C2CD2L,-0.21,0.15
DUSP6,-0.71,0.0652
FOXO3,0.05,0.79
MBTPS1,-0.06,0.521
ERBB3,NA,NA
SGCB,0.21,0.29
DAG1,0.35,0.0517
MEST,NA,NA
MYLK,0.04,0.854
DNM1L,0.14,0.33
POLR1C,0.17,0.293
ANKRD10,-0.19,0.239
CDK4,-0.35,0.0299
ID2,0.19,0.0996
TM9SF3,-0.48,0.112
LYN,-0.4,0.365
OXCT1,-0.13,0.62
MRPL19,-0.12,0.593
APOE,NA,NA
PTPRK,NA,NA
TXNDC9,0.02,0.897
SLC35A1,-0.08,0.595
CALU,0.19,0.498
SPTAN1,-0.37,0.392
BNIP3,0.07,0.807
MTERF3,-0.03,0.793
SUZ12,-0.55,0.142
ADH5,-0.07,0.449
ENOPH1,0.09,0.301
EML3,0.33,0.0351
ZNF451,-0.42,0.342
PRCP,-0.48,0.134
PPP1R13B,NA,NA
IGFBP3,NA,NA
RBM34,0.1,0.681
POLG2,-0.03,0.8
PGRMC1,-0.32,0.245
ARL4C,0.33,0.092
CHMP4A,NA,NA
TRIB1,NA,NA
AKAP8L,-0.54,0.06
PCNA,0.09,0.749
RFC5,0.03,0.853
ZMIZ1,NA,NA
CPNE3,-0.04,0.837
DERA,-0.02,0.872
DCK,-0.72,0.0522
IKBKB,-0.24,0.344
SHC1,0.61,0.0411
ISOC1,-0.23,0.296
POLR2I,-0.33,0.148
KDELR2,-0.24,0.277
KIAA0100,-0.5,0.00265
CCNA2,0.05,0.652
TBP,-0.11,0.404
FBXL12,-0.1,0.363
CORO1A,-0.37,0.0306
PDS5A,0.42,0.116
ARFIP2,-0.19,0.582
CCND1,NA,NA
MSRA,-0.2,0.482
FBXO7,-0.09,0.652
TGFBR2,0.45,0.0877
FOS,-0.65,0.13
KDM5A,NA,NA
ERBB2,-0.12,0.342
VAPB,0.12,0.731
CLPX,0.09,0.539
GMNN,0.2,0.439
ICMT,-0.17,0.582
STAT3,-0.46,0.0998
MACF1,0.21,0.196
TP53BP2,0.05,0.898
RFC2,-0.08,0.771
DHRS7,-0.11,0.506
PROS1,-0.25,0.442
RSU1,-0.02,0.883
NUP88,0.16,0.128
ZNF318,NA,NA
ETFB,0.11,0.67
USP1,-0.24,0.298
FEZ2,-0.32,0.182
GAPDH,-0.03,0.851
CASP3,0.35,0.0843
DNAJA3,0.25,0.0127
RRP1B,NA,NA
GDPD5,0.05,0.901
SCYL3,-0.05,0.826
RBM6,-0.75,0.049
MYCBP2,-0.15,0.727
ETS1,-0.47,0.0185
DUSP11,-0.02,0.865
ARID4B,-0.31,0.47
RUVBL1,-0.05,0.701
GPER1,0.13,0.421
ACBD3,0.04,0.831
HYOU1,0.13,0.589
PCBD1,0.19,0.613
RFX5,0.6,0.00253
CDK2,-0.02,0.835
PTPRC,0.23,0.216
CD40,0.17,0.66
TBXA2R,-0.2,0.326
PLSCR3,-0.31,0.133
PTGS2,-0.24,0.686
SFN,0.64,0.00377
GHR,-0.11,0.277
ADRB2,-0.37,0.11
HLA-DRA,-0.05,0.68
PTPN6,-0.42,0.076
PRKCH,-0.01,0.964
KCNK1,NA,NA
