HGNC_Symbol,LFC,p
CYCS,-0.06,0.66213
CALM3,0.04,0.58447
CAB39,0.14,0.70266
IER3,0.33,0.04505
HSPD1,1.37,0.1418
PIK3C2B,-0.35,0.09835
FIS1,-0.25,0.01709
DLD,-0.11,0.56815
MALT1,0.01,0.71214
TPD52L2,0.02,0.85335
ACD,0.03,0.88558
NUCB2,-0.12,0.46975
PMAIP1,-0.64,0.4021
GTF2A2,-0.07,0.53387
ITFG1,0.05,0.59132
KTN1,-0.08,0.56705
USP7,-0.22,0.21204
SNX6,-0.33,0.41584
DNTTIP2,0.08,0.53583
PSMD9,0.08,0.48006
MYCBP,0.4,0.13431
PIH1D1,0.1,0.42855
LAGE3,0.02,0.85531
CLSTN1,0.07,0.52964
ARID5B,0.76,0.27956
PDLIM1,0.31,0.34058
GPC1,0.12,0.31692
SCARB1,-0.05,0.29259
MVP,0.33,0.74899
NUP93,-0.62,0.05096
GADD45B,0.36,0.52927
ASAH1,0.12,0.32668
SOX2,0.11,0.57606
PDGFA,-0.04,0.90438
ATP6V1D,0.11,0.5803
VDAC1,0.02,0.90381
MKNK1,0.05,0.23606
LPGAT1,-0.16,0.21484
LYRM1,0.13,0.34012
NR3C1,-0.09,0.65906
COG7,0.02,0.87528
ACLY,-0.08,0.66364
UGDH,0.64,0.06388
PCMT1,0.05,0.83766
USP14,0.08,0.45029
PNKP,-0.04,0.79088
MLLT11,0.18,0.44645
PSRC1,-0.06,0.68601
MAPK9,0.03,0.87061
IGF2BP2,-0.03,0.47084
NUP133,0.02,0.48823
TXLNA,-0.88,0.46267
DCUN1D4,-0.13,0.70776
ECH1,-0.21,0.26182
NRAS,-0.03,0.80045
TBC1D31,1.73,0.06454
NPRL2,-0.19,0.48781
ITGB5,-0.18,0.30065
STXBP1,0.11,0.52327
VAT1,-0.11,0.472
DNAJB2,-0.05,0.71925
KDM5B,0.13,0.40187
ELOVL6,0,0.18053
GATA2,-0.09,0.63201
DFFB,0.17,0.47841
POLR2K,0.03,0.84327
PSMD2,0.01,0.93944
GRN,0.05,0.54531
TRAM2,0.63,0.02816
TMEM50A,-0.03,0.58915
GLOD4,0.17,0.22831
SCCPDH,0.01,0.70214
CCNE2,-0.39,0.08112
YME1L1,-0.13,0.5274
HSD17B11,0.2,0.13178
TES,0.27,0.40278
GNA11,0.13,0.26115
DUSP3,0.13,0.43554
STX4,-0.06,0.33973
UBE2L6,0.23,0.07725
MAP7,-0.52,0.19275
TRIM2,-0.27,0.10516
AKAP8,0.14,0.30674
BLVRA,-0.1,0.45545
XPNPEP1,0.1,0.51522
RAB21,-0.25,0.30054
HTATSF1,-0.05,0.57971
PLA2G4A,0.39,0.27062
MBNL1,0.23,0.28657
NOSIP,0.03,0.74253
ATP2C1,0.17,0.18421
PHKA1,0.84,0.57174
GRB10,0.05,0.37147
RBKS,0.01,0.74965
PHKB,0.02,0.71688
ANO10,-0.17,0.18214
CHIC2,0.24,0.28131
PHGDH,0.07,0.46284
TCEAL4,0.04,0.65491
POP4,0.01,0.57492
TIMP2,-0.08,0.32623
ARHGEF2,-0.25,0.14617
CRYZ,0.09,0.64947
EVL,0.16,0.18406
CIRBP,-0.2,0.30241
MTFR1,-0.41,0.27148
RPL39L,0.19,0.5665
MAP3K4,0.31,0.02221
CREG1,-0.05,0.62795
PAF1,0.01,0.92863
CSNK2A2,0.06,0.61439
JADE2,-0.22,0.42583
HMGCR,0.23,0.19207
ZMYM2,-0.07,0.35414
RPN1,0.07,0.48518
CANT1,0.06,0.69566
TRAPPC3,0.01,0.68045
TOMM34,0.18,0.13481
KAT6B,-0.24,0.4574
ITGB1BP1,-0.21,0.43351
SLC27A3,0.69,0.00416
MFSD10,0.3,0.15937
HSPB1,0.55,0.19667
SLC25A46,-0.01,0.91728
NRIP1,0.04,0.5846
CRTAP,-0.07,0.4709
NNT,-0.03,0.52683
MAPKAPK3,-0.29,0.52735
TIMM22,-0.04,0.43982
IPO13,-0.24,0.04654
GNB5,0.28,0.46273
CD320,-0.37,0.23236
MTHFD2,0.36,0.45785
FAT1,-0.23,0.28473
AGL,-0.07,0.45739
EDEM1,-0.02,0.92025
MAT2A,0,0.88764
COG4,0.13,0.40951
MEF2C,0.21,0.44215
SIRT3,0.01,0.26754
CYTH1,-0.49,0.05909
MCOLN1,0.07,0.82319
FOXO4,-0.25,0.21781
GTF2E2,0.19,0.18422
JMJD6,0.35,0.45847
EED,0.49,0.10742
ST3GAL5,-0.02,0.81889
BLCAP,0.21,0.10235
PWP1,0.07,0.47657
NGRN,0.11,0.37731
STUB1,0.01,0.84933
ABHD6,-0.27,0.04061
FKBP14,0.06,0.37953
SLC25A13,-0.28,0.05901
TATDN2,-0.02,0.79363
PLA2G15,0.48,0.06208
PIP4K2B,0.22,0.325
DHX29,0.02,0.79479
CSK,-0.3,0.18284
PTPN12,0.04,0.42036
WFS1,0.29,0.1296
RB1,0.02,0.31159
PCK2,0.2,0.21698
COPS7A,-0.07,0.6657
RAP1GAP,0.05,0.33127
ST7,-0.05,0.31491
VPS28,0.03,0.8054
ETV1,-0.02,0.55181
RNH1,-0.1,0.31505
XPO7,0.11,0.38588
NFATC4,-1.07,0.28807
PNP,0.35,0.30939
RAB11FIP2,-0.03,0.84652
ILK,-0.07,0.59497
NCOA3,0.19,0.59641
ATF1,0.2,0.14773
GNAI1,-0.32,0.02375
SNX13,0.04,0.46272
TICAM1,-0.02,0.88714
SPEN,-0.28,0.50273
PSMG1,0.26,0.1767
TSC22D3,0.09,0.4183
SDHB,0,0.60349
TXNL4B,0.2,0.2017
NIPSNAP1,0.01,0.75149
ADAT1,-0.17,0.20614
RPIA,0.18,0.16031
PCCB,-0.16,0.20748
SORBS3,0.09,0.47607
CHEK1,-0.01,0.38127
CCDC86,0.01,0.92203
SQSTM1,0.06,0.54349
BDH1,0.65,0.16844
ATG3,-0.16,0.09637
HTRA1,-0.2,0.29843
FAH,-0.03,0.93604
ABCB6,0.27,0.78552
LSM5,-0.19,0.24573
NIT1,-0.26,0.47795
GAA,-0.01,0.93577
STAT5B,0.12,0.30862
EIF4G1,-0.02,0.76931
SKIV2L,-0.05,0.5777
NCAPD2,0.06,0.79646
BECN1,-0.54,0.42854
ARHGAP1,-0.2,0.53367
FSD1,-0.02,0.82323
HSPA4,-0.04,0.74362
CEP57,0.14,0.29376
PAFAH1B3,0.4,0.40443
GNPDA1,0.1,0.28987
PARP1,-0.1,0.16188
GABPB1,0.67,0.11483
SNAP25,0.25,0.10154
FOXJ3,0.04,0.49202
VGLL4,0.14,0.21669
SLC11A2,-0.41,0.13516
RBM15B,0.08,0.51823
ELAVL1,0.08,0.29207
STK10,-0.03,0.42847
PTK2B,0.21,0.42535
NCK1,-0.04,0.33137
MAPK13,0.04,0.65903
PPARD,0.12,0.33537
GPATCH8,0.05,0.61011
MAST2,0.2,0.52018
ZNF589,-0.53,0.62563
TGFB3,0.12,0.67276
CCNB1,0.1,0.70096
ATP11B,-0.31,0.28308
ATF5,0.26,0.3344
CGRRF1,0.02,0.8281
DDIT4,0.26,0.53755
TNIP1,0.18,0.59632
PSMB10,0.23,0.20585
PRAF2,-0.08,0.63396
SESN1,0.18,0.22151
WIPF2,0.04,0.66028
HACD3,-0.02,0.35334
TPM1,0.09,0.39279
MAPKAPK2,-0.1,0.70245
TOPBP1,0.16,0.20115
SPP1,0.3,0.40709
MTF2,0.04,0.60246
SMAD3,0.24,0.19801
SPAG7,-0.08,0.54345
SPTLC2,0.06,0.13828
CASP7,0.4,0.11508
NUP85,0.08,0.38271
TMEM109,-0.18,0.30917
RAE1,-0.2,0.16939
SCRN1,0.07,0.53066
PRKCQ,-0.48,0.0075
PLOD3,-0.1,0.53855
NFIL3,0.24,0.34259
GNAI2,0,0.99317
ACAA1,0.02,0.79187
NOTCH1,-0.3,0.58093
CEBPZ,-0.1,0.40016
PAFAH1B1,-0.03,0.84468
WDR7,-0.01,0.71325
IGF1R,0.42,0.27918
CDK7,-0.14,0.7481
VAV3,-0.34,0.63561
CETN3,0.04,0.82395
HAT1,0.04,0.81141
PAN2,-0.15,0.3691
TSPAN3,0.03,0.49954
DDX42,0.15,0.69166
GOLT1B,0.02,0.88878
PDIA5,0.03,0.80677
SMARCD2,-0.08,0.619
TSEN2,-0.29,0.54154
EPN2,-0.55,0.18274
ALDOA,0.17,0.45309
SLC25A14,0.17,0.29625
MAP4K4,-0.1,0.64065
TRAK2,-0.15,0.19696
OXA1L,-0.1,0.60095
CCDC85B,-0.01,0.86844
CXCR4,-0.19,0.68484
RAB27A,0.1,0.42731
KDM3A,1.48,0.13232
SMC3,0.01,0.37937
PAK4,-0.23,0.60995
CCNH,-0.11,0.51586
TRIM13,-0.02,0.60428
HERPUD1,0.12,0.49336
ELAC2,-0.43,0.49065
TRIB3,-0.25,0.17374
PCM1,-0.1,0.40671
DRAP1,0.06,0.51159
MOK,0.15,0.16517
AKT1,0.05,0.62314
RPA3,-0.23,0.43893
EXOSC4,-0.54,0.17214
P4HA2,0.17,0.3241
PDHX,0.22,0.09592
TBPL1,0.21,0.09874
PPIE,-0.05,0.33261
SCAND1,-0.02,0.67036
TOR1A,-0.38,0.18172
DMTF1,0.08,0.37821
PIK3CA,-0.04,0.78503
KEAP1,-0.42,0.01318
PTPRF,0.11,0.52814
PAK1,0.26,0.47548
LAP3,0.12,0.46997
SLC35B1,0.03,0.78731
MIF,-0.3,0.72261
MLEC,0,0.79494
CAPN1,0.02,0.67609
CD58,0.01,0.45491
MICALL1,-0.83,0.11529
UBR7,0.18,0.22541
EPB41L2,0,0.61519
DDR1,-0.15,0.41388
HSD17B10,-0.02,0.87405
TLK2,-0.1,0.27119
TARBP1,0.01,0.95894
DNM1,0.19,0.52595
CCDC92,0.06,0.48579
ZFP36,0.43,0.23982
USP6NL,0.4,0.34081
NR1H2,-0.07,0.5273
STK25,-0.03,0.79057
NOL3,-0.36,0.23733
SSBP2,0.24,0.18014
NMT1,0.2,0.23641
CAST,-0.11,0.59277
PPP2R5A,-0.25,0.12015
ANXA7,0.09,0.37605
PIK3C3,0.03,0.80582
CASK,0.28,0.43324
NSDHL,-0.09,0.29479
G3BP1,0.06,0.53042
COL4A1,2.45,0.14318
ADGRG1,0.26,0.4313
IFNAR1,0.04,0.29772
HEBP1,-0.11,0.3098
TUBB6,0.55,0.33543
CTTN,-0.05,0.64648
APP,-0.07,0.53978
GALE,0.14,0.42714
ABCF1,-0.19,0.10689
PSME1,0.12,0.46034
SHB,-0.5,0.15975
TMED10,-0.02,0.51666
ADI1,0.07,0.65922
PAX8,0.18,0.57639
ZNF395,0.45,0.14385
RAB31,-0.05,0.8151
UBE3C,0.15,0.40829
PEX11A,0.02,0.89829
IGF2R,-0.42,0.52634
UFM1,-0.04,0.61388
XBP1,0.01,0.5078
CCND3,-0.04,0.88418
CERK,-0.2,0.17383
MRPL12,-0.19,0.18737
IFRD2,-0.09,0.47924
RPA1,-0.07,0.60978
MAMLD1,0.4,0.03981
HMG20B,0.67,0.53918
PSMF1,-0.1,0.63944
ECD,0.27,0.16018
BCL2,0.54,0.16865
EGR1,-0.19,0.61555
ABCC5,0.15,0.31437
KIF5C,-0.06,0.35999
RALB,-0.15,0.51824
PGM1,-0.06,0.44529
RPS6,0.13,0.5382
MRPS2,-0.05,0.65164
PAK6,0.42,0.04679
PIK3R4,0.41,0.34725
TBC1D9B,-0.1,0.19742
APPBP2,0.07,0.60987
COASY,0.07,0.41298
ATF6,0.28,0.2562
SPRED2,-0.12,0.7554
TFDP1,-0.12,0.76912
TCERG1,0.21,0.41302
TJP1,-0.13,0.35856
IDE,-0.1,0.36766
GTPBP8,-0.25,0.28035
OXSR1,0,0.99067
CTSD,-0.12,0.2923
CBLB,0.2,0.50992
MAPK1IP1L,-0.06,0.67383
HDAC2,0.16,0.23553
CDK5R1,1.26,0.09801
BZW2,0.06,0.55639
DNAJC15,-0.32,0.06544
RPP38,-0.33,0.01461
SOX4,1.05,0.18702
PPP2R5E,-0.05,0.70187
C2CD5,0.15,0.29655
GFPT1,0.27,0.19431
FBXO11,0.43,0.19573
INSIG1,-0.28,0.08341
BNIP3L,-0.07,0.50057
CHP1,0.02,0.68682
FBXO21,0.33,0.26284
ME2,0.07,0.55699
LBR,-0.05,0.76203
ADAM10,0.02,0.59633
IGHMBP2,-0.19,0.3378
RHEB,-0.34,0.435
TIAM1,0.03,0.93877
CNDP2,-0.64,0.24295
NFATC3,-0.06,0.21307
CD44,0.07,0.35533
CLTC,-0.21,0.5957
FAM20B,0.02,0.74068
HSPA8,-0.04,0.80585
LIPA,-0.31,0.07784
RNMT,0.25,0.46836
ARNT2,0.15,0.23719
CLIC4,0.2,0.57159
FAS,-0.55,0.19392
SYNGR3,0.2,0.5328
HIF1A,0.11,0.48975
MTA1,0.03,0.55107
IQGAP1,-0.06,0.55854
TCTA,-0.1,0.40483
NUSAP1,0.3,0.4198
HK1,0.1,0.41922
C5,-0.17,0.37938
PIGB,-0.02,0.73308
DYNLT3,0.04,0.75372
TXNRD1,-0.57,0.17557
BRCA1,2.01,0.13538
PIK3R3,0.51,0.19387
TRAP1,0.23,0.65051
MBNL2,-0.04,0.52695
PKIG,0.13,0.34055
STAT1,0.18,0.48448
PFKL,-0.03,0.81988
PPP2R3C,-0.04,0.83141
PGAM1,0,0.97998
PIN1,0.06,0.81424
PAICS,0.04,0.8651
MAP2K5,-0.77,0.25038
KAT6A,-0.44,0.50607
BIRC2,-0.01,0.89596
EFCAB14,-0.03,0.57368
CHERP,-0.09,0.51434
LGMN,0.31,0.28082
CSNK1E,-0.28,0.06177
SNX7,0.26,0.06787
AKR7A2,-0.05,0.68381
CNOT4,0.06,0.51333
HEATR1,-0.21,0.42099
ALDH7A1,-0.03,0.85694
INPP4B,0.13,0.47689
ABHD4,0.05,0.3883
CHN1,0.18,0.30603
TLE1,0.27,0.18061
WDR61,-0.08,0.43999
USP22,-0.59,0.32287
FHL2,0.05,0.83182
HERC6,-0.35,0.54297
RPS5,0.05,0.69481
CASP2,-0.33,0.50915
BHLHE40,0.18,0.68166
CAMSAP2,0,0.70435
PPOX,0.02,0.83299
PTPN1,0.72,0.15976
EXT1,0.36,0.13397
ZNF274,-0.16,0.63218
CNPY3,0.07,0.56093
CCP110,-0.17,0.43925
BLMH,-0.86,7.8e-4
VPS72,1.91,0.32996
SMC1A,-0.07,0.36117
POLB,-0.38,0.29935
YTHDF1,0.01,0.88941
CCNA1,0.28,0.27017
SOCS2,0.1,0.41725
DDX10,1.42,0.22739
NUDCD3,-0.04,0.44114
GADD45A,0.21,0.48946
PARP2,0.04,0.77297
CSRP1,-0.24,0.20689
PRSS23,0.6,0.23503
TIPARP,0.18,0.48678
BID,-0.16,0.39193
CBR1,-0.6,0.03221
SENP6,0.08,0.59671
BPHL,0.04,0.79769
TEX10,0.09,0.55837
COPB2,-0.26,0.80705
DAXX,0.05,0.82632
LYPLA1,0.02,0.73547
CDKN1B,-0.19,0.07402
APBB2,-0.35,0.17071
CASC3,-0.04,0.78431
STMN1,0.13,0.1856
SMC4,0.23,0.14878
NFE2L2,0.09,0.39763
NPDC1,0.1,0.40425
ALDOC,-0.14,0.19508
MCUR1,0.02,0.44393
BAD,-0.12,0.81752
FASTKD5,0.25,0.25468
IL13RA1,0.58,0.06484
SLC1A4,0.32,0.13929
SMARCA4,-0.02,0.61241
PRKAG2,0.2,0.24095
FYN,0.1,0.21826
ATP1B1,-0.1,0.44072
FAIM,-0.01,0.93672
HDAC6,0.35,0.56488
ZW10,-0.08,0.38565
ZNF131,0,0.77221
MCM3,0.01,0.91852
RPS6KA1,-0.02,0.89036
PSMD4,0.42,0.36266
IARS2,0.1,0.53091
DNMT1,0.01,0.95898
CREB1,0.19,0.25131
ARPP19,0.16,0.43756
SUPV3L1,0.08,0.37922
RHOA,-0.04,0.72354
HADH,0.17,0.53357
MYO10,-0.19,0.64598
GFOD1,0.24,0.31822
DUSP22,-0.12,0.22833
PPIC,-0.19,0.13014
SACM1L,0,0.97448
MRPS16,0.34,0.71911
SATB1,-0.08,0.74254
PUF60,-0.03,0.76727
TRAPPC6A,-0.33,0.10418
STAMBP,-0.19,0.14987
UBE3B,-0.14,0.29251
PECR,1.26,0.4446
DFFA,0.05,0.59306
TIMM9,0.02,0.87384
C2CD2L,-0.03,0.77361
DUSP6,-0.31,0.4575
FOXO3,0.1,0.5035
MBTPS1,0.15,0.20405
ERBB3,0.18,0.08618
SGCB,-0.1,0.27467
DAG1,-0.01,0.56226
MEST,0.11,0.46804
MYLK,0.11,0.20014
DNM1L,0.33,0.62279
POLR1C,0.12,0.19147
ANKRD10,-0.54,0.12462
CDK4,0.04,0.72342
ID2,-0.39,0.17787
TM9SF3,0.06,0.53368
LYN,0.3,0.40929
OXCT1,0.19,0.42676
MRPL19,-0.18,0.20824
APOE,0.03,0.86296
PTPRK,-0.32,0.05426
TXNDC9,-0.06,0.5647
SLC35A1,0.08,0.49257
CALU,0.08,0.45365
SPTAN1,-0.49,0.2236
BNIP3,-0.02,0.81786
MTERF3,-0.04,0.6821
SUZ12,0.13,0.52704
ADH5,0.06,0.52634
ENOPH1,-0.05,0.62827
EML3,0.37,0.53133
ZNF451,-0.16,0.29815
PRCP,-0.48,0.44559
PPP1R13B,0.14,0.26949
IGFBP3,0.36,0.20916
RBM34,-0.7,0.46039
POLG2,0.27,0.24899
PGRMC1,0.14,0.52005
ARL4C,-0.04,0.70086
CHMP4A,0.09,0.48511
TRIB1,-0.26,0.66512
AKAP8L,0.32,0.15905
PCNA,-0.02,0.85786
RFC5,-0.51,0.41461
ZMIZ1,-0.13,0.49768
CPNE3,0.15,0.41072
DERA,0.07,0.68795
DCK,0.11,0.43668
IKBKB,-0.13,0.52263
SHC1,0.26,0.2359
ISOC1,0.21,0.13278
POLR2I,-0.06,0.45808
KDELR2,0.03,0.78458
KIAA0100,0,0.87487
CCNA2,0.27,0.60347
TBP,0.01,0.92229
FBXL12,0.03,0.81258
CORO1A,0.55,0.00371
PDS5A,-0.14,0.55915
ARFIP2,-0.27,0.48594
CCND1,-0.15,0.20966
MSRA,0.21,0.41594
FBXO7,-0.26,0.05911
TGFBR2,-0.11,0.1985
FOS,0.19,0.79379
KDM5A,0.03,0.68129
ERBB2,0.49,0.48155
VAPB,-0.26,0.20048
CLPX,-0.05,0.53997
GMNN,0.21,0.31566
ICMT,-0.14,0.39169
STAT3,0.13,0.41018
MACF1,0.08,0.50486
TP53BP2,-0.17,0.56713
RFC2,-0.1,0.47851
DHRS7,-0.38,0.66235
PROS1,0.06,0.77949
RSU1,0.16,0.36018
NUP88,0.33,0.07835
ZNF318,-0.27,0.191
ETFB,-0.23,0.23594
USP1,-0.02,0.71314
FEZ2,-0.01,0.60323
GAPDH,0.01,0.82468
CASP3,-0.27,0.06574
DNAJA3,-0.03,0.38868
RRP1B,0,0.17532
GDPD5,0.24,0.19776
SCYL3,-0.43,0.30854
RBM6,0.09,0.38763
MYCBP2,0.1,0.423
ETS1,-0.57,0.24986
DUSP11,0.11,0.41554
ARID4B,-0.14,0.62697
RUVBL1,-0.64,0.20504
GPER1,0.84,0.06852
ACBD3,0.11,0.35263
HYOU1,0.18,0.10241
PCBD1,0.06,0.70104
RFX5,-0.1,0.69846
CDK2,0,0.96195
PTPRC,0.48,0.12558
CD40,-0.07,0.38694
TBXA2R,0.13,0.44289
PLSCR3,0.2,0.03811
PTGS2,0.85,0.1222
SFN,0.32,0.30052
GHR,0.93,0.03693
ADRB2,1.38,0.04082
HLA-DRA,1.35,0.03717
PTPN6,0.11,0.49702
PRKCH,0.27,0.30158
KCNK1,0.07,0.74616
