HGNC_Symbol,LFC,p
ACAT2,-0.11,0.33826
RAB4A,0.09,0.09239
RNF167,-0.12,0.36984
PSMD10,0.12,0.12046
TESK1,-0.04,0.56875
BAMBI,-0.04,0.73946
CRKL,-0.09,0.44758
UTP14A,-0.12,0.68538
EAPP,0.02,0.83647
PLSCR1,0.18,0.48636
CIAPIN1,-0.05,0.62845
SMNDC1,0.07,0.45219
ARHGEF12,-0.02,0.20132
MPC2,0,0.96741
CDC25B,-0.21,0.0062
INPP1,-0.1,0.30795
CYCS,0,0.96283
CALM3,-0.02,0.29994
CAB39,-0.05,0.67449
IER3,-0.1,0.33548
HSPD1,-0.14,0.1747
PIK3C2B,0.02,0.83199
FIS1,-0.16,0.04992
DLD,-0.06,0.6034
MALT1,-0.01,0.66272
TPD52L2,-0.02,0.77444
ACD,-0.09,0.19149
NUCB2,0.14,0.23157
PMAIP1,-0.63,0.09246
GTF2A2,-0.06,0.44109
ITFG1,-0.14,0.33571
KTN1,0.08,0.41181
USP7,0,0.17166
SNX6,-0.11,0.40541
DNTTIP2,0.04,0.66146
PSMD9,-0.08,0.38211
MYCBP,0.2,0.04428
PIH1D1,-0.18,0.0043
LAGE3,0.04,0.76857
CLSTN1,-0.01,0.93693
ARID5B,0.1,0.1195
PDLIM1,-0.09,0.50996
GPC1,-0.06,0.27122
SCARB1,-0.14,0.33488
MVP,-0.01,0.92299
NUP93,-0.19,0.3528
GADD45B,0.07,0.54159
ASAH1,-0.11,0.29556
SOX2,0.05,0.85225
PDGFA,0.22,0.35675
ATP6V1D,-0.03,0.67136
VDAC1,-0.07,0.33682
MKNK1,0.1,0.21389
LPGAT1,0.03,0.76832
LYRM1,0.1,0.11547
NR3C1,-0.16,0.02675
COG7,0.03,0.83665
ACLY,-0.12,0.16342
UGDH,0.04,0.66832
PCMT1,0.06,0.33318
USP14,0.01,0.70688
PNKP,-0.11,0.15624
MLLT11,0.16,0.23149
PSRC1,0.1,0.27256
MAPK9,-0.07,0.15211
IGF2BP2,0.45,0.02146
NUP133,0.04,0.60196
TXLNA,0.07,0.45641
DCUN1D4,0.04,0.40344
ECH1,0.02,0.82476
NRAS,0.01,0.90343
TBC1D31,0.1,0.40303
NPRL2,0.03,0.77129
ITGB5,0.11,0.4243
STXBP1,0.03,0.80421
VAT1,-0.17,0.16306
DNAJB2,-0.03,0.80022
KDM5B,0.03,0.40502
ELOVL6,-0.01,0.91713
GATA2,-0.07,0.45709
DFFB,0.1,0.31411
POLR2K,0.08,0.25991
PSMD2,-0.1,0.20098
GRN,-0.1,0.18633
TRAM2,0.06,0.40542
TMEM50A,-0.08,0.33129
GLOD4,0.02,0.803
SCCPDH,-0.05,0.52105
CCNE2,0.09,0.56306
YME1L1,0.13,0.22235
HSD17B11,0.08,0.24177
TES,0.09,0.75333
GNA11,0,0.25465
DUSP3,-0.2,0.15417
STX4,-0.21,0.02188
UBE2L6,-0.04,0.59566
MAP7,0.03,0.3408
TRIM2,0.03,0.49339
AKAP8,0.14,0.12506
BLVRA,-0.13,0.47358
XPNPEP1,-0.03,0.66964
RAB21,0.03,0.60533
HTATSF1,-0.04,0.29473
PLA2G4A,-0.22,0.06555
MBNL1,-0.15,0.04635
NOSIP,-0.08,0.24765
ATP2C1,0.07,0.33191
PHKA1,0.51,0.08646
GRB10,0.16,0.25819
RBKS,0.02,0.47644
PHKB,0.05,0.37211
ANO10,0.06,0.43838
CHIC2,0.1,0.31483
PHGDH,-0.04,0.5085
TCEAL4,0.2,0.10788
POP4,-0.09,0.1616
TIMP2,-0.14,0.4506
ARHGEF2,-0.14,0.05916
CRYZ,0.1,0.37645
EVL,-0.12,0.11631
CIRBP,0.04,0.61569
MTFR1,0.08,0.39084
RPL39L,-0.03,0.83807
MAP3K4,0.04,0.52115
CREG1,0.09,0.36456
PAF1,-0.2,0.01681
CSNK2A2,0.13,0.05008
JADE2,0.09,0.27031
HMGCR,0.11,0.38148
ZMYM2,0.2,0.20361
RPN1,0.01,0.92263
CANT1,-0.13,0.42615
TRAPPC3,-0.1,0.27442
TOMM34,0.05,0.56026
KAT6B,0,0.62399
ITGB1BP1,-0.05,0.2532
SLC27A3,0.35,0.00106
MFSD10,0.13,0.37237
HSPB1,0.14,0.49198
SLC25A46,-0.12,0.25362
NRIP1,0.17,0.16128
CRTAP,0.06,0.55863
NNT,-0.1,0.17018
MAPKAPK3,0.14,0.33246
TIMM22,0.01,0.95043
IPO13,-0.1,0.19391
GNB5,-0.15,0.34576
CD320,-0.24,0.10248
MTHFD2,0.26,0.3258
FAT1,0.11,0.30984
AGL,0.21,0.06875
EDEM1,-0.03,0.71485
MAT2A,0.04,0.16442
COG4,-0.03,0.74578
MEF2C,0.09,0.29672
SIRT3,-0.03,0.33446
CYTH1,0,0.46792
MCOLN1,-0.2,0.19979
FOXO4,-0.09,0.6025
GTF2E2,-0.07,0.34622000000000003
JMJD6,-0.12,0.40072
EED,-0.04,0.35097
ST3GAL5,0.03,0.71432
BLCAP,0.09,0.20263
PWP1,0.03,0.23
NGRN,0.12,0.13509
STUB1,-0.1,0.27037
ABHD6,0.01,0.25953
FKBP14,0.1,0.34722
SLC25A13,0,0.98378
TATDN2,-0.13,0.03111
PLA2G15,0.05,0.69302
PIP4K2B,0.03,0.81069
DHX29,0.09,0.30724
CSK,-0.06,0.33941
PTPN12,-0.04,0.14928
WFS1,0.19,0.05183
RB1,0.05,0.37889
PCK2,-0.01,0.94041
COPS7A,-0.17,0.08905
RAP1GAP,-0.03,0.42559
ST7,0.03,0.71726
VPS28,-0.07,0.43049
ETV1,-0.12,0.22075
RNH1,-0.15,0.11192
XPO7,-0.01,0.55472
NFATC4,0.12,0.60502
PNP,-0.02,0.89999
RAB11FIP2,0.11,0.25274
ILK,-0.12,0.08882
NCOA3,0.1,0.33347
ATF1,0.11,0.41377
GNAI1,0.08,0.60713
SNX13,-0.05,0.57172
TICAM1,0.29,0.13666
SPEN,0.12,0.19939
PSMG1,0,0.98602
TSC22D3,-0.21,0.08826
SDHB,-0.1,0.4527
TXNL4B,0.09,0.23172
NIPSNAP1,-0.06,0.36617
ADAT1,0.13,0.37245
RPIA,0.04,0.61015
PCCB,-0.08,0.40503
SORBS3,-0.02,0.87519
CHEK1,-0.06,0.37489
CCDC86,-0.05,0.47621
SQSTM1,-0.22,0.37397
BDH1,0.15,0.07414
ATG3,-0.12,0.63049
HTRA1,0.17,0.14384
FAH,0.13,0.28536
ABCB6,-0.06,0.61806
LSM5,0.06,0.42198
NIT1,-0.07,0.3003
GAA,0.06,0.51839
STAT5B,-0.06,0.31188
EIF4G1,0.02,0.21274
SKIV2L,-0.06,0.35992
NCAPD2,0.11,0.24276
BECN1,-0.1,0.27402
ARHGAP1,-0.01,0.41138
FSD1,-0.09,0.45577
HSPA4,-0.05,0.48601
CEP57,0.16,0.17071
PAFAH1B3,0.03,0.8042
GNPDA1,0.01,0.88347
PARP1,-0.07,0.23803
GABPB1,0.03,0.20784
SNAP25,0.1,0.41105
FOXJ3,-0.08,0.1216
VGLL4,-0.01,0.90126
SLC11A2,0.02,0.35783
RBM15B,0.08,0.31967
ELAVL1,-0.01,0.21503
STK10,-0.24,0.14768
PTK2B,0.13,0.34797
NCK1,0.03,0.50955
MAPK13,0,0.13612
PPARD,-0.15,0.26806
GPATCH8,0.05,0.50913
MAST2,-0.09,0.58075
ZNF589,-0.14,0.34086
TGFB3,0.11,0.44343
CCNB1,0.01,0.91629
ATP11B,0.06,0.56686
ATF5,-0.2,0.32225
CGRRF1,0.06,0.39557
DDIT4,0.32,0.0949
TNIP1,-0.05,0.52257
PSMB10,-0.25,0.00746
PRAF2,-0.08,0.32297
SESN1,0.15,0.0241
WIPF2,-0.01,0.39042
HACD3,-0.14,0.3433
TPM1,-0.05,0.2929
MAPKAPK2,0,0.67282
TOPBP1,0.05,0.65758
SPP1,-0.04,0.84285
MTF2,0.2,0.15
SMAD3,-0.1,0.34368
SPAG7,-0.16,0.04665
SPTLC2,0.16,0.33792
CASP7,0.17,0.36142
NUP85,-0.05,0.44302
TMEM109,-0.14,0.01823
RAE1,-0.06,0.36974
SCRN1,0,0.93932
PRKCQ,-0.19,0.0427
PLOD3,-0.13,0.1937
NFIL3,-0.02,0.89956
GNAI2,-0.06,0.59664
ACAA1,0.03,0.14271
NOTCH1,0.02,0.86478
CEBPZ,0.07,0.53556
PAFAH1B1,-0.15,0.19449
WDR7,0.09,0.35822
IGF1R,0.07,0.51896
CDK7,0.04,0.68951
VAV3,-0.15,0.23614
CETN3,0.25,0.04093
HAT1,0.1,0.33191
PAN2,-0.02,0.8467
TSPAN3,-0.06,0.40949
DDX42,0.03,0.69832
GOLT1B,-0.08,0.47578
PDIA5,0.03,0.79483
SMARCD2,0.34,0.05209
TSEN2,-0.04,0.61398
EPN2,-0.1,0.51543
ALDOA,-0.1,0.26582
SLC25A14,0.01,0.81183
MAP4K4,-0.06,0.32117
TRAK2,-0.02,0.806
OXA1L,-0.18,0.04557
CCDC85B,-0.03,0.29128
CXCR4,-0.2,0.15158
RAB27A,-0.06,0.21807000000000001
KDM3A,0.14,0.06088
SMC3,0.03,0.45347
PAK4,-0.13,0.47624
CCNH,-0.05,0.51352
TRIM13,0.03,0.66351
HERPUD1,-0.2,0.01339
ELAC2,0.04,0.63372
TRIB3,-0.08,0.43856
PCM1,-0.09,0.49159
DRAP1,-0.12,0.15739
MOK,-0.01,0.8895
AKT1,-0.02,0.78869
RPA3,-0.03,0.81251
EXOSC4,-0.03,0.69375
P4HA2,-0.06,0.46333
PDHX,0.09,0.3137
TBPL1,0.02,0.83965
PPIE,-0.03,0.46011
SCAND1,0,0.95943
TOR1A,-0.01,0.63398
DMTF1,-0.1,0.33177
PIK3CA,-0.06,0.4631
KEAP1,-0.11,0.16442
PTPRF,0.06,0.27118
PAK1,-0.08,0.80706
LAP3,-0.06,0.61231
SLC35B1,-0.07,0.4384
MIF,-0.39,0.22101
MLEC,0,0.75645
CAPN1,0.05,0.62227
CD58,0.14,0.1995
MICALL1,-0.29,0.08512
UBR7,0.06,0.37764
EPB41L2,-0.03,0.15096
DDR1,0.04,0.72446
HSD17B10,-0.06,0.43487
TLK2,0.01,0.82724
TARBP1,0.03,0.75007
DNM1,-0.1,0.5375
CCDC92,0.05,0.48192
ZFP36,-0.03,0.93113
USP6NL,0.02,0.87434
NR1H2,0.04,0.60363
STK25,0,0.9854
NOL3,0.15,0.36134
SSBP2,-0.01,0.80221
NMT1,0.02,0.47134
CAST,0.03,0.462
PPP2R5A,0.05,0.69344
ANXA7,0.06,0.20339
PIK3C3,0.15,0.10166
CASK,-0.03,0.23584
NSDHL,-0.09,0.43120000000000003
G3BP1,-0.08,0.27805
COL4A1,0.06,0.68233
ADGRG1,0.21,0.29023
IFNAR1,-0.09,0.43018
HEBP1,0.03,0.64493
TUBB6,-0.02,0.90774
CTTN,0.04,0.58548
APP,0,0.16269
GALE,0.09,0.29545
ABCF1,-0.15,0.0258
PSME1,-0.13,0.04842
SHB,-0.08,0.41156
TMED10,0.06,0.29634
ADI1,0.11,0.40628
PAX8,-0.14,0.5249
ZNF395,0.04,0.67131
RAB31,0.19,0.13633
UBE3C,0.03,0.74953
PEX11A,0.19,0.32298
IGF2R,0.02,0.83374
UFM1,0.32,0.018
XBP1,-0.02,0.80878
CCND3,0,0.96497
CERK,-0.09,0.32792
MRPL12,0.06,0.63615
IFRD2,-0.03,0.78953
RPA1,0.04,0.33551
MAMLD1,0.03,0.66709
HMG20B,-0.12,0.36253
PSMF1,0,0.17059
ECD,-0.12,0.07504
BCL2,0.05,0.60992
EGR1,-0.13,0.36551
ABCC5,-0.06,0.46104
KIF5C,-0.04,0.55172
RALB,-0.09,0.35307
PGM1,0.01,0.92971
RPS6,-0.11,0.27945
MRPS2,0.06,0.42462
PAK6,0.03,0.75752
PIK3R4,-0.08,0.22443
TBC1D9B,-0.04,0.49475
APPBP2,-0.02,0.36062
COASY,-0.1,0.14658
ATF6,0.14,0.16796
SPRED2,-0.11,0.49786
TFDP1,-0.13,0.08052
TCERG1,0.1,0.2918
TJP1,-0.02,0.59922
IDE,0.02,0.19985
GTPBP8,0.02,0.84046
OXSR1,0.01,0.90327
CTSD,-0.12,0.1644
CBLB,0.11,0.58804
MAPK1IP1L,0.07,0.37918
HDAC2,0.03,0.77008
CDK5R1,0.08,0.12083
BZW2,0.08,0.27825
DNAJC15,0.1,0.31147
RPP38,-0.03,0.69772
SOX4,-0.11,0.58075
PPP2R5E,0.11,0.15807
C2CD5,0.08,0.49475
GFPT1,-0.2,0.16959
FBXO11,0.41,0.04642
INSIG1,-0.01,0.44101
BNIP3L,-0.01,0.76114
CHP1,-0.01,0.69101
FBXO21,0.15,0.11647
ME2,0.02,0.40616
LBR,0.25,0.0493
ADAM10,-0.09,0.08838
IGHMBP2,0.03,0.70953
RHEB,-0.07,0.38746
TIAM1,-0.06,0.59679
CNDP2,0.06,0.4196
NFATC3,-0.02,0.53732
CD44,0.14,0.59942
CLTC,-0.01,0.64962
FAM20B,0.1,0.44384
HSPA8,-0.24,0.03286
LIPA,0.01,0.95351
RNMT,-0.11,0.35225
ARNT2,-0.02,0.72515
CLIC4,0,0.56268
FAS,0.24,0.19803
SYNGR3,0,0.99256
HIF1A,0.24,0.01312
MTA1,0.01,0.33824
IQGAP1,0.03,0.83377
TCTA,-0.07,0.36024
NUSAP1,-0.11,0.19798
HK1,-0.11,0.25013
C5,0.19,0.20824
PIGB,0.04,0.70386
DYNLT3,-0.02,0.79359
TXNRD1,0.04,0.61977
BRCA1,0.05,0.58478
PIK3R3,-0.1,0.43725
TRAP1,-0.05,0.51872
MBNL2,-0.1,0.25509
PKIG,-0.05,0.48664
STAT1,-0.03,0.40965
PFKL,-0.06,0.4857
PPP2R3C,0.08,0.36982
PGAM1,-0.11,0.19911
PIN1,-0.05,0.68007
PAICS,0.17,0.29646
MAP2K5,-0.15,0.46827
KAT6A,0.05,0.48884
BIRC2,-0.02,0.71546
EFCAB14,0.01,0.81284
CHERP,0.1,0.13366
LGMN,0.18,0.33597
CSNK1E,0.04,0.74313
SNX7,0.05,0.47673
AKR7A2,0.01,0.70937
CNOT4,0,0.2014
HEATR1,0.02,0.83741
ALDH7A1,0.23,0.12545
INPP4B,0.02,0.8784
ABHD4,0.14,0.07237
CHN1,0.13,0.19494
TLE1,0.12,0.42746
WDR61,-0.03,0.19552
USP22,-0.08,0.59296
FHL2,-0.14,0.25711
HERC6,0.03,0.72603
RPS5,-0.03,0.69818
CASP2,-0.06,0.36015
BHLHE40,-0.15,0.10718
CAMSAP2,0.06,0.21356
PPOX,-0.02,0.72089
PTPN1,0.07,0.54387
EXT1,-0.01,0.86624
ZNF274,0.06,0.47218
CNPY3,-0.01,0.95103
CCP110,0.08,0.25648
BLMH,-0.06,0.40251
VPS72,-0.03,0.58105
SMC1A,0.07,0.52372
POLB,-0.02,0.81808
YTHDF1,0.13,0.08151
CCNA1,-0.1,0.3601
SOCS2,0.01,0.31442
DDX10,0.04,0.62315
NUDCD3,-0.1,0.15473
GADD45A,-0.06,0.63854
PARP2,-0.02,0.62837
CSRP1,0.05,0.64543
PRSS23,0.1,0.60283
TIPARP,0.17,0.21922
BID,-0.28,0.00164
CBR1,0.02,0.89479
SENP6,0.17,0.121
BPHL,-0.1,0.24349
TEX10,0.02,0.7632
COPB2,-0.07,0.30116
DAXX,-0.17,0.14397
LYPLA1,-0.02,0.35966
CDKN1B,0.1,0.25764
APBB2,0.03,0.27369
CASC3,-0.05,0.4144
STMN1,-0.06,0.55633
SMC4,0,0.59337
NFE2L2,0.08,0.55184
NPDC1,0.01,0.91508
ALDOC,0.01,0.87837
MCUR1,0.01,0.90459
BAD,-0.11,0.15509
FASTKD5,-0.1,0.248
IL13RA1,-0.1,0.39351
SLC1A4,0.12,0.06972
SMARCA4,0.09,0.46739000000000003
PRKAG2,0.21,0.3908
FYN,0.08,0.28433
ATP1B1,0.05,0.48552
FAIM,-0.08,0.51335
HDAC6,0.03,0.52569
ZW10,-0.03,0.68115
ZNF131,-0.02,0.37446
MCM3,-0.06,0.28338
RPS6KA1,0.06,0.52508
PSMD4,0,0.75022
IARS2,-0.16,0.06465
DNMT1,-0.08,0.22639
CREB1,-0.05,0.35527
ARPP19,-0.04,0.26221
SUPV3L1,0.05,0.46588
RHOA,-0.01,0.93026
HADH,0.03,0.25204
MYO10,0.19,0.20795
GFOD1,0.14,0.14119
DUSP22,-0.05,0.44887
PPIC,0.14,0.34378
SACM1L,0.19,0.10367
MRPS16,-0.08,0.60837
SATB1,0.05,0.45942
PUF60,-0.04,0.54186
TRAPPC6A,0.06,0.34915
STAMBP,0.02,0.70921
UBE3B,-0.03,0.25003
PECR,0.03,0.86189
DFFA,0,0.96856
TIMM9,0.05,0.28122
C2CD2L,-0.1,0.60924
DUSP6,-0.39,0.06822
FOXO3,-0.04,0.42159
MBTPS1,-0.05,0.35361
ERBB3,-0.08,0.63792
SGCB,0.16,0.40719
DAG1,0.18,0.28335
MEST,0.1,0.38709
MYLK,-0.01,0.92219
DNM1L,-0.07,0.54644
POLR1C,-0.04,0.53859
ANKRD10,0.09,0.21709
CDK4,-0.04,0.5532
ID2,0.12,0.34309
TM9SF3,0.03,0.70573
LYN,-0.08,0.53865
OXCT1,0.07,0.46104
MRPL19,-0.05,0.71026
APOE,0.23,0.16226
PTPRK,0.1,0.13996
TXNDC9,0.03,0.79019
SLC35A1,0.16,0.0592
CALU,-0.05,0.32376
SPTAN1,-0.04,0.61234
BNIP3,-0.06,0.31264
MTERF3,0.02,0.81349
SUZ12,0.03,0.69458
ADH5,0.16,0.02826
ENOPH1,0.05,0.56649
EML3,0.15,0.4455
ZNF451,0.12,0.28381
PRCP,0.02,0.82028
PPP1R13B,0.02,0.81542
IGFBP3,0.06,0.35143
RBM34,-0.08,0.56269
POLG2,0.06,0.66172
PGRMC1,-0.12,0.46384
ARL4C,-0.15,0.39996
CHMP4A,-0.03,0.62242
TRIB1,0.04,0.78904
AKAP8L,0.02,0.73805
PCNA,0.08,0.44848
RFC5,0.06,0.62842
ZMIZ1,0.13,0.06737
CPNE3,0.24,0.03963
DERA,0.09,0.30021
DCK,0.04,0.74854
IKBKB,0.04,0.30306
SHC1,-0.08,0.42156
ISOC1,0.18,0.13716
POLR2I,0.01,0.9334
KDELR2,-0.03,0.32521
KIAA0100,-0.08,0.30725
CCNA2,0,0.99504
TBP,-0.04,0.67849
FBXL12,-0.02,0.73847
CORO1A,-0.15,0.43846
PDS5A,0.1,0.48104
ARFIP2,-0.12,0.12189
CCND1,-0.23,0.30213
MSRA,-0.05,0.52714
FBXO7,0.01,0.87224
TGFBR2,0.08,0.01282
FOS,-0.64,0.07462
KDM5A,0.21,0.05484
ERBB2,0.09,0.51431
VAPB,0.06,0.51368
CLPX,0.09,0.23322
GMNN,0.26,0.05728
ICMT,-0.05,0.50922
STAT3,0,0.27489
MACF1,0.01,0.35932
TP53BP2,0.33,0.03392
RFC2,0.01,0.89577
DHRS7,-0.24,0.15043
PROS1,0.05,0.71283
RSU1,-0.02,0.61424
NUP88,-0.16,0.35402
ZNF318,-0.04,0.74975
ETFB,-0.09,0.35586
USP1,0.08,0.33848
FEZ2,-0.04,0.33471
GAPDH,-0.12,0.12653
CASP3,-0.01,0.88883
DNAJA3,-0.1,0.13585
RRP1B,0.17,0.07847
GDPD5,-0.15,0.26237
SCYL3,0.05,0.64576
RBM6,-0.06,0.42535
MYCBP2,-0.01,0.95042
ETS1,0.04,0.83239
DUSP11,0.06,0.41537
ARID4B,0.23,0.11683
RUVBL1,-0.04,0.67738
GPER1,-0.06,0.77045
ACBD3,0.08,0.5426
HYOU1,0,0.96992
PCBD1,-0.03,0.77485
RFX5,-0.22,0.1541
CDK2,-0.17,0.53351
PTPRC,-0.2,0.35163
CD40,0,0.56439
TBXA2R,-0.03,0.66037
PLSCR3,0.05,0.34585
PTGS2,-0.06,0.72427
SFN,0.21,0.17967
GHR,0.23,0.02477
ADRB2,0.25,0.09121
HLA-DRA,-0.46,0.06786
PTPN6,0.11,0.41025
PRKCH,-0.1,0.38414
KCNK1,-0.19,0.32525
